"1024B","128B","12B"
8.47397,13.80677,13.32615
10.41373,11.82035,14.93655
10.69878,11.32311,12.25988
8.98969,14.88353,13.30634
7.99696,13.25235,12.58663
8.41416,15.71803,19.42549
9.22232,13.94926,15.8416
13.0393,13.24279,14.60479
9.95754,12.97076,12.52348
8.37899,17.94583,11.7695
14.58995,11.8618,14.87696
7.92062,11.81825,13.62896
11.09647,12.75316,12.2334
9.14143,11.56655,14.20707
11.06411,12.98196,14.74612
11.94678,11.71719,13.03412
8.62505,11.69352,15.5403
10.41217,14.76012,14.75527
8.29391,11.22253,14.10002
9.67546,16.13821,11.92731
8.38932,13.56118,12.64267
11.15812,12.27064,16.7577
7.72636,12.69027,13.94163
9.72549,12.09601,12.29909
7.98703,11.78824,12.16387
9.69192,14.50641,12.23658
10.00141,13.93776,12.36044
8.53078,11.6997,14.78855
12.7692,17.6324,19.27023
10.51765,12.24022,14.39311
7.5627,12.20904,12.40413
15.83427,12.19494,14.31525
16.32124,15.03339,16.89861
9.81656,12.64081,13.58077
11.90748,11.67482,16.79225
9.43485,12.76407,15.37562
12.48353,12.31054,12.14167
8.43059,11.10485,14.52535
11.10295,12.11204,18.43302
8.88386,17.85026,12.19926
9.46379,11.81345,13.45107
9.31963,18.32875,17.81991
8.91301,11.52229,12.15623
7.98612,14.3144,12.44939
9.37645,11.91813,12.15252
9.96409,12.09844,13.7067
7.4974,14.22261,13.25259
8.49772,13.93598,12.51513
11.26777,12.57132,13.47169
11.93975,15.94775,19.27117
9.0098,12.76949,13.73432
11.99427,15.36934,12.14944
12.2514,16.14168,15.72869
8.18689,13.27422,12.29444
9.21841,11.37097,13.63113
9.45195,13.00118,15.30253
9.28833,12.18257,14.77035
7.76196,13.87695,12.53429
9.63404,23.63792,12.41424
9.47958,13.72626,15.44633
8.19961,11.35493,12.05398
9.32053,13.65566,12.39724
8.47843,13.01351,13.22285
8.52935,12.55975,12.46781
10.60964,12.52837,12.63764
10.22707,14.52302,13.58412
