12B-rf-trigger-delayed-113ms
11.67376
11.6737
11.67256
11.67248
11.67094
11.67078
11.67054
11.66974
11.6693
11.66896
11.66894
11.66846
11.66814
11.66792
11.66782
11.66588
11.66464
11.66356
11.66314
11.66296
11.66232
11.66108
11.66064
11.6602
11.6598
11.6587
11.65868
11.65848
11.65826
11.65812
11.6579
11.6575
11.65628
11.6553
11.65458
11.65282
11.6523
11.65216
11.65084
11.65068
11.64982
11.64932
11.64848
11.6464
11.64424
11.64316
11.64214
11.64204
11.64192
11.64112
11.64082
11.64068
11.64056
11.63958
11.63728
11.63716
11.63588
11.63534
11.63222
11.63088
11.62952
11.62542
11.623
11.61956
11.61896
11.61808
11.61804
11.61712
11.61672
11.61664
11.61462
11.61186
11.60896
11.60832
11.60672
11.60324
11.60126
11.59948
11.59186
11.58956
11.58852
11.58318
11.5831
11.58172
11.5656
11.56516
11.56314
11.55118
11.54402
9.0933
9.08454
9.08376
9.08282
9.0807
9.08066
9.08044
9.07888
9.07854
9.07352
9.07202
9.07032
9.07024
9.06968
9.06806
9.06796
9.06738
9.06672
9.06554
9.06304
9.0629
9.06254
9.06218
9.06192
9.06174
9.06038
9.05978
9.059
9.05788
9.05762
9.05744
9.05596
9.05594
9.05576
9.05576
9.05342
9.0533
9.05284
9.0509
9.04946
9.04938
9.04818
9.04718
9.04564
9.04332
9.0428
9.04264
9.04154
9.0378
9.0376
9.03672
9.03672
9.03664
9.03554
9.03432
9.0341
9.03198
9.03138
9.0313
9.03122
9.03114
9.03052
9.02912
9.0281
9.0277
9.02752
9.02716
9.02656
9.02544
9.02072
9.01894
9.01822
9.01812
9.01766
9.01392
9.0126
9.01076
9.01046
9.00886
9.00834
9.00764
9.00738
9.007
9.00584
9.00536
9.00484
9.00478
9.00366
9.00324
9.00288
9.00224
9.0012
9.00032
8.9999
8.99944
8.99572
8.99506
8.99374
8.99362
8.99356
8.9935
8.99216
8.99184
8.9908
8.99008
8.98946
8.98796
8.98778
8.98752
8.98734
8.9872
8.98686
8.98654
8.98638
8.98628
8.98614
8.9857
8.98568
8.98518
8.98512
8.98484
8.98318
8.98318
8.98312
8.98304
8.98278
8.98224
8.98142
8.98124
8.98084
8.98048
8.98018
8.98004
8.97968
8.9796
8.97912
8.97886
8.97862
8.97838
8.97832
8.9783
8.97806
8.97784
8.9777
8.97744
8.97704
8.97682
8.97682
8.97676
8.97672
8.97586
8.97582
8.9754
8.97534
8.974
8.97386
8.97384
8.9731
8.973
8.97234
8.97196
8.97182
8.97156
8.97136
8.97116
8.97102
8.97078
8.96992
8.96988
8.96986
8.96974
8.96962
8.96952
8.96926
8.9691
8.96896
8.9689
8.96834
8.96774
8.96774
8.96766
8.96766
8.9668
8.96674
8.96628
8.96556
8.96552
8.96544
8.96538
8.96524
8.96522
8.9649
8.96432
8.96418
8.96404
8.96368
8.96346
8.96332
8.963
8.96278
8.96254
8.96246
8.96174
8.96164
8.96162
8.96154
8.96138
8.96064
8.96062
8.96006
8.95936
8.95834
8.95824
8.95818
8.95816
8.95774
8.95768
8.95758
8.95754
8.9573
8.95694
8.95692
8.95674
8.95618
8.95616
8.95614
8.9561
8.95588
8.95532
8.9549
8.9547
8.95462
8.95446
8.95444
8.95428
8.95428
8.95424
8.95422
8.95398
8.95388
8.9538
8.95372
8.95358
8.95346
8.9534
8.95336
8.9531
8.95308
8.95288
8.95236
8.95234
8.95222
8.95212
8.95196
8.9519
8.95164
8.95098
8.95072
8.95062
8.95018
8.94958
8.94922
8.94918
8.94878
8.94836
8.94826
8.94824
8.94804
8.94746
8.9474
8.94708
8.94676
8.94608
8.94562
8.945
8.94496
8.94476
8.94438
8.9438
8.94374
8.9437
8.94358
8.94348
8.94326
8.94312
8.9429
8.94276
8.94244
8.94242
8.9422
8.94168
8.9416
8.94138
8.94096
8.94038
8.94028
8.94016
8.93986
8.93958
8.93952
8.9393
8.93916
8.93916
8.93912
8.93872
8.93858
8.93858
8.93804
8.9377
8.93718
8.93696
8.93678
8.93664
8.93612
8.93594
8.93552
8.93512
8.93512
8.93498
8.93488
8.93474
8.9347
8.93446
8.93384
8.93324
8.93322
8.933
8.9328
8.93264
8.93218
8.93196
8.93196
8.93186
8.93182
8.93174
8.93174
8.93164
8.93164
8.93162
8.93148
8.93148
8.93114
8.93112
8.9311
8.93098
8.93086
8.93074
8.93046
8.9303
8.93008
8.9298
8.92952
8.92946
8.9289
8.92876
8.92864
8.92812
8.92804
8.92772
8.92762
8.92752
8.92746
8.92738
8.92708
8.92706
8.92702
8.92692
8.92678
8.92614
8.92596
8.92538
8.92538
8.92518
8.92488
8.92442
8.9243
8.9239
8.92376
8.92344
8.92314
8.92308
8.92242
8.92226
8.92208
8.92192
8.92192
8.9211
8.9209
8.92064
8.92064
8.92048
8.92038
8.92018
8.91936
8.91896
8.9185
8.91836
8.91826
8.9181
8.91808
8.91796
8.9179
8.91756
8.91744
8.91712
8.91596
8.9153
8.9153
8.91518
8.91504
8.91374
8.9131
8.91302
8.9129
8.9129
8.9118
8.9117
8.90976
8.90964
8.90888
8.90874
8.90868
8.90766
8.9071
8.90696
8.90606
8.90596
8.9058
8.90524
8.90496
8.90488
8.9039
8.90384
8.90364
8.9032
8.90314
8.9031
8.9026
8.90246
8.90184
8.90174
8.90152
8.901
8.90004
8.89844
8.89612
8.89542
8.89388
8.89386
8.89354
8.89324
8.89308
8.89246
8.89176
8.89088
8.89076
8.88996
8.88942
8.88858
8.88756
8.88566
8.88374
8.87886
8.87882
8.8783
8.87778
8.87682
8.8761
8.87406
