12B-rf-trigger-delayed-113ms
15.04906
14.96556
14.96178
14.9617
14.96058
14.95952
14.95932
14.95864
14.95798
14.95686
14.95628
14.95496
14.9549
14.95436
14.95288
14.9525
14.95242
14.95182
14.95112
14.95104
14.95054
14.95006
14.94936
14.94898
14.94884
14.94768
14.94658
14.9459
14.94576
14.94464
14.94302
14.9428
14.94152
14.94088
14.94054
14.9399
14.93974
14.93884
14.93834
14.93762
14.93642
14.9359
14.93556
14.9346
14.9342
14.934
14.93376
14.93376
14.93358
14.93326
14.93312
14.93292
14.93206
14.93184
14.9315
14.9315
14.93146
14.9314
14.9311
14.93074
14.93024
14.92924
14.92908
14.92794
14.92766
14.9276
14.92754
14.92738
14.92734
14.92672
14.9264
14.9253
14.92528
14.92404
14.92392
14.92386
14.92344
14.92324
14.92228
14.9222
14.92206
14.92198
14.92164
14.92146
14.92052
14.92052
14.91866
14.9186
14.91814
14.9179
14.91786
14.91756
14.91706
14.91674
14.91668
14.91632
14.91624
14.9162
14.91532
14.91512
14.91498
14.91458
14.91456
14.91454
14.91418
14.91352
14.91336
14.91316
14.91234
14.91186
14.91164
14.91124
14.91108
14.91006
14.90988
14.90972
14.90858
14.90826
14.90756
14.90688
14.90594
14.90334
14.90312
14.90304
14.903
14.90294
14.90292
14.90258
14.90108
14.90064
14.89968
14.8991
14.89742
14.89738
14.89636
14.89614
14.89606
14.89578
14.89558
14.8934
14.89268
14.89182
14.88864
14.88812
14.88522
14.88454
14.8844
14.8844
14.88258
14.87962
14.87764
14.877
14.87662
14.87644
14.87642
14.87346
14.87098
14.86914
14.86802
14.865
14.86314
14.86266
14.86208
14.862
14.86168
14.8608
14.86076
14.86068
14.86018
14.85984
14.85856
14.85776
14.8564
14.85478
14.85472
14.85378
14.8526
14.84956
14.84826
14.84792
14.84672
14.84632
14.8457
14.84542
14.84264
14.84124
14.84048
14.83894
14.83818
14.83468
14.83418
14.83178
14.8298
14.82884
14.82836
14.82712
14.82578
14.82532
14.8239
14.82228
14.82198
14.81946
14.81658
14.81084
14.80984
14.80748
14.80054
14.80016
14.79864
14.7874
14.78726
14.7766
14.76634
14.75598
13.38216
11.78038
11.7751
11.76122
11.75026
11.7478
11.74624
11.74496
11.74208
11.74168
11.7399
11.73886
11.73846
11.73798
11.73782
11.73732
11.7371
11.73664
11.73658
11.73612
11.73556
11.73512
11.7351
11.73494
11.73438
11.7338
11.73222
11.73148
11.73148
11.73056
11.73046
11.73034
11.73024
11.7302
11.72984
11.7288
11.72768
11.72768
11.7273
11.72686
11.72668
11.72604
11.7257
11.72492
11.72474
11.72348
11.72342
11.72324
11.7231
11.7225
11.72244
11.72168
11.72088
11.7208
11.72076
11.72064
11.72062
11.7195
11.71948
11.71898
11.71796
11.71772
11.71722
11.71716
11.71712
11.71706
11.71686
11.7167
11.71644
11.71626
11.71626
11.71622
11.7162
11.71616
11.71608
11.7159
11.71562
11.71498
11.71416
11.71298
11.71248
11.71234
11.7108
11.71004
11.70932
11.7093
11.70916
11.70894
11.7088
11.7086
11.7078
11.70726
11.70718
11.7071
11.70694
11.70652
11.70642
11.706
11.70572
11.705
11.70496
11.7049
11.70452
11.70446
11.70422
11.70392
11.70332
11.70262
11.70254
11.70202
11.70194
11.70116
11.70056
11.70022
11.70004
11.6999
11.69986
11.69964
11.69926
11.69826
11.69808
11.69796
11.69778
11.69772
11.69732
11.69716
11.6951
11.69464
11.69452
11.6943
11.6939
11.69262
11.6926
11.69228
11.69162
11.6913
11.691
11.69094
11.69048
11.69032
11.69006
11.69
11.68956
11.68882
11.68848
11.68746
11.68734
11.68692
11.68692
11.68618
11.686
11.68576
11.68572
11.68558
11.68448
11.68416
11.68386
11.68384
11.68308
11.6817
11.68116
11.68074
11.68052
11.67968
11.67878
11.67816
11.67752
11.6775
11.67748
11.67394
