1024B,128B,12B
28.06262,13.1632,18.46949
43.93398,18.09182,8.49308
38.07383,23.16491,13.48701
34.09235,13.18715,18.51072
32.97535,18.14025,8.50273
38.10453,23.18829,13.52374
28.76789,13.21522,18.52036
32.99454,33.21219,8.54236
38.11695,23.23282,13.53804
28.11849,13.2259,18.56179
46.7304,18.18124,8.55356
38.12021,23.24387,13.57763
28.14059,13.27646,18.57129
33.03053,18.20177,8.59023
41.94054,23.27506,13.58495
28.15203,13.279,18.61298
33.051,18.23218,8.60459
38.84047,23.29521,13.62858
28.16792,13.32913,18.62233
46.7894,18.25276,8.64604
38.19495,23.32555,13.63979
28.18358,13.33422,18.66349
33.09258,18.28326,8.65951
38.21586,23.34862,13.67652
28.20742,13.37747,18.6772
33.10604,18.30372,8.69513
38.23855,23.37659,13.69475
41.71625,13.38,18.71463
46.8473,18.35217,8.70637
38.24444,23.39623,13.73036
28.24403,13.41203,18.72406
33.14399,18.35472,8.74299
38.27766,23.42761,13.73778
28.9331,13.4326,18.76973
33.17022,18.41971,8.76136
38.29493,23.45167,13.78141
28.29515,13.46333,18.77498
37.17486,18.42232,8.79868
38.31714,23.47851,13.79257
28.31575,13.48341,18.81632
33.21467,18.45556,8.80829
38.33292,23.49794,13.82923
28.32078,13.53401,18.82591
33.23908,18.45518,8.84791
39.01788,23.53145,13.84353
28.3575,13.53252,18.86739
44.17927,18.48718,8.85915
38.37153,23.5497,13.88323
28.36337,13.58721,18.87686
33.27542,18.50367,8.90041
38.38672,23.58507,13.89055
28.38105,13.58579,18.91857
33.28812,18.54018,8.91004
49.22113,23.60354,13.93415
28.40197,13.62021,18.92777
33.30198,18.56613,8.95148
38.43422,23.63627,13.94541
28.41813,13.63904,18.96909
33.32444,18.58922,8.96506
38.45046,23.65486,13.98201
28.45086,13.67153,18.98269
33.34252,18.60838,9.00064
38.46872,23.68325,14.00037
28.4698,13.68998,19.02043
39.48516,18.65809,9.012
38.47633,23.70584,14.03596
28.49235,13.72252,19.02962
33.38918,18.65664,9.05254
57.65103,23.73814,14.04327
41.99278,13.73692,19.07531
33.40578,18.70912,9.06685
53.41197,23.75665,14.08692
28.53795,13.79132,19.0806
44.35309,18.70762,9.10426
38.53289,23.78713,14.09812
28.54015,13.7919,19.12184
33.44898,18.74205,9.11384
38.56658,23.80767,14.13484
39.39035,13.84239,19.13147
33.46345,18.75863,9.15346
49.40562,23.83806,14.14917
28.59646,13.83883,19.17306
33.48207,18.79302,9.1647
38.6055,23.85665,14.18873
28.59742,13.87338,19.18239
37.47474,18.80962,9.20133
38.60844,23.88704,14.19604
34.64418,13.89184,19.22408
33.53163,18.844,9.21569
52.11645,23.90759,14.23969
28.6529,13.92426,19.23332
39.66554,18.86055,9.25704
