1024B-ESPNOW,128B-ESPNOW,12B-ESPNOW,1024B-SPP,128B-SPP,12B-SPP,1024B-Bluedroid,128B-Bluedroid,12B-Bluedroid,1024B-TCP,128B-TCP,12B-TCP,1024B-Websockets,128B-Websockets,12B-Websockets,1024B-UDP,128B-UDP,12B-UDP,1024B-NimBLE,128B-NimBLE,12B-NimBLE
,,,18.16841,13.76772,12.09803,30.47499,16.74379,7.13164,6.40391,17.62689,3.04376,9.9662,13.45769,12.05914,10.63064,13.10306,12.85047,23.06435,21.57828,5.50354
,,,15.8578,11.5258,11.20489,37.00241,21.74863,12.15371,12.29277,12.32448,2.06123,9.14372,12.76038,13.28893,7.66306,5.85647,9.70809,43.07472,41.59416,25.50363
,,,17.36118,10.29002,13.89709,41.91405,26.75944,17.1613,6.79625,13.28266,4.22426,8.71934,14.23152,13.38675,5.23768,13.10865,5.18081,33.08943,31.6015,15.51628
,,,22.18389,13.73758,12.17641,30.49489,16.76433,7.17134,7.3188,11.36433,5.21339,8.02395,12.17435,12.95241,8.6039,15.31011,13.9287,23.1084,21.62146,5.52284
,,,15.83908,12.72213,11.15059,37.03874,21.77708,12.16702,8.95921,14.98222,9.27674,8.74053,13.89853,11.86783,5.41523,9.81114,9.21244,43.11263,41.62553,26.04491
,,,17.33767,10.3744,16.03919,40.51103,26.78197,17.19489,11.43801,13.42323,4.01261,7.76008,12.07254,13.36836,6.38954,8.19755,15.07392,63.12391,31.63943,15.54647
,,,18.2936,13.77757,12.1945,31.93125,16.79477,7.17863,6.32392,11.63199,6.52423,13.19869,13.90424,14.11026,5.26005,11.59582,17.80483,23.13348,21.64762,5.55925
,,,15.8724,13.96689,24.75491,37.07086,21.79961,12.20469,8.92023,12.57917,10.81028,7.7948,11.01155,11.92192,8.27382,13.17371,8.40039,68.1522,41.6646,25.56665
,,,17.38268,10.30647,11.04602,40.52765,41.8125,17.20826,8.80033,15.13524,4.85449,10.04031,12.66101,13.14745,3.56091,13.35824,14.2804,33.15563,31.67073,15.58033
,,,18.29957,13.73654,14.79774,35.83902,16.81531,7.21926,9.43883,14.74006,2.04187,9.54313,12.92682,12.04948,5.40327,12.60573,5.26393,23.17359,21.68638,35.59354
,,,15.8543,25.42682,11.15321,37.06914,21.82807,12.22588,6.22516,13.57707,1.85863,9.0543,11.28524,14.11004,12.37737,7.52239,15.85221,43.18171,41.69488,55.61352
,,,17.36166,11.74276,13.93254,40.54903,26.83297,17.24995,14.23843,14.40604,1.91469,7.46647,12.25253,12.79078,11.19057,10.45694,5.32191,33.19567,31.70862,15.61082
,,,18.32313,12.90766,12.22037,31.96462,16.8458,7.23349,8.6715,12.48795,10.04437,14.00584,12.77757,16.51935,4.71625,5.94458,18.07121,23.20067,21.7207,5.62349
,,,15.87307,11.28746,11.2748,37.09516,21.85054,12.25557,8.3879,13.10599,2.33992,7.85356,14.82978,12.93126,9.70989,7.66993,12.51903,63.28864,41.73257,25.63048
,,,17.37663,10.29804,13.95484,40.57369,26.86341,17.25925,7.77947,15.93476,7.6562,11.0022,13.2375,13.88626,8.60152,14.52872,10.27536,33.22586,31.73988,15.65163
,,,18.27509,13.74102,13.8667,31.98894,16.86625,7.27478,8.10951,14.24502,3.67278,10.75323,12.59878,11.79828,5.34475,6.09292,6.19353,23.23618,21.75464,5.658
,,,15.88863,12.72808,11.21986,52.00217,21.87905,12.27277,7.51267,11.73093,4.12939,14.43125,13.0697,14.44396,6.87254,7.5688,15.84787,43.24591,41.76495,55.66913
,,,17.36337,10.38697,13.93287,40.58859,26.88396,17.29648,11.13779,11.4895,6.62479,11.03974,11.58508,13.73044,19.60938,5.9191,7.44117,33.25843,31.7786,15.6736
,,,18.30801,13.79013,12.27105,32.00952,16.89675,7.28049,8.69171,11.70989,3.91141,14.25669,16.75259,16.58562,15.3933,7.87923,15.21064,46.49508,21.78486,5.68867
,,,30.63417,11.5626,11.43003,37.14049,21.90159,12.3065,14.58241,13.6204,4.13305,8.28398,10.86817,13.59172,4.81299,5.89298,15.21313,68.28351,41.80101,25.70134
,,,17.34444,10.33007,20.87957,52.95531,26.91445,17.31011,13.0052,12.68036,3.89504,8.89774,13.32877,13.77384,11.44806,10.94017,17.03914,33.29456,31.80807,15.71113
,,,18.3199,13.76027,12.10054,32.03001,16.91719,7.3241,9.27506,11.89473,16.89931,8.98021,11.27839,13.18336,6.50513,10.1193,5.621,23.28996,21.82768,35.71851
,,,15.88296,12.7467,11.16113,37.16527,21.93,12.31986,8.60561,12.00272,4.5847,11.22671,17.28077,17.12736,12.52039,6.32806,6.63286,43.31657,41.83211,25.73475
,,,17.36507,10.36062,13.93922,40.62955,26.93499,17.34754,14.593,14.09656,5.28249,7.50573,15.17887,12.31291,10.75256,13.31151,12.89976,33.31204,31.84711,15.74463
,,,18.30521,10.05138,12.22613,32.04794,16.94767,7.33136,8.62468,15.04767,2.21282,8.31487,11.62608,12.11861,8.83777,6.2747,15.25488,53.33887,21.85392,5.77019
,,,15.88566,14.02473,11.4398,37.18169,21.95258,12.35539,7.08788,11.76491,2.81027,14.08325,12.77446,11.79097,5.0024,10.35275,10.91922,43.33434,41.87208,25.76734
,,,17.3639,9.98145,11.07021,40.64981,26.96543,17.36105,9.54361,13.28149,4.0045,7.97211,12.55347,14.05853,6.15994,11.09095,7.50013,63.36092,31.87719,15.7774
,,,18.357,14.91323,14.99358,32.07613,16.96821,7.37199,7.15665,13.8802,3.66626,8.13784,12.3283,12.99004,10.70398,15.8842,5.83341,23.35516,21.89205,35.78416
,,,15.8892,10.17101,11.08849,37.20278,21.98108,12.36671,6.602,13.31422,4.05004,8.65962,10.89971,11.93232,9.25897,7.89779,17.52247,63.44247,41.90031,26.30326
,,,17.37474,10.34231,14.84907,48.20296,26.98592,17.39868,15.92023,26.42483,9.38078,9.35024,11.68918,14.79856,3.73073,15.92012,5.40641,33.38721,31.91511,15.80492
,,,18.3234,13.77174,11.17939,32.09128,16.99867,7.38234,11.01875,12.74621,5.00398,8.52626,14.81885,11.75406,8.93159,10.34531,19.62248,23.40269,51.92863,5.81985
,,,15.90717,11.56956,11.27177,37.22042,37.00364,12.40635,11.49261,15.8412,3.24697,7.81634,11.09874,12.18381,10.6809,9.70856,9.27248,43.39929,41.93936,25.82703
,,,32.15843,10.37416,13.96339,40.69123,27.01638,17.41197,7.41111,18.61694,2.57301,8.7415,14.51495,13.59344,13.9994,12.23713,13.79239,33.42476,31.94534,15.84094
,,,20.63117,13.75887,18.00161,32.11363,17.01921,7.42756,11.21633,13.85129,9.85156,10.10723,11.40565,17.38729,11.1968,13.1321,20.14877,23.42046,21.96003,35.85294
,,,15.89086,12.82564,11.11201,50.70022,22.03201,12.42152,6.47617,13.36757,5.22877,9.1392,14.82272,12.81078,3.87153,14.05861,6.17822,71.6491,41.96849,25.86395
,,,17.37248,10.42454,14.81864,40.71091,27.03692,17.4492,8.66364,12.67776,2.67166,7.30075,11.72044,12.89769,8.2844,10.16649,7.12912,33.44248,31.98839,15.87479
,,,18.33522,22.91149,11.18005,32.1342,17.04975,7.43728,8.20909,11.51983,3.01514,12.23388,13.18053,13.93024,3.79206,19.75962,10.83035,23.46796,21.99127,5.88665
,,,15.9067,11.6359,11.29332,37.27305,22.05453,12.45428,16.54985,12.05791,4.61611,16.07116,12.04752,15.27086,24.17343,6.32283,7.75306,43.46483,42.00748,25.89232
,,,17.39134,10.35847,21.14871,40.73753,27.06737,17.46696,13.14556,16.04371,5.00253,8.42199,20.47589,11.84833,5.03089,10.70395,12.78012,63.49137,32.01452,15.91854
,,,18.34297,13.78075,12.21376,32.16642,17.07025,7.47689,8.26922,18.5994,2.26654,7.8719,12.5894,13.45708,14.01898,13.96593,12.69612,23.48848,52.03256,5.91538
,,,15.91303,12.75501,11.25359,37.29367,22.08292,12.47458,6.57718,6.8073,2.50915,8.84549,11.36883,14.24736,8.72579,11.2418,12.1401,71.01939,42.04186,25.92788
,,,17.38621,10.43591,13.99329,40.75382,27.08791,17.50044,14.64567,13.49899,1.97139,7.48943,15.1863,11.58214,6.0539,6.12002,7.11301,33.50312,32.05243,15.93491
,,,18.33881,13.82499,12.27871,32.18157,17.10064,7.48414,6.51059,13.28467,7.24593,8.86136,12.0024,14.03729,16.7448,11.36784,7.66443,23.52376,22.05952,5.94999
,,,15.88713,11.60167,11.46572,37.31547,22.10554,12.50511,14.65024,13.7503,2.19629,9.60015,12.8623,13.29131,8.67387,11.41709,13.31099,43.53874,42.08003,25.96171
,,,17.39708,10.37232,14.03807,40.77859,27.11838,17.51383,14.246,16.30683,2.51996,9.53514,11.59319,11.8118,4.08963,12.93725,13.23777,33.54497,32.08764,15.97156
,,,18.34876,13.79129,12.27448,32.20735,17.12117,7.52477,8.27973,7.29022,3.91099,7.78679,11.88623,12.33783,6.01453,6.91012,11.18368,51.07362,52.09975,35.98315
,,,15.92713,12.86554,18.52081,37.33872,22.13599,12.52351,8.96209,14.23967,9.69089,11.06769,11.64884,14.42233,7.22344,14.85523,18.51731,43.56806,42.11023,25.99368
,,,17.38784,10.43964,11.09296,40.79488,27.1389,17.55552,14.66322,11.75228,2.92619,8.08967,12.87571,13.04989,16.31162,13.5784,5.39814,33.58794,32.12067,15.99978
,,,18.35056,13.83254,16.11329,32.22171,17.15163,7.53906,15.99488,12.51768,4.20985,7.76403,13.50584,13.84381,8.15404,18.4792,15.00076,23.59098,22.12769,6.01875
,,,15.90189,23.20623,11.46949,37.34398,22.15649,12.55913,11.28313,11.55007,2.09259,9.72162,14.27321,13.31934,5.29348,11.33255,5.6387,43.6103,42.14894,26.02168
,,,17.40279,10.02842,14.02263,40.81948,27.16933,17.56475,8.67897,12.7571,5.51702,7.7057,13.61423,17.43035,8.5696,13.4799,11.98227,33.61319,32.15186,16.04125
,,,18.39889,14.87598,18.34794,32.2464,17.17222,7.5804,8.72071,12.82189,7.08062,9.37483,12.50782,12.53697,8.58097,13.48296,7.48789,53.63224,22.16689,6.04292
,,,15.88718,10.16468,11.14237,37.36452,22.18501,12.57434,12.78788,13.6643,3.32662,10.41627,12.89552,14.36335,4.73678,19.2081,12.93378,43.63538,42.17484,26.56329
,,,17.40562,10.37732,14.87074,42.2594,27.18986,17.60165,14.68385,13.76019,4.31478,9.22002,14.62983,13.72146,12.04446,20.50546,16.85226,63.6545,32.18902,16.06535
,,,18.36229,13.79951,11.20878,32.26017,17.20259,7.58612,12.55608,13.63894,3.17293,8.55373,11.06219,15.09068,8.97866,11.4014,5.91319,23.66003,22.20183,6.0817
,,,20.12971,11.61962,11.30713,37.38542,22.20752,12.60707,14.68397,11.85531,4.88429,8.22604,11.36588,12.13238,9.85808,8.66181,5.5112,73.67656,72.2142,26.09098
,,,21.16224,10.38022,14.00732,40.85477,27.22032,17.61569,14.23763,15.39066,3.91948,9.70775,13.44746,14.33151,3.93852,17.28686,5.46052,33.68217,32.21992,16.10311
,,,18.3439,13.79832,12.29951,32.28435,17.22316,7.62969,21.17039,19.03194,2.57446,11.19461,11.30335,13.32178,5.41614,6.10325,8.59275,23.69524,22.23587,6.11297
,,,31.24639,12.89645,11.28482,37.40383,22.23597,12.6253,8.69172,12.63479,2.25518,15.04468,12.58845,13.46988,6.00219,7.22857,17.18854,43.7044,12.24304,26.1245
,,,17.30622,10.46012,14.64528,53.23167,27.24082,17.65314,8.89433,13.42627,10.83853,8.47797,14.87646,16.05388,7.78165,10.54714,12.77017,33.71742,32.26403,46.136
,,,18.34097,13.84743,12.25145,32.29999,17.25363,7.63692,8.49402,20.11316,4.14373,9.43382,18.39488,12.99792,9.87462,14.60803,20.16236,48.73357,22.26593,6.14435
,,,20.13352,11.6328,11.34072,41.21022,22.25847,12.66095,13.79219,12.39728,3.81071,8.27133,13.74821,14.63234,8.66247,12.08026,17.34063,73.73306,42.28213,56.16335
,,,17.40206,24.0441,14.01276,40.89861,27.2713,17.66667,10.96565,13.70978,2.3204,8.923,14.65215,15.78158,5.90611,18.21751,5.53371,33.73873,32.28923,16.16752
,,,18.35878,10.0617,12.24759,32.32393,17.27414,7.67754,9.19514,11.89275,2.25901,8.6586,13.69898,13.70288,15.27374,11.53335,11.90149,23.74843,22.30418,6.17326
,,,15.92482,14.87881,14.04509,37.44373,22.28695,12.67227,11.24639,14.00866,3.93085,10.01913,12.37493,12.22637,7.11736,10.51096,9.85755,43.7618,42.31739,26.18823
,,,17.42106,10.39783,11.14886,40.91553,27.29184,17.70441,11.79314,11.97781,6.94843,12.27243,11.97691,13.07626,7.51881,13.21876,17.00296,33.77188,32.32821,16.19423
,,,18.37468,13.84617,16.29769,32.33887,17.30458,7.68787,7.84538,8.27721,3.77036,9.95612,12.31482,12.7488,4.33839,7.69927,19.95193,42.0511,22.3342,36.21546
,,,15.94354,11.65122,11.5327,37.46325,22.30945,12.71197,7.58203,12.7489,12.17086,7.90808,11.83758,12.44523,14.09957,11.85567,7.32831,73.80611,42.35034,26.21737
,,,17.4158,10.38727,14.02622,40.93612,27.32234,17.71754,9.06458,12.13038,3.90089,8.00399,13.21283,17.28798,14.10368,8.05037,15.49907,33.81721,32.35736,16.23128
,,,18.34637,13.82188,15.18715,32.36335,17.32516,7.73324,14.16875,13.60242,4.97916,8.8096,12.50366,12.96099,6.20707,12.78735,15.7317,23.81288,22.37726,6.23721
,,,20.15308,12.92943,11.16681,48.38317,22.33792,12.72725,8.84789,23.71521,7.66338,9.16308,14.83109,13.63422,10.20073,8.22793,15.03481,43.83958,42.38161,26.24941
,,,17.68625,10.47904,12.19307,40.96,27.34284,17.75016,7.53922,17.51626,4.58235,8.95728,12.71384,14.60334,4.06183,7.89792,6.88749,33.8349,32.39632,16.2684
,,,18.35509,13.86339,10.99315,32.38463,17.35553,7.74277,8.81782,17.32785,7.8823,10.01776,11.80706,14.20834,4.42941,12.23608,18.03512,23.8604,22.40316,6.27423
,,,15.94519,11.64587,11.31219,37.52127,22.36052,12.75978,8.65221,13.47833,11.36505,8.0321,14.68246,19.01329,10.20269,13.36973,10.34694,43.85726,42.4216,26.28266
,,,24.38784,10.40367,14.01981,40.97835,27.37327,17.77246,13.3918,13.94644,4.24383,12.00596,11.13906,13.53013,5.70666,13.16714,12.67589,33.88251,32.42644,16.29662
,,,18.21526,23.79842,12.37366,36.37759,17.37611,7.78246,7.21933,13.3111,2.49318,9.00659,11.18099,17.94315,4.2207,8.44687,9.69455,44.6167,22.44145,6.30239
,,,20.12858,12.92491,11.24538,37.52296,22.38897,12.77813,7.80778,12.50563,4.29693,8.54559,14.76373,16.77116,6.05893,15.74186,23.36623,71.41275,72.45093,26.32262
,,,24.37722,10.52356,19.90202,56.00618,27.3938,17.80597,9.4396,24.16057,2.59131,8.14127,12.44893,12.9788,9.41198,10.07816,9.94587,33.91378,32.4647,16.32559
,,,18.23625,13.86687,12.27643,32.4251,17.40654,7.78982,11.93524,11.74721,3.12898,8.32381,12.8978,12.53492,5.67131,12.31566,25.48653,23.92573,22.4767,6.33947
,,,15.925,11.66222,11.43684,41.32722,22.41146,12.81373,9.04856,8.38027,8.92817,9.33605,14.67641,17.46624,3.72187,17.29531,17.99408,43.9302,42.48861,26.34679
,,,17.41117,10.41543,14.06273,27.55105,27.42426,17.80739,9.73266,14.37123,4.34249,7.52796,13.41181,13.13652,9.90411,23.56807,17.41552,33.94784,32.49492,16.36076
,,,18.25356,13.82524,12.35112,32.44186,32.42916,7.82633,8.65232,12.97327,2.87203,8.9936,11.95069,12.15526,4.16534,7.99618,8.72954,23.9515,22.50956,6.37284
,,,15.91829,12.92649,11.26324,37.56253,22.44,12.82111,8.37935,11.97873,6.94866,12.21463,11.4696,12.35342,6.07933,13.69902,6.74062,43.97009,72.52407,26.38375
,,,17.43813,10.50397,14.05418,27.5755,27.44477,17.85313,9.69038,12.69927,3.68587,9.94309,13.85619,12.37182,8.5156,13.49883,17.62857,58.99226,32.53368,16.3897
,,,18.2347,13.87894,12.35225,36.43928,17.45758,7.84463,11.31809,12.1143,2.31193,8.84204,21.02476,18.65765,5.87476,11.48187,6.71162,23.98708,52.54207,36.405
,,,15.94261,11.67565,11.38043,37.584,37.4625,12.86466,12.64312,15.2339,2.08852,12.4758,12.36682,13.07221,5.59699,6.38999,13.93597,43.99135,42.55689,26.91722
,,,17.46167,10.41864,14.07569,27.59436,27.47525,17.85838,12.40746,11.99335,2.40861,8.56532,12.41281,15.06947,6.14694,16.357,10.87588,34.009,32.56399,16.4312
,,,24.18006,13.83771,14.00544,33.14203,17.47807,7.8819,8.48378,14.29604,4.69841,10.4029,13.76764,13.42421,13.72011,12.67889,5.45756,24.01344,22.58276,6.43388
,,,15.90674,24.26824,11.31867,37.60797,22.49088,12.87589,14.50648,15.4832,3.62719,7.86848,11.32546,11.89364,3.9595,6.2975,11.11133,44.03138,42.58687,26.44802
,,,17.43586,10.44974,13.81801,27.61733,27.49583,17.89955,14.78255,11.89775,4.36088,8.79462,11.79591,12.27148,15.22451,13.45018,8.62942,34.03455,32.60203,16.45603
,,,18.37794,13.83746,15.23757,32.50699,17.5085,7.89155,16.0642,16.31589,4.91014,9.12127,13.05777,15.35279,8.84053,7.83431,15.30902,24.05218,22.60905,6.47925
,,,15.93268,11.67721,11.55185,37.63059,22.51338,12.91255,14.78718,13.76459,3.21588,8.47397,13.80677,13.32615,4.37922,7.26012,12.83878,74.0581,42.62717,26.47815
,,,17.46803,10.43039,14.0902,27.63073,42.52631,17.90924,13.94217,13.79659,2.86178,10.41373,11.82035,14.93655,5.38534,13.80176,14.73059,59.08666,32.63303,16.49212
,,,18.39012,13.84049,12.37291,32.51965,17.52905,7.93124,8.56359,14.47631,4.35335,10.69878,11.32311,12.25988,13.07989,14.32847,18.85478,24.08345,22.6481,36.50053
,,,15.93313,12.94546,11.31605,37.64972,22.54983,12.92692,6.69049,11.64586,5.74389,8.98969,14.88353,13.30634,7.16308,12.32955,6.23226,71.59965,42.65528,27.01931
,,,17.45361,10.51964,14.07107,27.64886,27.54676,17.95073,21.5984,15.12647,8.25866,7.99696,13.25235,12.58663,5.52391,8.49792,7.61697,34.10566,32.67446,16.52117
,,,18.2976,13.89443,12.32507,32.54133,17.5595,7.94254,6.8427,10.05363,11.52412,8.41416,15.71803,19.42549,3.77442,12.64172,15.56588,24.11747,22.68197,6.53507
,,,29.38619,11.68664,11.57145,63.47691,22.56441,12.96656,14.80543,12.54034,2.28153,9.22232,13.94926,15.8416,10.80697,8.03334,7.26662,44.12297,42.69844,26.54336
,,,17.43234,10.43457,24.10717,42.55984,27.57722,17.96017,7.23739,12.2608,2.22305,13.0393,13.24279,14.60479,3.97249,6.2207,13.01751,34.13953,62.70253,16.55722
,,,18.38747,16.3487,12.40171,32.57043,17.58005,7.9791,11.31319,14.29713,6.27919,9.95754,12.97076,12.52348,5.48815,17.29265,20.15171,54.14454,22.71605,6.56829
,,,27.66558,12.96999,11.28348,48.60164,22.5929,12.97388,9.57338,13.78157,3.01282,8.37899,17.94583,11.7695,5.94428,12.79297,11.91638,44.16196,42.72617,26.57922
,,,17.47604,25.4976,14.07422,27.68705,27.59774,18.00183,9.23742,14.06074,4.32655,14.58995,11.8618,14.87696,4.00485,8.27137,5.57496,34.16569,32.73932,46.58754
,,,18.26275,10.1485,11.94353,38.70135,17.61054,7.99347,9.71369,15.47963,6.59545,7.92062,11.81825,13.62896,3.95246,11.61837,5.62004,24.1826,22.74733,6.60036
,,,15.95985,14.9438,11.46413,37.70175,22.61535,13.01747,9.2425,11.74508,5.28896,11.09647,12.75316,12.2334,9.47323,14.15678,15.5573,44.18828,42.76236,27.11262
,,,17.48338,10.22411,14.10553,27.70934,27.6342,18.01106,9.3076,11.67069,5.5552,9.14143,11.56655,14.20707,5.59231,12.93346,13.81496,64.2063,32.76934,16.62221
,,,18.30955,13.85543,12.37932,32.60547,17.63108,8.03478,11.24052,9.09908,4.85532,11.06411,12.98196,14.74612,6.83694,8.35732,15.71726,24.21257,22.79038,36.63066
,,,15.9672,12.94431,11.29911,37.72024,22.64383,13.02868,9.38052,13.55809,5.6847,11.94678,11.71719,13.03412,7.87914,13.20612,15.76245,66.73043,42.79451,26.64439
,,,17.46498,10.53863,14.0864,27.73189,12.64872,18.05171,13.55917,14.33658,4.62916,8.62505,11.69352,15.5403,10.36125,11.70094,5.71634,34.21979,32.80943,16.65065
,,,18.4021,13.90948,12.38468,32.62624,17.66151,8.04833,8.14328,14.44905,9.85369,10.41217,14.76012,14.75527,4.76148,6.59303,12.84756,24.23562,22.8153,6.66947
,,,15.9849,11.69759,11.555,44.24921,22.66636,13.06534,12.01026,16.27302,4.17902,8.29391,11.22253,14.10002,7.37902,12.43339,8.11426,44.25316,72.8368,26.67381
,,,31.46936,10.44957,14.09913,27.73366,12.67711,18.06608,8.71443,14.16077,3.99228,9.67546,16.13821,11.92731,11.51641,16.63705,16.69291,34.25469,32.83955,16.68751
,,,19.52438,13.86484,20.96861,32.63812,17.68201,8.08402,11.99437,17.60888,2.25965,8.38932,13.56118,12.64267,10.55937,10.97165,5.39968,49.28188,22.8545,6.69358
,,,15.96859,12.96579,11.23358,37.7604,22.69483,13.0837,15.89227,13.83576,2.94881,11.15812,12.27064,16.7577,4.29375,13.65387,11.19728,44.27703,42.86247,27.21379
,,,19.70298,10.53644,14.93923,27.77116,12.6996,18.10359,8.82846,12.51381,7.79431,7.72636,12.69027,13.94163,4.30953,11.83094,20.50731,34.30224,32.87763,16.71681
,,,18.25021,25.11163,11.28583,32.6528,17.71246,8.09526,8.18622,8.64152,2.66988,9.72549,12.09601,12.29909,4.12118,13.44006,7.4886,24.30581,22.88967,6.73065
,,,15.98159,11.70315,22.95233,37.80038,22.71741,13.11929,8.14803,13.95112,2.43737,7.98703,11.78824,12.16387,6.59501,13.64409,9.12281,44.32263,72.90485,26.73789
,,,17.47333,10.46228,11.23585,27.79165,12.72813,18.11295,15.3535,13.31377,2.37551,9.69192,14.50641,12.23658,4.3314,13.46481,9.74564,34.32506,32.91038,16.7516
,,,18.27801,13.87214,14.97518,32.67313,17.73298,8.13185,16.20301,8.48159,4.25245,10.00141,13.93776,12.36044,13.38303,6.38154,10.70264,49.34423,22.99769,6.76384
,,,15.98842,12.98246,11.30263,41.60156,22.7458,13.12667,10.1284,13.02789,2.39005,8.53078,11.6997,14.78855,15.91213,14.50988,17.92634,71.85273,43.04228,26.77494
,,,17.46838,10.54198,14.06732,27.80795,12.75064,18.15864,10.96656,17.74998,2.6028,12.7692,17.6324,19.27023,9.45085,17.07435,12.96046,34.35931,33.02165,16.78084
,,,18.27789,13.92127,12.42595,32.69665,17.76349,8.15019,11.68807,13.70888,3.20265,10.51765,12.24022,14.39311,9.07612,13.85356,16.22707,24.37123,23.02788,6.79455
,,,20.20585,11.7206,11.57085,37.8229,22.7683,13.17026,9.48189,14.80371,16.67458,7.5627,12.20904,12.40413,15.63516,10.82448,7.46624,44.37442,13.03803,27.30812
,,,17.51803,10.50137,14.11646,27.83208,12.77904,18.16387,9.08368,8.76479,7.85658,15.83427,12.19494,14.31525,11.72844,13.68918,5.85781,34.39328,33.05442,16.8179
,,,18.42048,13.87973,12.4313,32.71572,17.78394,8.18749,17.95001,14.48246,14.8504,16.32124,15.03339,16.89861,19.87935,13.48194,20.30561,54.41232,53.10188,6.82407
,,,15.99487,12.99212,16.35733,37.84608,22.79683,13.18145,11.42671,16.23513,2.54893,9.81656,12.64081,13.58077,10.55091,13.29363,6.02776,44.41555,13.07492,26.83898
,,,17.48992,10.55386,11.19638,34.91619,12.80161,18.20516,11.98038,12.07159,4.19694,11.90748,11.67482,16.79225,8.94751,13.713,18.91235,61.94409,33.08508,16.84622
,,,16.18479,13.92913,16.18923,32.73981,17.81443,8.19723,9.39154,12.45827,2.76848,9.43485,12.76407,15.37562,8.25794,14.14943,11.33924,24.43648,23.09581,6.86509
,,,15.95462,25.56995,11.49758,41.64505,22.81933,13.21818,9.63787,12.17075,3.01628,12.48353,12.31054,12.14167,11.5943,12.19171,9.0488,66.97505,13.11012,26.86819
,,,17.47288,10.10563,18.73884,27.86445,12.83007,18.2148,8.8816,17.72098,6.9294,8.43059,11.10485,14.52535,13.50017,8.65349,14.24266,34.45864,33.15943,16.88198
,,,18.43537,14.97786,13.98521,32.75464,17.83496,8.23678,18.0267,11.88305,2.36878,11.10295,12.11204,18.43302,7.79735,11.57427,7.85368,24.48115,23.13267,6.88917
,,,15.99206,10.34933,11.36056,37.88501,22.84777,13.23248,7.76488,13.49321,2.61328,8.88386,17.85026,12.19926,4.19031,8.25314,13.80533,44.48081,13.1433,56.91449
,,,17.49558,10.50463,14.94194,27.88523,27.85467,18.25635,8.36781,13.43872,2.4193,9.46379,11.81345,13.45107,6.28797,4.68296,9.63545,34.50322,33.15355,16.91136
,,,18.42903,13.89593,12.3997,32.77589,17.86546,8.24803,7.02339,13.02961,2.30474,9.31963,18.32875,17.81991,4.29119,11.7293,17.00636,44.54652,23.16408,6.92936
,,,16.00863,11.73557,11.59756,37.90181,22.87671,13.27206,8.32795,14.13914,4.45606,8.91301,11.52229,12.15623,11.04489,17.20953,18.30283,69.52656,13.21697,26.93339
,,,24.45133,10.48066,14.13226,38.83192,12.95338,18.26578,8.64463,15.40815,13.59316,7.98612,14.3144,12.44939,4.68837,12.36638,12.42393,34.52396,33.19182,16.94733
,,,18.28626,13.89195,12.4578,32.79488,17.88789,8.28466,14.91245,13.15102,12.80175,9.37645,11.91813,12.15252,4.37609,7.67283,6.06149,24.54588,53.20449,6.96764
,,,30.72078,12.99827,11.36975,51.38674,22.96042,13.27934,8.53154,12.26405,6.19939,9.96409,12.09844,13.7067,6.49634,17.62945,12.74739,44.54624,13.2125,26.97362
,,,17.48553,10.566,14.11602,27.91651,12.98134,18.30734,8.08684,5.76201,3.06916,7.4974,14.22261,13.25259,13.75186,11.06183,10.88522,62.06495,33.25973,46.97765
,,,18.35442,13.94143,12.42624,32.81456,32.98627,8.29896,12.18222,2.3009,3.06817,8.49772,13.93598,12.51513,13.4795,6.74378,12.65041,24.56711,23.23701,6.99132
,,,30.07709,11.7211,11.59401,37.9372,22.99908,13.32303,7.74296,7.88438,13.60781,11.26777,12.57132,13.47169,6.32236,12.05825,16.99562,44.57249,13.24825,27.50375
,,,17.49619,10.39421,14.9888,27.9276,13.02025,18.31665,6.87165,5.26593,7.77312,11.93975,15.94775,19.27117,11.34726,13.95191,7.4472,34.58938,33.26444,17.01341
,,,18.34482,10.15707,15.17099,32.83411,17.94686,8.34027,17.31908,2.6303,5.9337,9.0098,12.76949,13.73432,3.95493,7.87407,10.20894,24.59421,23.27115,7.02053
,,,16.03484,14.91416,11.25327,37.95751,37.95181,13.33429,6.99851,2.59732,4.20948,11.99427,15.36934,12.14944,5.93195,15.1953,17.64794,44.61133,13.31876,27.03556
,,,17.50704,10.48419,15.03108,31.77269,13.02273,18.35794,9.89202,4.88664,3.98742,12.2514,16.14168,15.72869,9.87474,14.35093,7.04575,52.08693,33.29803,17.04159
,,,18.36017,13.90687,11.3113,32.85392,17.96932,8.35395,14.93909,13.00034,4.28665,8.18689,13.27422,12.29444,11.52749,12.12154,10.32163,24.63248,23.30405,37.06178
,,,16.01733,11.74254,11.51243,48.78712,23.03258,13.37095,14.52031,6.54356,3.11585,9.21841,11.37097,13.63113,5.28419,11.2887,8.28024,44.65592,13.31654,27.06493
,,,17.52547,10.50472,14.13396,27.98924,13.07969,18.37157,18.1176,4.49425,5.22269,9.45195,13.00118,15.30253,11.62054,16.21637,6.4426,34.65447,33.36356,17.0786
,,,24.23865,13.89539,12.43772,32.87154,17.98985,8.38958,11.63057,2.08152,10.32485,9.28833,12.18257,14.77035,11.04933,14.69283,10.21176,24.65952,23.33704,7.0848
