1024B-ESPNOW,128B-ESPNOW,12B-ESPNOW,1024B-SPP,128B-SPP,12B-SPP,1024B-Bluedroid,128B-Bluedroid,12B-Bluedroid,1024B-TCP,128B-TCP,12B-TCP,1024B-Websockets,128B-Websockets,12B-Websockets,1024B-UDP,128B-UDP,12B-UDP,1024B-NimBLE,128B-NimBLE,12B-NimBLE
,,,16.02268,13.01318,11.39111,37.99801,23.06092,13.38525,6.9218,3.58948,4.6057,7.76196,13.87695,12.53429,6.6343,10.66629,11.59598,44.6768,13.35059,27.09971
,,,32.30006,10.57726,14.14073,27.9904,13.08221,18.40911,7.70259,2.16798,7.92807,9.63404,23.63792,12.41424,6.09798,12.97114,5.92813,34.68172,33.35966,17.11192
,,,20.78447,13.92684,12.43194,48.01116,18.0203,8.40088,7.77372,3.5228,4.61858,9.47958,13.72626,15.44633,9.08187,7.25232,16.12961,24.69763,23.3735,37.12296
,,,16.01977,10.98709,11.48196,38.0042,23.08391,13.42485,11.34953,3.31304,4.18083,8.19961,11.35493,12.05398,9.01324,8.77067,16.01689,64.74417,43.42302,27.12915
,,,25.99554,10.4796,14.16415,42.91253,13.11474,18.41851,8.85585,3.00998,4.27211,9.32053,13.65566,12.39724,6.23727,13.21227,20.71432,34.72001,33.39828,47.144
,,,18.29738,23.02267,14.12209,32.91202,18.04083,8.44173,11.20104,3.04857,3.79756,8.47843,13.01351,13.22285,15.20519,12.63441,18.38845,24.72497,53.41054,7.14588
,,,16.00177,13.01652,12.54935,41.8247,23.11551,13.43613,8.27234,3.31159,12.72859,8.52935,12.55975,12.46781,4.21185,13.86333,8.70387,44.74211,13.41871,27.17397
,,,17.51846,13.33506,11.2951,28.03562,13.13876,18.46416,10.92411,8.05798,6.95317,10.60964,12.52837,12.63764,6.72998,6.47037,5.81212,34.74706,33.42881,17.17206
,,,18.35321,10.22993,16.58966,32.93982,18.08933,8.45574,11.60355,2.39637,4.57175,10.22707,14.52302,13.58412,7.21347,13.01101,13.1409,54.76434,23.47637,37.18705
,,,16.05884,15.19646,15.39794,38.0624,23.13853,13.4758,15.08253,4.30238,4.75713,8.52947,12.56998,12.71253,9.00019,12.67543,10.2552,44.78663,13.45516,27.19028
,,,17.54913,10.49949,11.26561,28.06262,13.1632,18.46949,7.14043,10.16423,6.39126,12.59627,13.50836,12.45974,9.34501,7.53499,13.30375,54.87138,33.46698,17.20796
,,,18.32121,13.9266,15.04682,43.93398,18.09182,8.49308,19.34401,3.47245,4.96854,10.69725,12.46881,13.72706,8.60383,8.21757,11.24824,24.78779,23.47825,7.21916
,,,27.71698,13.02116,11.36064,38.07383,23.16491,13.48701,7.1747,10.84713,4.45558,8.92808,11.95227,12.23901,11.80716,13.81872,16.75043,44.79958,13.48937,27.23011
,,,17.53665,10.59326,14.15892,34.09235,13.18715,18.51072,14.98826,3.47967,4.30473,9.58042,12.90799,15.23295,10.17732,13.25843,7.9036,34.81042,33.53926,17.23324
,,,18.35927,13.94284,12.47866,32.97535,18.14025,8.50273,11.79431,3.74535,2.61838,9.1435,12.20589,15.17472,4.05184,12.55029,6.48284,49.84303,23.51224,7.25109
,,,16.06254,11.75512,11.63287,38.10453,23.18829,13.52374,14.99465,9.28905,2.65128,8.91464,12.8887,17.17532,9.04645,13.9587,11.46787,74.84788,13.52358,27.76356
,,,17.56079,10.35959,14.17679,28.76789,13.21522,18.52036,14.99742,2.00026,2.96746,11.80853,12.63454,14.89289,8.79339,7.51856,5.86099,34.84261,33.53465,47.27557
,,,16.14926,13.92885,12.48562,32.99454,33.21219,8.54236,7.79632,2.6808,2.79469,13.0088,12.99132,14.58056,6.1057,11.10756,13.59801,24.85358,23.54665,7.28036
,,,16.01339,25.50436,13.04334,38.11695,23.23282,13.53804,12.46395,5.90486,2.52628,8.99613,15.6726,12.06141,5.82444,13.97682,8.61812,44.86475,13.59401,27.29536
,,,21.27218,9.28704,24.16641,28.11849,13.2259,18.56179,7.80577,9.04977,4.26905,8.32975,13.43022,45.88478,10.18374,11.75235,6.03494,34.87559,33.57075,17.30148
,,,18.38669,13.94184,12.39358,46.7304,18.18124,8.55356,7.33464,2.04282,2.59614,9.99557,15.63614,13.19231,7.13978,6.90539,13.27081,24.88562,23.58145,7.32023
,,,16.06993,11.764,11.41815,38.12021,23.24387,13.57763,8.34996,7.04127,4.54364,10.21275,14.79481,13.74316,9.02669,14.08091,10.41468,72.41844,13.59167,27.3205
,,,17.54826,10.52758,14.17031,28.14059,13.27646,18.57129,15.0175,7.84038,4.40268,9.13461,13.01777,13.62884,12.05547,6.56334,11.77512,34.90773,33.63843,17.33842
,,,18.38587,13.9421,12.45834,33.03053,18.20177,8.59023,9.81889,2.00164,7.46192,8.65682,13.79787,13.36457,4.21498,19.78488,6.08939,24.92045,23.61572,7.3447
,,,16.08713,13.02799,11.38291,41.94054,23.27506,13.58495,13.07023,6.93808,13.35613,11.60709,12.90384,12.33958,6.49309,13.10223,15.85897,44.93259,13.62649,27.86578
,,,32.01738,10.62394,14.14414,28.15203,13.279,18.61298,19.83969,2.90297,9.91119,14.75088,12.42622,12.32049,13.57916,12.88945,17.14285,35.26012,33.63899,17.36748
,,,19.58347,13.95785,12.39339,33.051,18.23218,8.60459,8.68726,2.11908,4.10249,9.17608,12.77024,12.20761,8.66703,13.43975,11.45082,55.09848,23.64973,7.38144
,,,31.43774,11.76612,11.62755,38.84047,23.29521,13.62858,11.29422,3.40258,5.91966,7.95201,13.44319,14.18758,4.3632,12.06655,6.81028,45.28022,13.6986,27.3888
,,,17.5264,10.53504,14.17426,28.16792,13.32913,18.62233,9.01732,2.64485,2.61386,8.50533,13.46482,12.41199,4.01569,13.34262,12.18538,65.11657,33.67288,47.91007
,,,18.49493,13.62284,12.48546,46.7894,18.25276,8.64604,7.93283,6.553,4.11602,9.40858,12.45814,13.20635,12.70672,11.64335,5.88289,25.29929,23.68369,7.41067
,,,16.082,13.03747,11.3875,38.19495,23.32555,13.63979,9.33722,4.37408,4.34898,8.75556,13.52768,11.95751,7.28205,7.95325,11.22759,67.51908,13.69462,27.42585
,,,17.55592,28.14573,14.18577,28.18358,13.33422,18.66349,8.2792,7.0258,3.23675,8.41752,14.35365,13.6656,3.96421,13.66778,12.17344,35.32033,33.74132,17.43187
,,,18.49875,10.22311,21.06827,33.09258,18.28326,8.65951,9.89558,7.66156,2.95222,12.10686,12.02265,13.17315,12.55691,11.86139,15.28199,25.15781,23.71923,7.44665
,,,16.08874,15.04956,11.5214,38.21586,23.34862,13.67652,9.6383,3.19655,4.90047,10.03539,13.47098,14.35358,7.4303,8.49821,5.95577,45.34746,13.72894,27.46282
,,,17.56073,10.21356,14.18112,28.20742,13.37747,18.6772,9.58571,6.82678,5.73657,8.29595,13.94122,12.54249,5.1217,13.86792,5.69072,35.18107,33.73845,47.47009
,,,18.49809,13.96901,12.48608,33.10604,18.30372,8.69513,15.0503,7.92289,6.00964,10.83484,15.17542,12.41434,9.10825,12.22904,5.96857,25.36395,23.74857,7.47586
,,,16.10353,13.04106,11.38752,38.23855,23.37659,13.69475,7.37595,4.6327,2.71702,9.308,11.65239,13.74329,14.29764,11.84147,6.76969,75.20774,13.80027,27.49098
,,,17.57256,10.65028,14.14794,41.71625,13.38,18.71463,8.18202,4.54905,8.15932,7.8581,12.39478,16.35547,10.9611,7.5859,14.47928,35.39113,33.77563,17.50231
,,,28.8021,13.98108,12.47275,46.8473,18.35217,8.70637,7.67039,5.17836,5.28689,12.04793,15.84832,15.15973,4.98841,13.56538,8.00093,25.22702,23.78668,7.51685
,,,15.15272,11.78393,11.68281,38.24444,23.39623,13.73036,8.44421,4.51112,4.48467,15.2714,16.78928,12.56922,14.10521,14.1398,13.0831,45.41238,13.79856,27.52019
,,,17.75878,10.55923,14.19457,28.24403,13.41203,18.72406,14.61593,4.8383,4.4127,9.43509,11.69741,13.3469,8.93701,13.87997,11.24218,62.62754,33.84072,17.53488
,,,18.38682,13.97588,12.51411,33.14399,18.35472,8.74299,7.81171,2.35336,6.86516,12.10932,15.12203,14.66277,4.12016,12.41369,8.36369,25.12187,23.82069,7.54091
,,,16.1015,12.86962,11.3987,38.27766,23.42761,13.73778,8.25481,4.85705,7.4389,8.86584,13.95847,15.70966,9.33158,7.70211,18.57716,45.13124,13.83081,28.06128
,,,17.58822,10.63947,14.17154,28.9331,13.4326,18.76973,13.58034,4.01751,3.89864,9.53404,16.56034,14.43543,5.65873,7.63552,6.01162,35.14125,33.84098,17.56312
,,,18.39916,23.94952,12.49409,33.17022,18.41971,8.76136,9.01634,4.78345,3.1531,8.48185,13.86062,16.70896,5.9091,12.25896,10.99844,25.15345,23.85383,7.57803
,,,16.17153,11.79539,16.65424,38.29493,23.45167,13.78141,16.80806,2.11326,8.33235,12.92345,13.16848,15.00794,12.07265,12.81229,12.71319,45.16357,13.90524,27.58534
,,,17.59211,10.55858,11.29905,28.29515,13.46333,18.77498,9.49105,4.22365,15.38466,9.00089,13.54404,14.98372,13.56913,13.77827,15.04923,52.64274,33.88276,17.59929
,,,18.52262,13.98397,15.10565,37.17486,18.42232,8.79868,7.89735,4.17012,5.18802,8.75316,13.9232,14.54784,13.73415,7.10937,11.07678,25.20458,23.88641,37.61167
,,,16.1094,13.05693,11.40625,38.31714,23.47851,13.79257,14.42322,3.93363,2.84897,8.48487,12.97879,15.08999,10.20228,11.89788,18.54482,45.21619,13.90092,27.62227
,,,17.59195,10.66513,14.19147,28.31575,13.48341,18.81632,13.66226,11.30191,5.5843,12.66523,14.06985,14.56636,6.94956,9.44164,5.93305,35.21306,33.94604,17.62835
,,,18.5178,26.39888,12.50843,33.21467,18.45556,8.80829,9.28697,16.45864,6.88516,10.75854,15.33172,12.74428,4.88906,8.88384,11.33158,25.42807,23.92318,7.64233
,,,34.86282,11.79866,11.66055,38.33292,23.49794,13.82923,9.11916,2.4193,2.63946,8.68301,14.40523,14.39043,6.10334,15.21699,13.67566,70.24388,13.93404,27.64937
,,,17.58384,10.57424,14.21417,28.32078,13.53401,18.82591,16.33469,4.27938,7.75204,8.50579,15.83157,14.70027,11.74198,15.4533,12.1616,35.44523,33.94644,17.66935
,,,18.40016,13.99195,12.53124,33.23908,18.45518,8.84791,11.94916,16.88029,2.4795,11.21929,12.19442,15.40145,4.68623,6.61634,6.20833,25.69589,23.95735,7.67131
,,,16.10005,13.05609,11.46459,39.01788,23.53145,13.84353,14.65364,7.25195,16.14545,13.03577,11.60072,12.3475,6.22956,13.73043,11.50321,45.46586,14.00592,27.68644
,,,17.6037,10.56276,14.21146,28.3575,13.53252,18.86739,7.72077,6.1522,4.33097,9.71296,11.84776,12.72392,12.74609,9.94219,15.73414,35.71652,33.98133,17.69255
,,,18.52902,14.00357,12.51434,44.17927,18.48718,8.85915,11.40923,4.7435,5.08671,11.23628,13.60882,17.04444,5.09474,7.30506,7.50829,25.49233,23.99241,7.70737
,,,20.32643,24.42361,11.68266,38.37153,23.5497,13.88323,9.40494,6.09023,2.91837,10.40514,13.30592,14.7533,5.3483,7.51253,13.74186,45.73764,14.00177,27.71974
,,,17.58752,10.21442,15.07079,28.36337,13.58721,18.87686,7.54322,8.79698,17.17897,8.49985,13.28506,12.4861,4.43805,11.95858,10.21603,35.51,34.04601,17.72956
,,,18.44326,15.08336,12.5114,33.27542,18.50367,8.90041,9.89481,2.63436,8.69279,10.48336,14.94363,13.64433,10.94835,17.20192,5.9806,47.82986,24.02038,7.73539
,,,16.11789,10.44932,11.47305,38.38672,23.58507,13.89055,13.90201,2.67916,2.99252,15.11013,17.72348,13.32802,8.78974,6.83443,16.07889,72.8515,13.96585,27.75158
,,,17.60341,10.60584,14.21684,28.38105,13.58579,18.91857,15.12504,2.78852,3.12901,10.37968,11.91829,12.35202,13.0276,13.26287,14.41783,35.7977,33.98029,17.75765
,,,18.44119,14.00488,12.5137,33.28812,18.54018,8.91004,7.1821,4.08923,2.75296,15.0277,29.68003,17.41507,10.92391,6.91021,13.47174,25.55431,23.98457,7.7765
,,,16.13824,23.57766,11.6901,49.22113,23.60354,13.93415,9.97729,3.96026,2.91921,9.04836,16.33088,18.31294,4.4146,8.90556,8.14799,45.80949,14.00317,27.77991
,,,22.39159,10.43423,14.22452,28.40197,13.62021,18.92777,10.11519,15.76158,5.27328,11.69314,15.82817,12.70209,5.84646,14.78524,16.20337,60.38566,34.00757,47.79594
,,,18.40839,15.0856,12.5514,33.30198,18.56613,8.95148,15.13648,3.99631,2.91634,9.97419,14.06417,12.33043,12.82518,15.35496,11.45973,25.83678,54.02377,7.80073
,,,29.51957,10.55645,11.54209,38.43422,23.63627,13.94541,7.44627,2.97882,6.21978,28.35022,11.41556,13.43902,5.62342,13.73609,9.41702,45.59225,14.02958,28.32538
,,,17.58451,10.61253,14.21557,28.41813,13.63904,18.96909,8.89028,2.97878,2.78881,9.98069,13.01176,14.72915,11.28735,6.58574,7.97669,35.84964,34.04747,17.82265
,,,18.43683,13.68926,12.52433,33.32444,18.58922,8.96506,11.45811,4.78201,12.54232,10.77651,15.60143,13.15313,8.41815,12.84891,16.14923,52.93994,24.05359,7.83771
,,,16.13321,11.82866,11.68318,38.45046,23.65486,13.98201,13.24992,4.02398,5.64197,8.70467,15.43409,14.53604,11.23863,7.06458,20.48524,45.8808,14.06849,27.84506
,,,24.54753,25.56861,14.21864,28.45086,13.67153,18.98269,10.62539,7.41869,3.11276,9.36948,14.15265,12.38966,5.9038,8.72035,22.83477,60.45005,34.07568,17.85884
,,,18.42016,10.25764,26.0904,33.34252,18.60838,9.00064,7.88331,2.25518,7.59944,7.84572,11.47356,12.98502,5.5492,12.0426,12.83759,25.90635,24.09046,7.87002
,,,16.12283,15.07899,11.37218,38.46872,23.68325,14.00037,9.9644,3.83454,7.99473,10.00369,13.19672,16.0469,17.08133,11.91688,18.1491,72.97434,14.10263,27.88206
,,,17.60372,10.62002,15.09526,28.4698,13.68998,19.02043,8.13455,4.03444,4.4943,8.78028,12.95948,16.13225,6.56942,7.57897,9.04127,35.91015,34.1147,17.88826
,,,18.55382,14.02091,11.44478,39.48516,18.65809,9.012,9.07723,2.40368,5.82853,12.83928,14.55552,17.07219,7.27797,12.29605,5.73982,25.68513,24.12179,7.90196
,,,16.14485,11.82962,11.55869,38.47633,23.70584,14.03596,8.65942,2.72701,5.76113,11.01581,12.81093,12.92471,11.70684,4.69928,17.1284,45.94,14.13641,28.41427
,,,17.63163,17.95577,15.09622,28.49235,13.72252,19.02962,11.09267,5.22381,8.32651,9.17037,13.77294,16.96798,6.16894,8.2571,6.20912,35.69866,34.14691,17.92508
,,,48.55357,10.27465,12.48439,33.38918,18.65664,9.05254,14.07709,4.46825,4.41128,7.91268,14.6952,15.35643,8.93835,13.98651,16.34538,25.96089,54.16201,7.93111
,,,16.12879,15.09044,11.45341,57.65103,23.73814,14.04327,7.65757,7.27085,7.08358,13.10921,15.54133,14.94054,4.83922,4.30063,18.17818,45.72517,14.16689,27.94617
,,,31.62067,10.62073,14.21393,41.99278,13.73692,19.07531,8.27567,2.88036,3.32488,10.88852,12.84348,13.33697,9.54393,5.25333,18.20389,56.08626,34.18288,17.95645
,,,19.69394,14.02849,12.56932,33.40578,18.70912,9.06685,7.33932,4.87959,2.96604,8.39586,15.10655,14.20324,4.6619,4.17031,17.60213,25.73575,24.19008,7.97209
,,,16.14881,11.72414,11.70137,53.41197,23.75665,14.08692,15.18261,2.81512,3.92089,11.6796,11.99741,13.73951,5.38351,5.12454,8.21768,45.99691,14.21002,27.97533
,,,17.62334,10.60562,14.2619,28.53795,13.79132,19.0806,13.2657,10.60715,4.60114,17.49301,17.24375,14.81499,11.4127,7.97179,12.6634,35.77559,34.21421,17.98925
,,,24.3454,25.2464,12.55931,44.35309,18.70762,9.10426,15.44926,2.22203,4.90132,9.27576,12.53279,13.0272,14.57374,6.96467,7.27131,26.01528,24.23316,38.00071
,,,16.10028,13.08813,21.27044,38.53289,23.78713,14.09812,11.67308,3.07144,5.01843,15.45102,17.06731,18.66353,9.03134,3.66011,14.68325,45.79025,14.23488,28.51664
,,,17.63517,10.70207,11.34545,28.54015,13.7919,19.12184,8.31838,3.28495,12.27846,10.16807,13.06122,14.9526,9.91373,2.75756,6.73253,58.12759,34.25324,18.01934
,,,18.57382,14.04316,16.38362,33.44898,18.74205,9.11384,13.21709,5.39936,4.04691,12.4266,13.53358,14.21658,4.88132,11.17084,10.73465,25.8232,24.25912,8.03329
,,,16.13739,11.84439,11.70704,38.56658,23.80767,14.13484,8.05949,12.28651,3.35579,9.15334,13.71313,16.58633,5.78682,9.90286,9.52923,46.073,44.27528,28.0449
,,,17.64708,10.64695,14.27112,39.39035,13.84239,19.13147,8.89539,6.61408,9.44741,8.00293,14.31565,15.73056,5.97912,5.6642,16.74311,35.84524,34.28226,18.05533
,,,18.57213,14.05122,12.59197,33.46345,18.75863,9.15346,9.41047,3.05191,3.56023,10.17058,12.26574,12.77566,12.07622,4.37693,8.19239,46.18666,24.29736,8.06648
,,,26.75421,13.09137,11.46878,49.40562,23.83806,14.14917,9.25951,8.62939,4.86552,12.20234,12.02559,13.93489,5.22974,7.5108,8.75756,75.85318,14.30922,28.07757
,,,17.61541,10.71354,14.26035,28.59646,13.83883,19.17306,9.3422,3.53544,3.20442,8.20188,13.80544,17.43565,8.97686,4.99106,13.48423,36.11768,34.3201,18.08348
,,,18.58112,14.04762,15.48323,33.48207,18.79302,9.1647,7.751,10.16246,3.80787,11.84856,13.82905,14.59331,12.60917,6.13358,8.62803,25.88383,24.32736,8.09847
,,,16.14606,11.84785,11.75571,38.6055,23.85665,14.18873,13.12187,4.04044,8.36896,12.80843,12.13113,16.12883,7.19002,4.33994,6.5811,46.13276,14.34222,28.6109
,,,17.65479,10.34866,14.26872,28.59742,13.87338,19.18239,14.37639,2.57165,4.22832,9.84154,13.30388,13.78581,4.59691,6.89714,10.91069,35.90048,34.35246,18.12065
,,,18.4876,14.04763,12.59388,37.47474,18.80962,9.20133,15.2225,12.84892,3.41264,8.03429,13.67221,13.3194,11.09276,5.40755,11.60963,26.15604,24.36627,8.12655
,,,27.85582,25.72165,11.58213,38.60844,23.88704,14.19604,9.49733,4.4825,5.13894,9.50574,13.90294,17.04467,7.21791,8.11339,8.14326,45.91548,14.37346,28.14279
,,,17.65469,12.11886,17.69303,34.64418,13.89184,19.22408,7.68787,4.22673,3.07091,9.74299,13.37428,14.40756,7.9215,3.94966,18.20207,36.17323,34.39379,18.14873
,,,18.58447,10.34224,12.52313,33.53163,18.844,9.21569,9.15681,4.17384,3.71181,9.40185,12.70738,13.79698,4.6144,4.36123,12.65149,55.93796,24.39553,8.1677
,,,16.17247,15.28826,11.73262,52.11645,23.90759,14.23969,16.17614,2.7962,4.58336,11.29494,12.48269,12.88714,5.38915,2.33178,17.07529,46.19647,44.41673,28.17083
,,,17.67065,10.30721,14.26686,28.6529,13.92426,19.23332,7.61738,6.77456,7.44338,9.99885,14.41703,14.38636,13.22662,6.84604,18.5506,60.77586,34.42389,18.1858
,,,18.58314,15.14598,12.57619,39.66554,18.86055,9.25704,15.23943,4.34113,6.18853,7.94133,14.52824,14.35713,6.09069,3.35177,8.50494,26.21277,24.43446,8.19192
,,,16.13734,10.43746,11.48525,38.65407,23.94207,14.2509,11.26566,4.73204,6.9264,11.8683,11.93909,16.68954,11.30184,6.41631,8.06928,45.98269,14.44147,28.71212
,,,39.86815,10.65884,14.25771,28.66748,13.94284,19.27462,14.45179,4.34731,3.77511,10.79648,15.49004,18.61979,11.67605,2.11191,8.5047,36.23927,34.46212,18.21398
,,,18.4118,14.06673,12.56787,34.20805,18.91304,9.27062,8.38334,10.20017,7.73179,9.67808,12.21191,13.82934,6.31856,2.25939,13.22188,48.32341,24.46975,8.22891
,,,30.82721,11.86575,11.74406,38.68705,38.89006,14.28762,7.9842,6.9458,5.84811,11.15368,11.87798,13.88172,10.96963,3.40373,12.73852,76.25457,14.48047,28.23602
,,,17.64204,10.64489,14.28574,28.68708,13.96933,19.2883,10.246,3.45691,11.10743,14.01109,11.68595,12.31152,9.57496,3.83995,6.18013,36.02586,64.48919,18.25
,,,18.50467,26.45168,12.58255,33.58151,18.90753,9.30624,15.25705,2.7465,5.57931,9.86842,14.75082,13.97787,10.80643,9.44942,10.97286,26.2811,24.5028,8.26096
,,,16.1633,13.14196,11.58953,53.58724,23.98701,14.30586,17.22113,3.99365,3.13628,8.70385,12.05386,15.35905,4.61003,4.39927,10.77471,46.05452,14.51073,28.27312
,,,21.12607,10.69639,14.3028,28.70683,13.99575,19.32599,10.23114,7.1394,3.70452,9.41209,17.63038,24.47004,4.33427,8.4099,16.76639,36.31193,34.53193,18.27911
,,,18.42624,10.31702,16.73185,33.60349,18.95997,9.31748,11.57547,4.2986,8.08529,8.48488,11.95871,13.55758,6.75481,6.92701,11.42323,26.07169,24.53466,8.29302
,,,16.14004,15.12729,11.62041,38.73007,24.00758,14.34151,8.47495,2.95207,5.0075,8.20923,11.76083,14.25642,7.82436,3.98434,16.60663,46.32993,14.54879,28.81003
,,,17.6475,10.27424,14.291,28.71819,14.0483,19.33517,9.46011,2.88733,3.54192,11.25021,11.70828,17.10427,14.16874,9.40987,16.5819,36.09391,64.55709,18.31233
,,,18.47972,15.21158,12.61411,33.61996,18.95854,9.3541,9.33061,2.25096,3.71601,10.68828,13.29569,12.83587,5.91385,9.2902,7.15179,26.3508,24.57181,8.32235
,,,16.19079,10.61465,11.49088,38.72616,24.04003,14.35285,15.27744,2.39917,7.60402,8.3721,13.58046,13.81423,6.47831,14.09458,10.16477,63.34002,14.58394,28.33733
,,,17.68283,10.15124,14.29593,42.22165,14.0488,19.38084,8.8374,4.12439,18.05674,10.04037,12.263,15.41908,10.6863,2.39335,18.74383,36.37468,34.59595,18.3431
,,,22.48129,14.06255,12.60724,33.63758,18.99296,9.37246,15.05357,4.69621,6.2363,11.12627,12.80559,13.7799,6.20488,9.0156,8.88241,26.13326,24.60304,8.36324
,,,16.16459,11.87675,11.75098,49.57439,24.05452,14.39252,8.28804,3.26802,4.67437,8.01018,12.33337,13.37651,4.40478,7.03942,16.05897,46.3873,14.61781,28.36646
,,,32.40798,10.66981,14.27719,28.65242,14.0992,19.39009,13.64173,8.74673,5.71256,11.68324,12.05058,14.71547,5.74098,4.3093,19.18866,36.15932,34.6325,18.3804
,,,20.97893,14.06132,12.61956,33.65849,19.0095,9.40987,10.25778,2.41201,13.54673,10.51686,15.12705,18.8614,11.74876,3.34704,13.91485,26.41,24.64112,8.38633
,,,16.15109,12.74953,11.60779,38.66529,24.08906,14.40368,8.27516,2.9054,3.55117,8.50272,12.08221,16.90277,5.2675,6.98207,7.9697,73.50633,14.64815,28.90803
,,,17.66654,10.73246,14.28181,28.67472,14.09783,19.42701,11.48318,2.94839,22.95078,9.19631,13.13156,13.0115,4.91744,4.22917,16.28034,36.43152,34.66415,18.40944
,,,16.36676,23.19582,12.60289,37.65518,19.0501,9.41936,10.91458,10.95233,5.19739,9.13516,12.66035,12.99995,11.15967,7.32619,16.19248,26.19851,24.67125,8.42331
,,,16.14532,11.93701,11.72423,38.69577,24.10755,14.44034,8.21282,2.3843,2.8836,12.92477,12.4252,14.08481,5.86423,9.9015,7.12662,46.45274,14.69108,28.43167
,,,17.67426,10.65936,12.65008,43.69567,14.15422,19.43702,9.68096,9.61385,4.83823,9.45586,13.81287,14.60967,5.26494,6.95982,18.13137,66.22591,34.69531,18.44552
,,,18.51868,14.08448,15.39845,33.70408,19.06117,9.45902,21.87701,4.63857,5.32716,8.69091,11.84333,16.03748,10.9453,8.19064,16.34513,26.47739,24.7092,8.45661
,,,16.16025,13.15503,11.38808,38.70863,24.14396,14.45463,7.54861,7.02553,5.1863,9.29903,14.33613,15.35955,5.81403,21.80499,14.71273,74.25882,14.71625,28.46774
,,,17.69831,10.75283,15.19719,28.71186,14.15077,19.47868,8.21039,3.69719,4.76902,9.53913,13.54518,12.54845,4.65191,7.5933,10.66667,36.50145,34.7344,18.47491
,,,18.5333,22.02811,11.48983,33.71566,34.16363,9.47037,12.09507,2.78215,15.37078,8.63997,16.64715,13.46141,4.32567,4.32175,11.81162,26.2599,24.74037,38.48986
,,,16.19313,11.94112,11.68686,38.72462,24.16446,14.49428,10.19118,8.09398,4.87222,9.37137,13.52713,13.73386,12.19693,9.61618,17.89391,46.52585,44.75672,29.00104
,,,17.70225,10.66778,14.30468,28.72468,14.1832,19.49201,15.32284,4.45737,3.4006,10.16624,15.99921,18.57659,6.12063,7.22493,11.86997,36.28602,64.76494,18.51055
,,,18.53514,14.08588,12.60607,37.71463,19.11544,9.51152,10.08153,3.40053,2.90029,11.11943,13.44418,13.29204,6.24578,3.29219,12.6274,26.54673,24.77848,8.52306
,,,16.2002,13.14908,11.53251,38.74346,24.19497,14.50166,11.38466,3.80202,11.16092,10.38813,15.57762,14.70124,9.33719,8.59013,11.7291,74.3249,14.78953,28.5371
,,,17.70605,10.66353,14.31279,39.85144,14.19575,19.52968,4.68967,6.4363,7.66266,8.81248,11.62909,13.82615,6.92672,9.82961,10.10281,36.56742,34.80148,18.53989
,,,18.5305,14.1297,12.64109,33.75913,19.16593,9.52118,10.90652,5.55423,5.38223,9.30416,14.34275,12.71937,6.70077,11.49385,8.68739,26.32529,24.80865,8.55876
,,,30.29997,23.58589,11.75988,49.85976,39.15298,14.54526,15.33775,7.43605,5.37732,8.98714,20.06269,15.42678,11.57657,2.24539,20.20618,46.58923,14.82348,28.5674
,,,17.66586,10.31899,21.42202,28.76484,14.2282,19.53887,7.99616,6.60426,8.37952,9.2872,13.14487,17.63427,8.3593,5.86017,6.51733,36.34753,34.83367,18.58132
,,,18.53899,15.17485,12.5693,33.77305,19.17049,9.56267,11.46107,5.50676,3.20844,10.57142,15.266,14.00542,5.31628,11.17478,17.28486,49.39603,24.84751,8.58725
,,,16.19993,10.54505,11.52514,38.782,24.24195,14.55651,8.47756,2.49719,9.81829,8.19916,17.9399,12.78542,4.37663,4.97887,16.46681,46.3738,14.85476,58.60744
,,,17.71365,10.71159,14.30978,28.78931,14.25477,19.58018,11.60539,3.58705,6.11792,8.49266,15.53522,13.07329,11.57491,4.10903,21.22684,36.63416,34.86985,18.60617
,,,18.5361,14.09255,12.62886,33.80464,19.21485,9.5761,9.04716,4.10077,4.70165,11.02556,16.54893,17.14894,11.30775,11.8086,6.65076,26.39475,24.87678,8.61986
,,,16.21,18.90427,11.78564,38.79812,24.26054,14.59307,12.88857,4.85981,6.33133,10.48217,11.86342,15.71041,6.47,2.8671,8.94385,46.65666,14.89677,28.63164
,,,17.69207,10.36571,14.3224,42.39729,14.28521,19.5938,7.93174,4.2435,3.647,8.30418,15.65676,13.48922,12.04282,9.51288,11.8561,36.41716,34.90077,18.64118
,,,18.54693,15.18542,12.65161,33.82502,19.21345,9.61179,9.75161,2.45491,5.02137,8.29517,13.16276,14.36963,10.20729,12.32657,6.42019,26.67757,24.91576,8.65725
,,,31.54758,10.55407,11.63123,38.82234,24.29289,14.61148,8.33791,14.95008,3.19684,11.35615,11.85571,13.88429,9.44421,9.92256,15.59616,69.48244,14.92289,58.66987
,,,17.65002,10.69589,14.31171,28.83333,14.30166,19.63139,8.27087,5.90214,10.84607,14.39133,12.68403,15.45107,12.18375,8.74024,7.64382,36.69749,34.94098,18.67027
,,,18.6818,26.49498,12.63676,33.83074,19.26989,9.6231,8.8035,3.01359,6.27245,9.69269,18.06926,18.01263,4.91867,4.7487,6.52616,26.45803,24.95014,8.68406
,,,16.18745,11.92254,11.81685,38.8403,24.31542,14.64706,8.22546,2.61554,6.39894,10.55617,13.81796,12.58804,9.38375,8.45215,7.92401,46.70793,14.96087,29.19744
