1024B,128B,12B
19.69394,14.02849,12.56932
16.14881,11.72414,11.70137
17.62334,10.60562,14.2619
24.3454,25.2464,12.55931
16.10028,13.08813,21.27044
17.63517,10.70207,11.34545
18.57382,14.04316,16.38362
16.13739,11.84439,11.70704
17.64708,10.64695,14.27112
18.57213,14.05122,12.59197
26.75421,13.09137,11.46878
17.61541,10.71354,14.26035
18.58112,14.04762,15.48323
16.14606,11.84785,11.75571
17.65479,10.34866,14.26872
18.4876,14.04763,12.59388
27.85582,25.72165,11.58213
17.65469,12.11886,17.69303
18.58447,10.34224,12.52313
16.17247,15.28826,11.73262
17.67065,10.30721,14.26686
18.58314,15.14598,12.57619
16.13734,10.43746,11.48525
39.86815,10.65884,14.25771
18.4118,14.06673,12.56787
30.82721,11.86575,11.74406
17.64204,10.64489,14.28574
18.50467,26.45168,12.58255
16.1633,13.14196,11.58953
21.12607,10.69639,14.3028
18.42624,10.31702,16.73185
16.14004,15.12729,11.62041
17.6475,10.27424,14.291
18.47972,15.21158,12.61411
16.19079,10.61465,11.49088
17.68283,10.15124,14.29593
22.48129,14.06255,12.60724
16.16459,11.87675,11.75098
32.40798,10.66981,14.27719
20.97893,14.06132,12.61956
16.15109,12.74953,11.60779
17.66654,10.73246,14.28181
16.36676,23.19582,12.60289
16.14532,11.93701,11.72423
17.67426,10.65936,12.65008
18.51868,14.08448,15.39845
16.16025,13.15503,11.38808
17.69831,10.75283,15.19719
18.5333,22.02811,11.48983
16.19313,11.94112,11.68686
17.70225,10.66778,14.30468
18.53514,14.08588,12.60607
16.2002,13.14908,11.53251
17.70605,10.66353,14.31279
18.5305,14.1297,12.64109
30.29997,23.58589,11.75988
17.66586,10.31899,21.42202
18.53899,15.17485,12.5693
16.19993,10.54505,11.52514
17.71365,10.71159,14.30978
18.5361,14.09255,12.62886
16.21,18.90427,11.78564
17.69207,10.36571,14.3224
18.54693,15.18542,12.65161
31.54758,10.55407,11.63123
17.65002,10.69589,14.31171
18.6818,26.49498,12.63676
16.18745,11.92254,11.81685
26.19638,24.41707,15.18299
18.54028,10.35552,15.40712
16.18728,14.98572,11.51875
17.71825,10.70027,15.25823
18.66029,14.14296,11.55063
16.22813,11.96203,11.68405
17.71608,13.42534,14.3604
18.55068,10.38749,12.56278
16.2106,15.40411,11.52921
17.92065,10.74689,14.32262
18.55017,14.27266,12.66954
16.22964,11.82977,14.54034
17.75393,10.70259,11.46234
16.34277,24.06509,15.53601
16.19872,13.22344,14.42532
17.70814,10.79488,11.47409
18.56682,14.27841,16.73767
16.24354,11.97938,11.83239
17.73729,10.72198,14.34806
18.67382,14.11388,12.68253
16.21957,13.19111,11.6547
17.74145,10.80157,14.34177
18.56469,14.18266,12.62777
16.26348,11.98025,11.68341
17.74067,10.52574,14.35721
18.68242,14.12142,12.65907
16.22294,24.56383,11.6604
17.76516,10.72339,12.78895
18.58584,14.12529,15.54419
16.25502,11.98236,14.48758
17.75691,10.73408,15.23061
18.58115,14.11273,12.5931
16.25776,13.26047,13.20357
17.7608,10.83739,15.23066
18.60326,14.19422,12.5374
29.6917,11.99057,11.66779
17.74789,10.75,14.36631
18.57904,26.53229,12.67695
16.26784,13.25445,11.58571
17.76856,25.80667,14.3409
18.58579,10.55102,12.67858
16.2728,15.26804,11.83323
17.77333,10.6119,14.36782
18.60211,14.14505,12.68471
16.23909,13.21998,13.25807
17.77735,10.8306,15.24767
18.59148,14.30654,12.57394
20.47411,12.00071,11.69536
31.71987,10.75371,14.3772
19.8564,14.15259,12.68777
16.263,13.0559,11.67912
17.79308,10.84615,14.37679
18.60117,25.39834,12.70862
20.46637,12.01122,11.85928
17.81245,10.78298,14.40014
18.61013,14.14786,12.71439
16.2228,13.26815,11.71873
17.79673,10.84967,14.37226
18.61294,14.21956,12.72166
16.2511,11.98788,11.86047
21.55057,10.77299,14.40638
18.606,14.16866,12.71663
16.29564,13.27383,11.69546
17.78422,10.76043,14.35086
18.62087,14.33354,12.71038
16.25489,25.87508,11.87513
24.74095,10.39559,14.40518
18.5736,15.273,12.71185
16.27568,10.64634,11.73021
17.8265,10.77417,14.38311
18.62636,14.16379,12.72395
16.23997,12.01944,11.88034
17.82008,10.78096,14.4431
24.50957,14.16756,12.72376
30.98406,13.28281,11.74873
17.82401,10.88555,14.40289
18.61718,26.62087,12.72374
16.27838,12.03935,11.86404
17.80756,10.764,14.44054
24.50295,10.42118,12.72285
16.29203,15.19911,11.73802
24.75229,10.78972,14.39908
18.58045,14.17989,12.73811
23.78575,12.0399,11.82011
17.81247,10.80007,15.29523
18.63709,14.18371,12.73023
27.99435,13.3154,13.30053
32.56718,10.89647,15.27224
23.2176,14.22201,12.56728
16.28777,11.93098,11.75839
17.83216,10.80359,14.44837
18.65003,23.33051,12.7438
28.01222,13.31695,11.76075
17.77852,10.88951,14.41804
18.77512,14.22955,12.75142
16.30583,12.02582,11.83473
17.85587,10.81216,14.45797
18.672,14.22939,12.79607
16.26962,13.31096,11.7584
29.08584,10.91248,14.42956
18.66512,14.25622,12.66283
16.31146,12.05833,11.84416
17.85171,10.63734,14.46702
18.66975,14.23692,12.73641
16.31903,25.81303,11.77059
19.13165,9.58253,11.51408
22.28228,14.24184,16.85836
16.2546,12.05066,11.81283
17.83994,10.8193,14.39839
18.68423,14.26722,15.55676
20.52544,13.34537,11.57266
17.8802,10.92377,15.35368
32.08155,14.37337,11.73493
34.95641,12.06805,11.81974
17.85232,10.83976,14.43713
18.69852,26.65413,12.74834
16.29799,13.30998,11.77969
17.88737,24.65536,14.45296
30.11753,10.50736,12.78302
21.29378,15.34506,11.86467
17.86679,10.70753,14.49421
18.7082,14.27537,12.76564
16.30113,13.32935,11.77666
17.87974,10.96981,14.47813
18.69116,14.2657,12.76341
18.25854,12.08419,11.95577
37.78625,10.86754,28.90178
18.70823,14.27999,12.75531
16.34959,13.13715,11.7859
17.89147,10.94736,14.48178
18.82561,24.25051,27.43355
16.32002,12.09337,11.83338
17.8993,10.85048,14.4686
18.70631,14.38921,12.77869
16.35961,13.33252,11.80393
17.89513,10.95495,14.47636
18.71766,14.39433,12.79587
16.34989,12.07287,11.97178
43.59668,10.87104,14.51373
19.13694,14.39024,12.20402
16.37853,13.33316,11.80029
17.89487,10.86094,14.49973
18.83732,14.40132,12.7948
16.39578,24.74302,23.3708
17.91489,10.48706,11.63656
18.73924,15.35005,15.483
16.37927,10.75568,11.80763
17.91869,10.9084,14.50227
18.84289,14.30144,12.79446
16.37662,12.10253,11.97868
17.91053,10.88617,14.52805
30.18909,14.29715,12.79431
29.22982,13.34351,21.52917
24.84904,10.96662,11.58688
18.73379,26.69742,16.60508
16.4117,12.11544,11.87925
17.89805,25.86947,19.27164
18.71952,10.55975,12.77675
16.39947,15.35585,11.87681
17.93131,10.92254,16.63415
18.76155,14.38413,12.79027
16.39398,12.13322,11.9188
17.93104,10.91085,14.46118
18.75243,14.42664,14.46563
38.30586,13.36714,11.83915
31.834,10.98057,17.67006
20.01731,14.41864,12.74188
23.90106,11.99599,12.01011
24.88128,10.92423,14.54353
18.73522,25.51722,15.6706
23.91127,13.37571,11.60713
17.93852,10.99823,15.49133
18.78112,14.43114,11.84357
16.408,12.15284,11.88243
17.95065,10.93024,14.54024
18.78008,14.3273,12.80917
16.44472,13.37097,11.82971
62.39137,10.99778,14.5307
18.77066,14.43856,16.80334
16.41843,12.13794,13.47162
17.9462,10.75798,15.5189
18.78161,14.44241,12.68396
16.41954,26.03917,11.89593
17.95415,12.50611,12.89107
18.79255,10.7211,15.65886
16.43231,15.54614,11.89942
17.9509,10.69959,14.565
24.66018,15.42433,14.47862
16.43471,10.79065,11.88744
17.94983,10.95968,14.56433
20.32264,14.42082,12.8469
31.27534,12.14415,14.53514
17.94156,10.95252,11.69789
18.808,14.04089,16.69162
16.43548,13.38876,11.86835
17.96251,11.01762,34.5667
18.8041,10.67689,12.83222
16.46709,15.34866,12.05373
17.9703,10.55027,14.56215
18.80303,15.5113,12.85873
16.48109,10.93011,13.45156
17.96549,10.96831,15.42633
18.80566,14.35019,12.7468
16.43904,12.17223,11.91677
32.68064,10.96772,14.23855
21.27463,14.32937,12.85252
15.76033,11.37108,11.89311
17.96708,11.0033,14.54909
18.80749,23.49867,16.64711
16.44739,12.22089,10.68069
17.97423,10.96916,14.56182
18.81455,14.35756,13.31082
16.41643,13.37561,11.93577
17.98514,11.04175,14.57768
18.80921,14.44733,12.91726
16.4652,12.22996,12.06229
17.97113,10.98667,14.59802
22.39064,14.36328,12.70951
16.4283,13.45063,11.8931
17.98703,10.8548,14.56506
18.82301,14.45346,12.85788
16.4713,23.92598,11.84814
17.97299,10.70852,14.58894
18.83017,15.45262,12.93016
16.4734,10.84242,11.9186
17.98423,11.02044,14.59683
18.83685,14.33387,12.87151
16.4771,12.18639,12.07789
17.98277,10.97977,14.58436
18.83582,14.45559,12.92529
30.61489,13.40407,11.73857
17.99819,11.06549,14.57378
18.83858,14.47516,12.86991
16.45511,12.164,12.08579
17.9931,24.60172,22.9909
18.8416,10.63304,12.86538
16.51138,15.40112,11.92922
24.9501,11.00516,14.6046
18.84429,14.47871,12.87736
16.45918,12.18457,12.09036
21.73677,11.00808,14.6264
18.84309,14.46298,12.83298
16.49486,13.41762,11.92861
32.72229,11.08832,27.92658
21.34993,14.48816,12.8761
15.82182,12.17988,12.10496
17.9883,11.00756,14.59977
18.85972,24.3365,20.02437
16.50078,13.42045,13.42785
21.74857,11.09184,16.58636
18.86666,14.48921,11.90895
16.50861,12.19688,12.006
18.02654,11.02358,14.58099
18.85878,14.37692,12.90621
16.52286,13.48332,11.95705
18.00005,11.09688,14.61102
41.32649,14.4991,26.8273
16.51224,12.23461,12.01693
18.02012,11.02376,14.60849
18.86449,14.38084,12.89638
16.52422,24.87822,11.95607
18.02705,11.06845,14.6002
24.74992,14.38877,15.78335
16.48476,12.22823,12.15103
18.03801,11.04516,14.63137
18.88101,14.384,12.95039
16.52763,13.50905,11.9652
18.03283,11.11975,14.63113
18.88381,14.51667,12.91688
35.19055,12.27545,19.44808
18.03961,11.04715,11.68507
18.87362,14.39207,15.6063
16.59216,16.65206,11.9811
18.03807,26.01462,14.61637
18.88284,10.64644,12.91249
29.38223,15.51487,12.14422
18.03299,10.9175,14.52084
18.88843,14.41904,12.97045
16.51599,13.46851,11.97207
