1024B-ACK,1024B-FaF,1024B-throughput-opt,128B-ACK,128B-FaF,12B-ACK,12B-FaF
53.9077,45.76016,53.15711,8.07328,8.7754,6.10873,2.50701
53.90747,45.75662,53.15971,8.07287,8.7749,6.10832,2.50664
53.90706,45.75932,53.1593,8.07228,8.77456,6.10755,2.50612
53.90373,45.75882,53.16588,8.07206,8.77406,6.10731,2.50433
53.90633,45.75848,53.16447,8.07165,8.77371,6.10716,2.50416
53.9059,45.75506,53.16686,8.07124,8.77315,6.10671,2.5039
53.90544,45.75769,53.16671,8.07084,8.7726,6.10605,2.50343
53.90211,45.75719,53.16625,8.07043,8.77231,6.1059,2.50276
53.90571,45.75679,53.16283,8.07103,8.77201,6.10549,2.50264
53.90422,45.75338,53.16542,8.07062,8.77046,6.10409,2.50226
53.90481,45.75575,53.16501,8.0702,8.77016,6.10343,2.50174
53.90035,45.75546,53.1566,8.06779,8.76966,6.10327,2.50008
53.90307,45.75511,53.15319,8.06722,8.76932,6.10292,2.49996
53.90264,45.75169,53.15583,8.06698,8.76882,6.10247,2.49954
53.90219,45.75427,53.15542,8.06658,8.76847,6.10181,2.49907
53.89886,45.75382,53.15496,8.06617,8.76792,6.10166,2.49839
53.90238,45.75342,53.15147,8.06576,8.76738,6.10126,2.49827
53.90097,45.75006,53.15414,8.06536,8.76708,6.10084,2.4979
53.90057,45.75263,53.15373,8.06495,8.7667,6.10019,2.49738
53.89724,45.75209,53.15331,8.06454,8.76623,6.09903,2.49571
53.89958,45.75174,53.1499,8.06414,8.76593,6.09868,2.49558
53.8994,45.7482,53.15249,8.06473,8.76544,6.09923,2.49516
53.89895,45.7509,53.15214,8.06414,8.76409,6.09744,2.49469
53.8966,45.75045,53.15168,8.06391,8.76358,6.09722,2.49389
53.89812,45.75006,53.14827,8.0615,8.76323,6.09701,2.49372
53.89772,45.74664,53.15065,8.06109,8.76268,6.0966,2.49352
53.89731,45.74921,53.15044,8.06069,8.76214,6.09595,2.493
53.89398,45.74872,53.15003,8.06028,8.76184,6.09579,2.49233
53.89658,45.74837,53.14662,8.05988,8.76154,6.09544,2.49121
53.89615,45.74496,53.14922,8.05947,8.76099,6.09399,2.49079
53.89569,45.74733,53.14886,8.05906,8.76069,6.09333,2.49031
53.89224,45.74708,53.1484,8.05866,8.7602,6.09317,2.48964
53.89488,45.74669,53.14498,8.05907,8.75985,6.09277,2.48952
53.89448,45.74327,53.14762,8.05784,8.75935,6.09237,2.48915
53.89407,45.74585,53.14716,8.05743,8.75901,6.09171,2.48863
53.89074,45.74535,53.14676,8.05802,8.75746,6.09156,2.48796
53.89333,45.74501,53.14427,8.05762,8.75691,6.09121,2.48683
53.8929,45.74164,53.14594,8.05721,8.75661,6.09074,2.48641
53.89245,45.74421,53.14557,8.0548,8.75624,6.09009,2.48594
53.88912,45.74372,53.14511,8.0544,8.75577,6.08893,2.48527
53.89146,45.74332,53.1417,8.05399,8.75547,6.08853,2.48515
53.89123,45.73978,53.1443,8.05359,8.75496,6.08813,2.48477
53.89082,45.74248,53.14389,8.053,8.75461,6.08735,2.48425
53.88749,45.74198,53.14348,8.05278,8.75412,6.08811,2.48346
53.89008,45.74164,53.14007,8.05237,8.75377,6.08696,2.48229
53.88965,45.73822,53.14246,8.05196,8.75322,6.08651,2.48204
53.8892,45.74085,53.1423,8.05156,8.75267,6.08585,2.48158
53.88587,45.74035,53.14184,8.05115,8.75238,6.0857,2.4809
53.88846,45.73996,53.13843,8.05175,8.75108,6.08529,2.48078
53.88798,45.73654,53.14102,8.05134,8.75053,6.08388,2.48041
53.88758,45.73892,53.14062,8.05092,8.75023,6.08323,2.47989
53.88512,45.73863,53.14121,8.04852,8.74974,6.08308,2.47922
53.88684,45.73828,53.14579,8.04794,8.74939,6.08272,2.4781
53.88641,45.73486,53.14843,8.04771,8.74889,6.08226,2.47768
53.88595,45.73744,53.14803,8.0473,8.74855,6.08161,2.47721
53.88262,45.737,53.14757,8.0469,8.748,6.08145,2.47653
53.88514,45.7366,53.14408,8.04749,8.74745,6.08105,2.47641
53.88474,45.73323,53.14675,8.04608,8.74715,6.08064,2.47604
53.88433,45.73581,53.14634,8.04568,8.74678,6.07999,2.47552
53.881,45.73526,53.13794,8.04527,8.74631,6.07983,2.47485
53.88335,45.73492,53.13453,8.04487,8.74601,6.07848,2.47373
53.88317,45.73137,53.13711,8.04446,8.74451,6.07803,2.4733
53.88471,45.73408,53.13675,8.04488,8.74417,6.07724,2.47283
53.88838,45.73363,53.13629,8.04465,8.74367,6.07701,2.47203
53.8909,45.73324,53.13289,8.04425,8.74332,6.07681,2.47186
53.89049,45.72982,53.13528,8.04183,8.74277,6.07641,2.47167
53.89009,45.7324,53.13507,8.04143,8.74223,6.07574,2.47114
53.88676,45.7319,53.13466,8.04102,8.74193,6.07559,2.47047
53.88935,45.73157,53.13126,8.04062,8.74163,6.07524,2.47035
53.88892,45.72814,53.13385,8.04021,8.74108,6.07478,2.46893
53.88847,45.73052,53.13348,8.0398,8.74079,6.07313,2.46846
53.88501,45.73027,53.13302,8.0394,8.74029,6.07297,2.46779
53.88766,45.72988,53.12962,8.03881,8.73994,6.07257,2.46767
53.88725,45.72646,53.13226,8.03859,8.73844,6.07216,2.46729
53.88685,45.72904,53.1318,8.03818,8.7381,6.07151,2.46677
53.88352,45.72855,53.13139,8.03778,8.73755,6.07136,2.4661
53.88611,45.7282,53.12791,8.03836,8.737,6.07099,2.46598
53.88568,45.72483,53.13058,8.03796,8.7367,6.07054,2.46456
53.88523,45.72741,53.13021,8.03755,8.73633,6.06989,2.46409
53.8819,45.72692,53.12975,8.03515,8.73586,6.06974,2.46342
53.88424,45.72652,53.12635,8.03474,8.73556,6.06832,2.46329
53.87601,45.72298,53.12894,8.03434,8.73506,6.06792,2.46292
53.87661,45.72568,53.12853,8.03375,8.73471,6.06714,2.4624
53.87228,45.72519,53.12812,8.03353,8.73422,6.06692,2.46161
53.87487,45.72484,53.12471,8.03312,8.73387,6.06675,2.46144
53.87444,45.72141,53.12711,8.03272,8.73332,6.0663,2.46019
53.87399,45.72405,53.12695,8.03231,8.73177,6.06565,2.45971
53.87066,45.72355,53.12649,8.0319,8.73147,6.0655,2.45904
53.87325,45.72316,53.12307,8.03149,8.73118,6.06509,2.45892
53.87277,45.71974,53.12566,8.03209,8.73063,6.06468,2.45855
53.87236,45.72212,53.12526,8.03168,8.73033,6.06303,2.45803
53.86891,45.72182,53.12485,8.03128,8.72983,6.06287,2.45736
53.87163,45.72148,53.12144,8.02869,8.72949,6.06252,2.45724
53.8712,45.71806,53.12408,8.02847,8.72899,6.06206,2.45582
53.87075,45.72064,53.12368,8.02806,8.72864,6.06141,2.45535
53.86741,45.72019,53.12322,8.02766,8.72809,6.06125,2.45467
53.86994,45.7198,53.11974,8.02725,8.72755,6.06085,2.45455
53.86953,45.71743,53.1224,8.02684,8.72725,6.06044,2.45418
53.86912,45.72002,53.122,8.02643,8.72587,6.05979,2.45366
53.86579,45.71947,53.12159,8.02603,8.7254,6.05963,2.45299
53.86814,45.71913,53.11818,8.02562,8.7251,6.05928,2.45287
53.86896,45.71558,53.12077,8.02522,8.72461,6.05782,2.45145
53.86751,45.71829,53.12541,8.02463,8.72426,6.05704,2.45098
53.86418,45.71784,53.12895,8.02541,8.72376,6.05681,2.45017
53.8667,45.71745,53.12554,8.02501,8.72341,6.0566,2.45
53.8663,45.71402,53.12793,8.0246,8.72287,6.0562,2.4498
53.86589,45.71661,53.12773,8.0222,8.72232,6.05555,2.44928
53.86256,45.71611,53.12732,8.02179,8.72202,6.05539,2.44861
53.86516,45.71577,53.12391,8.02138,8.72172,6.05503,2.44849
53.86473,45.71235,53.1265,8.02097,8.72117,6.05458,2.44807
53.86427,45.71473,53.12215,8.02057,8.71988,6.05393,2.4466
53.86082,45.71448,53.11769,8.02017,8.71938,6.05277,2.44593
53.86346,45.71409,53.11428,8.01959,8.71903,6.05236,2.4458
53.86306,45.71067,53.11692,8.01936,8.71853,6.05196,2.44543
53.86265,45.71325,53.11647,8.01895,8.71819,6.0513,2.44491
53.85933,45.71275,53.11605,8.01855,8.71764,6.05115,2.44424
53.86192,45.71241,53.11257,8.01915,8.71709,6.05079,2.44412
53.86149,45.70904,53.11523,8.01873,8.71679,6.05033,2.4437
53.86104,45.71162,53.11488,8.01833,8.71642,6.04968,2.44223
53.85772,45.71112,53.11442,8.01592,8.71595,6.04953,2.44156
53.86006,45.71073,53.11101,8.01552,8.71565,6.04912,2.44144
53.86083,45.70718,53.1136,8.01511,8.71515,6.04771,2.44107
53.85942,45.70989,53.1132,8.01453,8.71381,6.04693,2.44054
53.85609,45.70939,53.11279,8.01431,8.71331,6.0467,2.43974
53.85869,45.70905,53.10938,8.0139,8.71296,6.04655,2.43957
53.85826,45.70563,53.11177,8.01349,8.71242,6.0461,2.43932
53.8578,45.70826,53.11161,8.01308,8.71187,6.04543,2.43785
53.85447,45.70776,53.11116,8.01268,8.71157,6.04528,2.43718
53.85707,45.70737,53.10775,8.01227,8.71127,6.04488,2.43706
53.85659,45.70395,53.11034,8.01187,8.71073,6.04447,2.43669
53.85619,45.70633,53.10993,8.01247,8.71044,6.04382,2.43617
53.85273,45.70603,53.10953,8.01206,8.70994,6.04366,2.4355
53.85545,45.70569,53.10612,8.01148,8.7096,6.0423,2.43538
53.85502,45.70227,53.10876,8.00924,8.7091,6.04185,2.43496
53.85458,45.70485,53.10835,8.00884,8.70775,6.04119,2.43349
53.85124,45.7044,53.1079,8.00844,8.7072,6.04104,2.4328
53.85477,45.70401,53.10441,8.00803,8.70666,6.04064,2.43268
53.85336,45.70064,53.10708,8.00763,8.70636,6.04022,2.43231
53.85296,45.70322,53.10667,8.00722,8.70599,6.03957,2.43179
53.84963,45.70267,53.10626,8.00681,8.70552,6.03942,2.43112
53.85197,45.70233,53.10286,8.00641,8.70522,6.03906,2.431
53.85179,45.69879,53.10544,8.006,8.70472,6.03861,2.43058
53.85734,45.70149,53.10508,8.00643,8.70437,6.03782,2.42911
53.85701,45.70105,53.10462,8.00519,8.70388,6.03659,2.42831
53.85953,45.70065,53.10121,8.00579,8.70353,6.03639,2.42814
53.85913,45.69724,53.10361,8.00539,8.70198,6.03598,2.42795
53.85973,45.69981,53.1034,8.00497,8.70144,6.03533,2.42743
53.8554,45.69932,53.10299,8.00257,8.70114,6.03518,2.42675
53.85799,45.69897,53.09958,8.00217,8.70084,6.03482,2.42663
53.85756,45.69555,53.10217,8.00176,8.70031,6.03436,2.42621
53.85711,45.69793,53.10182,8.00136,8.70001,6.03371,2.42574
53.85365,45.69769,53.10136,8.00096,8.69951,6.03355,2.42406
53.8563,45.69729,53.09795,8.00037,8.69916,6.03315,2.42394
53.85589,45.69387,53.10959,8.00014,8.69867,6.03175,2.42357
53.85549,45.69646,53.10914,7.99974,8.69832,6.03108,2.42305
53.85216,45.69596,53.10873,7.99933,8.69777,6.03093,2.42238
53.85475,45.69562,53.10525,7.99893,8.69723,6.03057,2.42226
53.85433,45.69224,53.10791,7.99853,8.69593,6.03012,2.42184
53.85388,45.69483,53.10755,7.99912,8.69556,6.02947,2.42137
53.84355,45.69433,53.1071,7.99872,8.69509,6.03031,2.4197
53.8449,45.69394,53.10169,7.9983,8.69479,6.0289,2.41958
53.84467,45.6904,53.09828,7.9959,8.69429,6.0285,2.4192
53.84426,45.6931,53.09787,7.99533,8.69395,6.02872,2.41869
53.84093,45.69261,53.09746,7.99509,8.69346,6.02749,2.41788
53.84353,45.69226,53.09406,7.99469,8.69311,6.02634,2.41771
53.8431,45.68884,53.09645,7.99428,8.69256,6.02588,2.41746
53.84264,45.69147,53.09629,7.99387,8.69202,6.02523,2.41699
53.83931,45.69098,53.09583,7.99347,8.69172,6.02508,2.41532
53.84192,45.69059,53.09243,7.99307,8.69042,6.02466,2.4152
53.84144,45.68716,53.09502,7.99266,8.68988,6.02426,2.41483
53.84104,45.68955,53.09461,7.99225,8.68958,6.0236,2.41431
53.83758,45.68925,53.0942,7.99285,8.68908,6.02345,2.41364
53.8403,45.68891,53.0908,7.99227,8.68874,6.0241,2.41351
53.83987,45.68548,53.09344,7.99204,8.68824,6.02264,2.41309
53.83942,45.68806,53.09303,7.98964,8.68789,6.02198,2.41262
53.83609,45.68762,53.09257,7.98923,8.68735,6.02083,2.41095
53.83862,45.68723,53.08909,7.98882,8.68681,6.02142,2.41083
53.83822,45.68386,53.09176,7.98842,8.68651,6.02002,2.41046
53.83781,45.68643,53.09235,7.98802,8.68614,6.01937,2.40994
53.83448,45.68589,53.09094,7.98761,8.68566,6.01921,2.40927
53.83683,45.68554,53.08754,7.9872,8.68437,6.01886,2.40915
53.83665,45.682,53.09013,7.9868,8.68387,6.0184,2.40873
53.83619,45.68471,53.08977,7.98622,8.68352,6.01762,2.40826
53.83287,45.68426,53.08931,7.98599,8.68302,6.01739,2.40646
53.8354,45.68387,53.08591,7.98559,8.68268,6.01718,2.40629
53.83499,45.68045,53.0883,7.98618,8.68214,6.01578,2.40608
53.83459,45.68303,53.08809,7.98577,8.68159,6.01513,2.40556
53.83126,45.68253,53.08768,7.98537,8.68129,6.01497,2.40489
53.83385,45.68219,53.08428,7.98297,8.68099,6.01462,2.40477
53.83342,45.67877,53.08687,7.98256,8.68044,6.01416,2.40435
53.83297,45.68115,53.08651,7.98215,8.68015,6.0135,2.40388
53.82952,45.68091,53.08606,7.98175,8.67865,6.01335,2.40221
53.83217,45.68051,53.08265,7.98117,8.6783,6.01294,2.40208
53.83177,45.67709,53.08529,7.98093,8.6778,6.01254,2.40171
53.83136,45.67968,53.08483,7.98053,8.67745,6.01189,2.40119
53.82803,45.67917,53.08443,7.98013,8.67691,6.01173,2.40052
53.83063,45.67883,53.08095,7.97973,8.67637,6.01038,2.4004
53.8302,45.67546,53.08362,7.97932,8.67607,6.00992,2.39998
53.82975,45.67804,53.08326,7.97891,8.67569,6.00926,2.39951
53.82642,45.67754,53.08281,7.97951,8.67522,6.00911,2.39783
53.82877,45.67715,53.0794,7.97911,8.67492,6.0087,2.39771
53.82854,45.67361,53.08199,7.9777,8.67442,6.0083,2.39734
53.82814,45.67631,53.08158,7.97612,8.67307,6.00752,2.39682
53.82481,45.67581,53.09017,7.97589,8.67259,6.00729,2.39602
53.8274,45.67546,53.08677,7.97548,8.67224,6.00714,2.39585
53.82698,45.67205,53.08916,7.97508,8.67169,6.00668,2.3956
53.82653,45.67468,53.089,7.97468,8.67114,6.00603,2.39513
53.8232,45.67418,53.08854,7.97427,8.67084,6.00488,2.39346
53.8258,45.67379,53.08514,7.97386,8.67054,6.00546,2.39334
53.82532,45.67037,53.08773,7.97346,8.66999,6.00406,2.39297
53.82491,45.67275,53.08732,7.97306,8.6697,6.00341,2.39245
53.82147,45.67245,53.07991,7.97265,8.66921,6.00325,2.39178
53.82419,45.6721,53.07551,7.97307,8.66886,6.0029,2.39165
53.82376,45.66869,53.07815,7.97284,8.66836,6.00245,2.39123
53.8233,45.67127,53.07774,7.97244,8.66701,6.00179,2.39076
53.81997,45.67082,53.07728,7.97004,8.66646,6.00164,2.38909
53.8225,45.67043,53.0738,7.96962,8.66591,6.00124,2.38897
53.8221,45.66705,53.07647,7.96922,8.66562,6.00083,2.3886
53.8287,45.66963,53.07607,7.96882,8.66524,5.99918,2.38808
53.82737,45.66909,53.07567,7.96842,8.66478,5.99903,2.3874
53.82971,45.66874,53.07226,7.968,8.66448,5.99866,2.38728
53.82953,45.6652,53.07485,7.9676,8.66398,5.99821,2.38686
53.82908,45.6679,53.07449,7.96702,8.66363,5.99743,2.38639
53.82576,45.66745,53.07403,7.9668,8.66314,5.9972,2.38459
53.82828,45.66706,53.07063,7.96639,8.66279,5.997,2.38442
53.82787,45.66363,53.07302,7.96698,8.66124,5.99659,2.38422
53.82747,45.66622,53.07281,7.96658,8.66069,5.99594,2.3837
53.82414,45.66572,53.07241,7.96618,8.6604,5.99579,2.38303
53.82674,45.66537,53.069,7.96377,8.6601,5.99543,2.38291
53.82632,45.66196,53.07159,7.96336,8.65956,5.99398,2.38249
53.82586,45.66433,53.07124,7.96296,8.65926,5.99333,2.38202
53.82241,45.66409,53.07078,7.96255,8.65876,5.99317,2.38034
53.82505,45.6637,53.06737,7.96198,8.65841,5.99277,2.38022
53.82465,45.66027,53.07001,7.96175,8.65791,5.99236,2.37985
53.81625,45.66285,53.06957,7.96133,8.65757,5.9917,2.37933
53.81292,45.66236,53.06916,7.96093,8.65703,5.99154,2.37866
53.81552,45.66201,53.06568,7.96053,8.65548,5.99119,2.37854
53.81509,45.65864,53.06835,7.96013,8.65518,5.99074,2.37812
53.81464,45.66121,53.06799,7.95972,8.65481,5.99008,2.37764
53.81131,45.66072,53.06753,7.96032,8.65434,5.98993,2.37597
53.81366,45.66033,53.06413,7.95991,8.65404,5.98852,2.37585
53.81343,45.65678,53.06672,7.9595,8.65354,5.98812,2.37548
53.81303,45.65949,53.06631,7.95692,8.6532,5.98733,2.37496
53.8097,45.659,53.0659,7.9567,8.6527,5.98711,2.37416
53.81229,45.65864,53.0625,7.95629,8.65235,5.98795,2.37399
53.81187,45.65523,53.06489,7.95588,8.65181,5.9865,2.37374
53.81142,45.65786,53.06473,7.95548,8.65126,5.98584,2.37327
53.80809,45.65736,53.06429,7.95507,8.64996,5.98569,2.3716
53.81069,45.65697,53.06088,7.95467,8.64967,5.98528,2.37148
53.81021,45.65355,53.06347,7.95427,8.64912,5.98488,2.37111
53.8098,45.65592,53.06307,7.95386,8.64882,5.98422,2.37059
53.80636,45.65563,53.06266,7.95345,8.64833,5.98307,2.36992
53.80908,45.65528,53.05925,7.95287,8.64798,5.9827,2.3698
53.80865,45.65186,53.0619,7.95364,8.64748,5.98225,2.36937
53.80819,45.65445,53.06149,7.95324,8.64713,5.98159,2.3689
53.80487,45.654,53.06103,7.95083,8.64659,5.98243,2.36723
53.8074,45.6536,53.06655,7.95043,8.64604,5.98203,2.36711
53.80699,45.65024,53.06922,7.95003,8.64574,5.98062,2.36674
53.80659,45.65281,53.06882,7.94962,8.64437,5.97997,2.36622
53.80326,45.65227,53.06841,7.94921,8.6439,5.97981,2.36555
53.80561,45.65193,53.065,7.94881,8.6436,5.97946,2.36543
53.80543,45.64838,53.0676,7.9484,8.64311,5.98,2.365
53.80498,45.65108,53.06724,7.94783,8.64276,5.97722,2.36453
53.80165,45.65064,53.06678,7.9476,8.64227,5.97699,2.36274
53.80417,45.65024,53.05638,7.94719,8.64192,5.97779,2.36257
53.80377,45.64682,53.05777,7.94679,8.64137,5.97638,2.36237
53.80337,45.64941,53.05756,7.94738,8.64082,5.97573,2.36185
53.80004,45.64891,53.05715,7.94697,8.64053,5.97557,2.36118
53.80264,45.64856,53.05376,7.94657,8.64024,5.97521,2.36106
53.80222,45.64515,53.05635,7.94417,8.63869,5.97476,2.36063
53.80176,45.64752,53.05599,7.94376,8.63839,5.9741,2.36016
53.79831,45.64728,53.05553,7.94336,8.63789,5.97395,2.3585
53.80095,45.64689,53.05213,7.94278,8.63754,5.97354,2.35838
53.80056,45.64346,53.05477,7.94254,8.63706,5.97214,2.35801
53.80016,45.64705,53.05431,7.94214,8.63671,5.97148,2.35749
53.79683,45.64655,53.0539,7.94174,8.63616,5.97233,2.35682
53.79942,45.6462,53.05042,7.94133,8.63561,5.97097,2.3567
53.799,45.64284,53.0531,7.94093,8.63532,5.97051,2.35628
53.79855,45.64542,53.05274,7.94052,8.63495,5.96986,2.3558
53.79522,45.64492,53.05228,7.94012,8.63448,5.9697,2.35413
53.79757,45.64453,53.04888,7.94072,8.63318,5.9693,2.35401
53.79734,45.64099,53.05147,7.9403,8.63269,5.96889,2.35364
53.79694,45.64369,53.05106,7.93972,8.63234,5.96811,2.35312
53.79361,45.64319,53.05065,7.9375,8.63184,5.96788,2.35232
53.79621,45.64285,53.04725,7.93709,8.6315,5.96672,2.35215
53.79578,45.63943,53.04965,7.93669,8.63096,5.96627,2.35191
53.79534,45.64206,53.04949,7.93629,8.63041,5.96561,2.35143
53.79501,45.64157,53.04904,7.93588,8.63011,5.96546,2.34976
53.8036,45.64117,53.04563,7.93548,8.62981,5.96505,2.34964
53.80312,45.63775,53.04822,7.93508,8.62927,5.96464,2.34927
53.80273,45.64013,53.04782,7.93467,8.62898,5.96399,2.34875
53.79928,45.63983,53.04742,7.93426,8.62748,5.96383,2.34808
53.802,45.63949,53.04401,7.93368,8.62714,5.96348,2.34796
53.80157,45.63608,53.04665,7.93345,8.62664,5.96302,2.34754
53.80112,45.63866,53.04625,7.93405,8.62629,5.96236,2.34706
53.7978,45.63821,53.04579,7.93364,8.62575,5.96121,2.34539
53.80032,45.63782,53.04231,7.93324,8.62521,5.9618,2.34528
53.79991,45.63445,53.04498,7.93084,8.62491,5.96039,2.34491
53.79951,45.63702,53.04457,7.93043,8.62454,5.95974,2.34439
53.79619,45.63648,53.04417,7.93003,8.62407,5.95958,2.34372
53.79854,45.63614,53.04077,7.92963,8.62377,5.95923,2.3436
53.79836,45.63259,53.04336,7.92922,8.62228,5.95977,2.34318
53.7979,45.6353,53.043,7.92865,8.62193,5.95799,2.3427
53.78858,45.63485,53.04254,7.92841,8.62144,5.95776,2.34091
53.7891,45.63446,53.03914,7.928,8.62109,5.95755,2.34074
53.7887,45.63104,53.04153,7.9276,8.62054,5.95715,2.34054
53.7883,45.63362,53.04132,7.9272,8.62001,5.95549,2.34002
53.78498,45.63313,53.04093,7.92679,8.61971,5.95533,2.33935
53.78757,45.63278,53.03752,7.92739,8.61941,5.95498,2.33923
53.78714,45.62936,53.04111,7.92699,8.61887,5.95552,2.33881
53.78669,45.63174,53.04876,7.92659,8.61857,5.95387,2.33834
53.78324,45.63149,53.0493,7.92418,8.61807,5.95372,2.33667
53.78589,45.6311,53.04489,7.9236,8.61673,5.95331,2.33655
53.78548,45.62768,53.04754,7.92338,8.61624,5.95291,2.33618
53.78608,45.63026,53.04709,7.92297,8.6159,5.95225,2.33566
53.78176,45.62976,53.04668,7.92257,8.61535,5.95209,2.33499
53.78436,45.62942,53.0432,7.92217,8.6148,5.95174,2.33486
53.78393,45.62605,53.04586,7.92176,8.61451,5.95028,2.33444
53.78348,45.62864,53.03851,7.92136,8.61414,5.94963,2.33397
53.78015,45.62814,53.03705,7.92096,8.61366,5.94947,2.3323
53.7825,45.62774,53.03365,7.92055,8.61338,5.94906,2.33218
53.78227,45.6242,53.03625,7.92015,8.61288,5.94866,2.33182
53.78188,45.6269,53.03584,7.92056,8.61153,5.94788,2.33129
53.77855,45.62641,53.03543,7.92033,8.61104,5.94765,2.3305
53.78114,45.62607,53.03202,7.91793,8.61069,5.94749,2.33033
53.78072,45.62265,53.03442,7.91753,8.61014,5.94703,2.33008
53.78027,45.62527,53.03427,7.91712,8.60961,5.94638,2.32861
53.77694,45.62478,53.03381,7.91672,8.60931,5.94623,2.32794
53.77954,45.62439,53.03041,7.91632,8.60901,5.94482,2.32781
53.77907,45.62096,53.033,7.91591,8.60846,5.94442,2.32744
53.77866,45.62334,53.03259,7.91551,8.60817,5.94376,2.32692
53.77521,45.62305,53.03219,7.91511,8.60768,5.9436,2.32626
53.77794,45.62271,53.02879,7.91453,8.60633,5.94325,2.32614
53.77751,45.61928,53.03143,7.9143,8.60584,5.94279,2.32572
53.77706,45.62186,53.03102,7.9139,8.60549,5.94213,2.32425
53.77373,45.62142,53.03056,7.91449,8.60495,5.94198,2.32358
53.77626,45.62103,53.02708,7.91409,8.60441,5.94157,2.32345
53.77585,45.61765,53.02975,7.91369,8.60411,5.94116,2.32308
53.77545,45.62024,53.02935,7.91128,8.60374,5.94051,2.32256
53.77212,45.61969,53.02894,7.91088,8.60327,5.93936,2.32189
53.77447,45.61935,53.02554,7.91048,8.60298,5.939,2.32178
53.7743,45.6158,53.02813,7.91007,8.60248,5.93855,2.32136
53.77384,45.61851,53.02777,7.9095,8.60214,5.93777,2.31989
53.77052,45.61806,53.02733,7.90927,8.60064,5.93754,2.31909
53.77304,45.61767,53.02392,7.90886,8.60031,5.93733,2.31892
53.77264,45.61425,53.02631,7.90846,8.59976,5.93692,2.31872
53.77223,45.61683,53.02611,7.90806,8.59921,5.93627,2.3182
53.76891,45.61634,53.0257,7.90766,8.59892,5.93611,2.31753
53.77151,45.61598,53.0223,7.90725,8.59862,5.93576,2.31741
53.77208,45.61257,53.02489,7.90785,8.59808,5.93531,2.317
53.77063,45.61495,53.02454,7.90745,8.59779,5.93365,2.31552
53.76718,45.61471,53.02408,7.90704,8.59729,5.93349,2.31485
53.76982,45.6143,53.02067,7.90446,8.59695,5.93308,2.31473
53.76942,45.61089,53.02332,7.90424,8.59546,5.93268,2.31436
53.76902,45.61347,53.02287,7.90383,8.59511,5.93202,2.31384
53.7657,45.61298,53.02246,7.90343,8.59457,5.93186,2.31317
53.76829,45.61262,53.01898,7.90303,8.59402,5.93151,2.31304
53.76787,45.60926,53.02165,7.90262,8.59372,5.93106,2.31262
53.77042,45.61184,53.02129,7.90222,8.59336,5.9314,2.31116
53.77309,45.61135,53.02085,7.90182,8.59289,5.93025,2.31049
53.77544,45.61095,53.01744,7.90142,8.5926,5.93084,2.31036
53.77521,45.6074,53.02003,7.90101,8.5921,5.92843,2.30999
53.77481,45.61011,53.01963,7.90043,8.59176,5.92765,2.30947
53.77149,45.60962,53.01922,7.90121,8.59027,5.92742,2.30867
53.77408,45.60928,53.02282,7.9008,8.58992,5.92727,2.3085
53.77365,45.60585,53.02722,7.9004,8.58937,5.92682,2.30826
53.77321,45.60848,53.02706,7.898,8.58884,5.92616,2.30679
53.76988,45.60799,53.0266,7.89759,8.58854,5.926,2.30612
53.77247,45.6076,53.0232,7.8972,8.58825,5.9256,2.306
53.772,45.60417,53.0258,7.8968,8.5877,5.92519,2.30563
53.7716,45.60656,53.02539,7.89639,8.58741,5.92453,2.30511
53.76814,45.60626,53.02498,7.89599,8.58692,5.92438,2.30443
53.77087,45.60592,53.02058,7.89541,8.58657,5.92303,2.30431
53.77044,45.6025,53.01622,7.89518,8.58507,5.92257,2.30389
53.76498,45.60508,53.01582,7.89478,8.58474,5.92192,2.30242
53.75866,45.60464,53.01537,7.89438,8.58419,5.92176,2.30176
53.76118,45.60424,53.01189,7.89398,8.58365,5.92135,2.30163
53.76078,45.60088,53.01455,7.89457,8.58335,5.92095,2.30126
53.76038,45.60345,53.01416,7.89417,8.58299,5.9203,2.30074
53.75705,45.60291,53.01375,7.89377,8.58252,5.92014,2.30007
53.7594,45.60257,53.01034,7.89136,8.58222,5.91978,2.29994
53.75921,45.59902,53.01294,7.89096,8.58173,5.91933,2.29953
53.75877,45.60173,53.01258,7.89038,8.58139,5.91855,2.29806
53.75544,45.60128,53.01213,7.89016,8.57989,5.91731,2.29726
53.75796,45.60089,53.00872,7.88976,8.57955,5.91711,2.29709
53.75756,45.59747,53.01112,7.88936,8.579,5.9167,2.29689
53.75715,45.60005,53.01091,7.88895,8.57847,5.91605,2.29637
53.75382,45.59956,53.01051,7.88855,8.57817,5.91589,2.2957
53.75643,45.59921,53.00711,7.88815,8.57787,5.91554,2.29559
53.756,45.59579,53.0097,7.88775,8.57734,5.91508,2.29516
53.75554,45.59817,53.00934,7.88734,8.57704,5.91442,2.29369
53.7521,45.59793,53.00888,7.88794,8.57655,5.91426,2.29302
53.75474,45.59753,53.00549,7.88736,8.5762,5.91386,2.2929
53.75433,45.59411,53.00813,7.88713,8.5747,5.91346,2.29252
53.75394,45.59669,53.00767,7.88474,8.57437,5.9118,2.292
53.75061,45.5962,53.00726,7.88434,8.57382,5.91164,2.29134
53.75321,45.59586,53.00379,7.88393,8.57328,5.91229,2.29122
53.75278,45.59249,53.00646,7.88353,8.57299,5.91183,2.2908
53.75232,45.59506,53.0061,7.88312,8.57262,5.91018,2.28932
