ETHERNET-1024B,ETHERNET-128B,ETHERNET-12B,WiFi-1024B,WiFi-128B,WiFi-12B
2.27745,2.38518,2.31872,5.68666,8.59189,6.74119
2.30766,2.33651,2.20943,6.04168,6.31122,6.67568
2.32733,2.48041,2.27874,5.93983,6.20564,6.73403
2.48716,2.32297,2.15895,5.95934,6.73734,6.79477
2.52886,2.27008,2.32707,6.9501,3.17334,6.82267
2.47956,2.38878,2.29726,5.73752,6.43405,6.98624
2.32109,2.36494,2.20638,6.60906,6.79851,6.86787
2.16922,2.33494,2.2978,9.75633,6.59582,3.92907
2.13655,2.40589,2.26381,6.04141,6.25335,7.30502
2.18207,2.33428,2.21059,6.08652,3.25828,7.09198
2.31725,2.32532,2.19346,5.82622,6.25478,7.1831
2.32464,2.33327,2.20461,6.6612,6.48816,6.83113
2.2396,2.49176,2.26644,5.58383,7.05902,6.7038
2.38986,2.26164,2.21119,6.02607,9.54789,6.95017
2.14732,2.25994,2.32151,5.88729,3.42128,6.86499
2.22703,2.26522,2.16637,6.04251,6.11794,7.16998
2.32808,2.27973,2.28699,6.16007,5.87613,10.00209
2.23173,2.45196,2.26286,6.03981,6.70179,15.25175
2.32359,2.39192,2.35651,5.58041,6.36759,6.87766
2.18324,2.25881,2.27492,6.0562,3.49333,7.1179
2.29612,2.29531,2.23467,5.77612,6.18368,6.71514
2.41346,2.27463,2.21446,6.03329,6.5278,6.68838
2.31692,2.54663,2.30134,6.15252,6.16511,6.79982
2.38626,2.27391,2.3934,5.52691,6.72741,6.72771
2.19409,2.37756,2.30776,6.58508,3.20077,6.91944
2.19232,2.33011,2.29529,6.06643,6.41774,6.94124
2.14379,2.29473,20.76167,5.70386,6.33594,6.80921
2.24492,2.28942,2.46182,5.99513,6.19688,6.7817
2.15707,2.23854,2.06083,8.09431,6.2988,7.09492
2.15642,2.36906,2.06039,6.4439,2.97506,7.26093
2.14141,2.33902,2.10531,5.78269,6.56932,6.7809
2.17553,2.34146,2.11436,5.97276,6.4333,7.60995
2.16938,2.40978,2.16111,6.95091,6.29596,7.17098
2.3255,2.34872,2.54611,6.91822,6.28157,6.86754
2.35964,2.29267,2.30126,5.69395,12.01055,6.83213
2.2583,2.21846,2.08377,6.19093,6.50748,6.52943
2.28403,2.34026,2.17328,7.71923,6.22318,11.51442
2.20774,2.37033,2.08421,6.1606,6.20778,8.96442
2.28755,2.28908,2.14027,6.02693,6.0839,6.82432
2.24302,2.36118,2.19039,6.54177,5.28851,7.08543
2.26402,2.25678,2.7844,7.06309,6.34624,5.72218
2.58863,2.21344,2.54902,5.8869,6.29375,6.84309
2.54998,2.36798,2.2708,8.13004,6.38314,6.95097
2.71289,2.2956,2.26894,5.53703,6.32917,6.80825
2.82386,2.32968,2.3769,5.96562,6.18084,6.72189
2.4059,2.34872,2.2415,6.05949,6.34943,6.88307
2.31451,2.17933,2.33885,6.05755,5.90708,6.78942
2.44768,2.18906,2.3008,5.90289,6.34446,6.59967
2.22238,2.33733,2.31674,6.03849,7.58225,6.81792
2.27604,2.83891,4.0965,6.55876,3.84439,7.11492
2.28087,2.37134,2.67814,9.56036,6.32257,6.7033
2.30504,2.46137,2.30675,5.95666,6.45408,6.79008
2.60128,2.50426,2.29122,6.11989,6.24865,6.77363
2.47428,2.40229,2.25812,,,
2.41717,2.39382,2.39778,,,
2.36912,2.46995,2.23978,,,
2.3322,2.43492,2.20516,,,
2.2986,2.4086,2.17575,,,
2.32948,2.4798,2.2691,,,
2.25133,2.38049,2.24809,,,
2.22051,2.4434,2.28242,,,
2.22902,2.42089,2.40017,,,
2.19235,2.44079,3.14316,,,
2.37495,2.47808,2.31681,,,
2.64088,2.44526,2.33429,,,
2.95304,2.42388,2.25029,,,
2.35921,2.46537,2.21705,,,
2.31471,2.40398,2.22978,,,
2.20097,2.48449,2.22747,,,
2.2866,2.33608,2.24137,,,
2.15056,2.39372,2.28384,,,
2.17056,2.41506,2.21281,,,
2.26349,2.49651,2.18445,,,
2.32602,2.52914,2.27421,,,
2.32228,2.66622,2.64706,,,
2.27186,2.62137,2.30119,,,
2.37756,2.44173,2.29689,,,
2.25809,2.45003,2.26968,,,
2.17599,2.57883,3.93701,,,
2.15732,2.5124,2.60829,,,
2.11887,2.44634,2.25091,,,
2.17177,11.49696,2.42504,,,
2.11756,2.77333,2.35434,,,
2.2612,2.20101,2.28956,,,
2.18408,2.16322,2.44609,,,
2.19118,2.1652,2.49012,,,
2.12826,20.96788,2.32241,,,
2.33041,2.78311,2.52508,,,
2.24612,2.18066,2.3583,,,
2.1894,2.34824,2.38145,,,
2.12521,2.48041,2.46319,,,
2.13379,2.43616,2.41978,,,
2.40669,2.49158,2.40558,,,
2.38859,2.42457,2.22573,,,
2.30732,2.52046,2.43404,,,
2.2982,2.41192,2.28113,,,
2.3703,2.46012,2.4593,,,
2.32473,2.38074,2.31324,,,
2.39705,2.45395,2.28036,,,
2.19272,2.36385,2.56689,,,
2.27925,2.33295,2.37624,,,
2.43392,2.41285,2.2665,,,
2.46237,2.48934,2.34241,,,
2.61538,2.3587,2.46882,,,
4.31109,2.37764,2.68381,,,
2.59086,2.39044,2.31021,,,
2.24718,2.39696,2.33577,,,
2.34104,2.35169,2.24041,,,
2.25655,2.48304,2.23336,,,
2.19038,2.45927,2.2473,,,
2.28299,2.33115,2.36036,,,
2.2423,2.39743,2.23995,,,
2.30293,2.37407,2.26559,,,
2.45393,2.40663,2.20812,,,
2.32163,2.44086,2.33925,,,
2.32425,2.33268,2.31903,,,
2.23354,2.42168,2.28927,,,
2.31163,2.6026,2.2204,,,
2.36785,2.38726,2.24076,,,
2.2684,2.37589,2.1797,,,
2.20675,2.4083,2.29946,,,
2.35907,2.31559,2.15233,,,
2.31571,2.51967,2.23337,,,
2.48741,2.37666,2.19365,,,
2.58711,2.41506,2.29407,,,
2.43813,2.39225,2.19071,,,
2.31225,2.3829,2.10785,,,
2.42391,2.36449,2.25539,,,
2.32436,2.39637,2.242,,,
2.22404,2.43417,2.23892,,,
2.24884,10.92956,2.2725,,,
2.27207,3.04132,2.19083,,,
2.67197,2.286,2.16407,,,
5.44448,2.40054,2.22424,,,
2.94755,2.33635,2.24584,,,
2.44625,2.28927,2.28104,,,
2.49838,2.24851,2.25297,,,
2.43996,2.25687,2.22728,,,
2.49192,2.3229,2.26163,,,
2.51118,2.206,2.1747,,,
2.39722,2.3775,2.21994,,,
2.43867,2.30821,2.29385,,,
2.35812,2.41316,2.26048,,,
2.69503,2.34613,2.37716,,,
2.38091,2.3143,2.7993,,,
2.28835,2.22402,2.30087,,,
2.37025,2.39444,2.22891,,,
2.33663,2.2269,2.14307,,,
2.2689,2.44269,2.31729,,,
2.31355,2.32757,2.24574,,,
2.46702,2.38323,2.15745,,,
2.32592,2.73498,2.22393,,,
2.43117,2.4951,2.17318,,,
2.37457,2.40833,2.25317,,,
2.32187,2.3398,2.30641,,,
2.70241,2.36181,2.6216,,,
2.59525,2.42004,2.27279,,,
2.50997,2.30244,2.26939,,,
2.49583,2.42672,2.24649,,,
2.27217,2.32924,2.21189,,,
2.28489,2.36664,2.315,,,
2.28552,2.30938,2.26323,,,
2.77752,2.3796,2.23125,,,
2.36804,2.33486,2.19397,,,
2.43271,2.41474,2.28947,,,
2.34611,2.26488,2.2351,,,
2.45783,2.22617,2.24007,,,
2.32755,2.37395,2.20851,,,
2.31119,2.37455,2.21748,,,
2.32753,2.27067,2.16821,,,
2.65621,2.2474,2.22123,,,
2.62068,2.35991,2.21852,,,
2.29703,2.42375,2.45697,,,
2.37737,2.40296,2.23347,,,
2.32512,2.3233,2.38737,,,
2.43624,2.2624,2.26329,,,
2.24854,2.35344,2.50892,,,
2.29909,2.34831,2.77208,,,
2.31235,2.33486,2.19119,,,
2.29619,2.3935,2.25423,,,
2.26995,2.53253,2.2071,,,
2.36946,2.29014,2.12234,,,
2.31944,2.44678,2.21056,,,
2.52931,2.39307,2.18552,,,
2.32561,2.36099,2.57846,,,
2.47843,2.21249,2.3006,,,
2.35927,2.3105,2.18269,,,
2.48963,2.22544,2.38541,,,
2.30527,2.25368,2.34555,,,
2.28595,2.37847,2.43812,,,
2.28904,2.42487,2.72746,,,
2.393,2.36016,2.25188,,,
2.22507,2.38168,2.21922,,,
2.42502,2.28119,2.56424,,,
3.35944,2.4445,2.24869,,,
3.00141,2.34479,2.24188,,,
2.4724,2.3589,2.21861,,,
2.3325,2.30234,2.1611,,,
2.26766,2.44538,2.24652,,,
2.32328,2.27128,2.11818,,,
2.24891,2.56626,2.29067,,,
2.33171,2.42364,2.19479,,,
2.28271,2.41306,2.21542,,,
2.39882,2.37541,2.13339,,,
5.83536,2.40045,2.28585,,,
2.21182,2.3438,2.20395,,,
2.1225,2.37264,2.16877,,,
2.26778,2.33925,2.20117,,,
2.11159,2.35651,4.12515,,,
2.17996,2.35019,2.50386,,,
2.28286,2.33013,4.40457,,,
2.18811,2.24131,2.60087,,,
2.2669,2.3104,2.12935,,,
2.37417,2.82808,2.07162,,,
2.52093,2.77352,2.15947,,,
2.37554,2.37756,2.10454,,,
2.16685,3.45342,2.03484,,,
2.13913,3.0118,2.05281,,,
2.18324,2.40237,2.04878,,,
2.31371,2.3831,2.06699,,,
2.27196,2.32068,2.0642,,,
2.27057,2.22485,2.02875,,,
2.30791,2.31777,2.04691,,,
2.3833,2.21895,2.0464,,,
2.31804,2.37022,2.06458,,,
2.15937,2.21212,2.02139,,,
2.24633,2.14935,2.00151,,,
2.28299,2.17708,2.08686,,,
2.27276,2.21388,1.95638,,,
2.40096,2.43094,2.06527,,,
2.24819,2.24539,1.99054,,,
2.25485,2.33357,2.01718,,,
2.26295,2.44792,2.09948,,,
2.5286,2.32986,2.02104,,,
2.43492,2.32549,2.07848,,,
2.34912,2.2038,2.03659,,,
2.3284,2.23939,1.99952,,,
2.32487,2.18895,2.06896,,,
2.35358,2.34211,2.00985,,,
2.24823,2.32807,2.04218,,,
2.39079,2.33153,2.0408,,,
2.4349,2.26546,1.99738,,,
2.21467,2.33388,2.16169,,,
2.38568,2.34559,2.034,,,
2.20958,2.27054,2.18478,,,
2.25951,2.32544,2.07903,,,
2.20149,2.23222,2.06916,,,
2.27691,2.18585,2.13314,,,
2.41597,2.32486,2.01935,,,
2.25544,2.34074,2.03016,,,
2.26879,2.32939,2.06407,,,
2.33048,2.3594,2.01419,,,
2.2456,2.49469,2.04468,,,
2.44215,2.24796,2.04452,,,
2.28262,2.19563,2.11321,,,
2.28337,2.16623,2.0492,,,
2.50743,2.18894,2.07742,,,
2.68721,2.3537,2.09232,,,
2.31271,2.37253,2.0724,,,
2.13519,2.26249,2.14157,,,
2.16295,2.34511,2.17907,,,
2.90371,2.24778,2.15257,,,
2.71155,2.2726,2.22302,,,
2.90874,2.39144,2.18511,,,
2.32554,2.28708,3.72421,,,
2.16342,2.20756,2.53821,,,
2.14186,2.29777,10.7534,,,
2.31504,2.19497,2.49169,,,
2.23507,2.18209,1.98457,,,
2.30407,2.30477,2.03985,,,
2.27336,2.39067,1.95741,,,
2.63521,2.28993,1.98449,,,
2.96275,2.35528,2.0198,,,
2.45455,2.32488,1.99839,,,
2.33222,2.5215,2.10372,,,
2.16587,2.38053,2.05713,,,
2.35673,2.4463,2.28486,,,
2.17624,2.21729,2.01069,,,
2.14321,2.22338,4.11982,,,
2.26453,2.24622,2.25899,,,
2.13212,2.33262,2.12872,,,
2.2371,2.21022,2.01154,,,
2.19623,2.46638,2.04582,,,
2.25811,2.29502,1.98798,,,
2.14239,2.35467,2.18177,,,
2.15529,2.30762,1.98602,,,
2.29047,2.30723,4.2346,,,
3.12253,2.29566,2.13277,,,
2.3273,8.92412,1.93653,,,
2.08857,2.23578,1.94019,,,
2.15055,2.25234,1.94823,,,
2.13609,2.177,1.91583,,,
2.17967,2.20787,1.97882,,,
2.4202,2.12725,1.94091,,,
2.29213,2.10856,2.1007,,,
2.75381,2.01685,2.00135,,,
2.26662,2.04003,1.85553,,,
2.22062,1.99828,1.98432,,,
2.10556,2.00523,1.96751,,,
2.32761,2.05058,2.01494,,,
2.04163,2.18388,2.00087,,,
2.20338,2.23288,1.94115,,,
2.30477,2.29442,1.92543,,,
2.48495,2.07307,1.94947,,,
2.27998,2.54041,2.06305,,,
2.41934,2.2404,1.92425,,,
2.15113,2.20406,1.94633,,,
2.07968,2.1328,2.08753,,,
2.05726,2.08707,1.94268,,,
2.12079,2.12593,1.98139,,,
2.12342,2.16931,1.99457,,,
2.36039,2.08262,1.98605,,,
2.28657,2.35607,1.96227,,,
2.24954,2.18389,1.95773,,,
2.10833,2.14235,2.08678,,,
2.13927,2.12236,1.96286,,,
2.10038,2.06207,2.00356,,,
2.18491,2.05279,1.94549,,,
2.1837,2.04271,1.90082,,,
2.14268,2.05203,1.89958,,,
2.12614,2.08806,1.92648,,,
2.1254,2.10951,1.9504,,,
2.28422,2.45297,1.94556,,,
2.26604,2.30668,1.93786,,,
2.16478,2.38788,2.01797,,,
3.37226,2.30132,2.05383,,,
2.37028,2.45164,2.28294,,,
2.26915,2.32559,2.40194,,,
2.25152,2.25844,1.96571,,,
2.27273,2.30636,1.92513,,,
2.11925,2.32061,1.87543,,,
2.20695,2.25031,1.90878,,,
2.35405,2.31983,1.90692,,,
2.25279,2.25426,1.9367,,,
2.37641,2.16415,2.17479,,,
2.50287,2.18735,2.02243,,,
2.12208,2.44518,1.92715,,,
2.16164,2.13566,1.93483,,,
2.03057,2.11148,1.90619,,,
2.17924,2.13481,1.97349,,,
2.09229,2.2784,1.99593,,,
2.11782,2.26506,1.9009,,,
2.17056,2.32986,1.92398,,,
2.23636,2.65638,1.89643,,,
2.20246,2.63331,1.96774,,,
2.12321,2.33143,2.02358,,,
2.0586,2.20593,2.05575,,,
2.15665,2.16761,1.9832,,,
2.22528,2.15983,1.93404,,,
2.13306,2.10523,1.94837,,,
2.0983,2.29923,1.94006,,,
2.14737,2.1562,1.91049,,,
2.11606,2.24222,1.90782,,,
2.32068,2.29411,1.99756,,,
2.29139,2.25684,2.02458,,,
2.2228,2.19002,1.95476,,,
2.20664,2.30673,2.23676,,,
2.20775,2.19381,2.00327,,,
2.25419,2.1275,1.93947,,,
2.21539,2.20494,2.20313,,,
2.27644,2.58332,2.084,,,
2.25348,2.51838,2.22151,,,
2.19471,2.45546,2.01647,,,
2.26589,2.21914,2.32074,,,
2.10532,2.18935,2.06187,,,
2.16639,2.18922,2.11685,,,
2.11664,2.24198,2.44466,,,
2.10375,2.23263,2.23994,,,
2.0831,2.04333,2.86149,,,
2.12518,2.11838,2.38404,,,
2.09255,2.11848,2.1169,,,
2.15609,2.07196,2.08127,,,
2.10543,2.34059,1.94055,,,
2.22996,2.33311,2.04846,,,
2.12694,2.15984,2.1873,,,
2.14012,2.19283,2.02934,,,
2.13037,2.28979,1.98411,,,
2.13505,2.13986,2.25257,,,
2.15496,2.12409,1.96693,,,
2.12826,2.14238,2.03183,,,
2.08151,2.26854,7.84045,,,
2.13204,2.15813,1.98582,,,
2.20725,2.22442,2.09014,,,
2.38259,2.22206,2.0164,,,
2.18305,2.21569,2.02353,,,
2.62591,2.27464,1.93265,,,
2.27938,2.2463,2.2354,,,
2.17079,2.20791,1.99019,,,
2.25693,2.27046,1.91576,,,
2.19503,2.16028,2.03132,,,
2.20725,2.19766,1.89979,,,
2.32594,2.18941,2.03463,,,
2.12714,2.36543,1.8577,,,
2.26882,2.28012,1.92424,,,
2.15306,2.08251,2.0819,,,
2.16862,2.11669,1.974,,,
2.13465,2.16035,1.93967,,,
2.13801,2.1548,2.21711,,,
2.08334,2.25181,2.00902,,,
2.14692,2.17172,2.19165,,,
2.11092,2.21627,2.06195,,,
2.13012,2.20375,2.02387,,,
2.17705,2.43119,2.06433,,,
2.25896,2.2435,1.96281,,,
2.18932,2.23436,2.03463,,,
2.10144,2.21528,2.00705,,,
2.06529,2.78759,1.91171,,,
2.30299,2.28436,2.02051,,,
2.08677,2.2969,1.91527,,,
2.1449,2.19776,1.92208,,,
2.37514,2.19828,1.90526,,,
2.87207,2.1715,1.8705,,,
2.34381,11.36115,1.88605,,,
2.40042,2.67944,1.90738,,,
2.18667,2.21662,2.06251,,,
2.27703,2.27191,2.19608,,,
2.14788,3.74299,2.46957,,,
2.24413,2.65046,2.26104,,,
2.27503,19.66732,3.85344,,,
2.34169,2.30456,2.45715,,,
2.15015,2.08424,1.92376,,,
2.17362,2.27635,2.03552,,,
2.16319,2.17059,1.90574,,,
2.31693,2.20204,1.94201,,,
2.17629,2.12523,2.00495,,,
2.19182,2.08202,1.96756,,,
2.10265,2.32488,2.05477,,,
2.15289,2.16652,1.94515,,,
2.1653,2.09357,1.9455,,,
2.72041,2.1927,1.92495,,,
2.93639,2.249,1.91341,,,
2.33205,2.1511,1.96236,,,
2.0822,2.35598,1.8993,,,
2.33139,2.19521,1.92284,,,
2.17447,2.13186,1.96898,,,
2.09187,2.16892,1.90341,,,
2.08441,2.34124,1.91971,,,
2.13736,3.38575,1.98525,,,
2.10881,2.41383,1.9364,,,
2.10241,2.37268,2.09009,,,
2.19289,2.79521,1.9918,,,
2.19116,2.21957,1.93294,,,
2.10864,2.35833,1.95258,,,
2.23481,2.26018,1.9733,,,
2.15998,2.16811,1.93445,,,
2.09288,2.23687,2.00488,,,
2.19917,2.08673,1.8626,,,
2.13292,2.27457,1.96869,,,
2.19713,2.18895,20.55816,,,
2.16941,2.2126,1.91888,,,
2.16762,2.22959,1.78741,,,
2.34727,2.21753,1.85865,,,
2.13654,2.2906,1.87394,,,
2.29623,2.13124,1.83254,,,
2.19752,2.04303,1.98417,,,
2.32119,2.28187,1.93818,,,
2.12423,2.18944,1.85856,,,
2.10817,2.27689,1.89908,,,
2.08194,2.20638,1.87144,,,
2.06015,2.23841,1.93302,,,
2.09664,2.20139,1.98961,,,
2.11995,2.2258,1.92993,,,
2.22639,2.40786,1.88346,,,
2.2194,2.40819,1.87321,,,
2.14398,2.32093,1.95996,,,
2.23032,2.20889,1.89623,,,
2.07134,2.23641,1.90745,,,
2.25349,2.24441,1.87292,,,
2.08249,2.1895,1.99061,,,
2.12243,2.29252,1.88546,,,
2.1061,2.30779,1.90148,,,
2.15821,2.21393,1.84602,,,
2.13896,2.45935,1.82903,,,
2.38556,2.15745,1.86564,,,
2.1947,2.25143,1.88957,,,
2.16017,2.31875,1.9645,,,
2.06777,2.18274,1.89403,,,
2.13477,2.21534,1.86238,,,
2.07239,2.16343,2.04167,,,
2.144,2.24139,1.98556,,,
2.10224,2.20592,2.14116,,,
2.28987,2.3494,1.96181,,,
2.17655,2.44059,1.93838,,,
2.33361,2.19918,1.97289,,,
2.16088,2.1661,2.14679,,,
2.73146,2.17819,1.99544,,,
2.81666,2.18752,2.09747,,,
2.27441,2.20729,1.97527,,,
2.35847,2.05922,1.90255,,,
2.08304,2.16853,2.25376,,,
2.10752,2.57711,2.05438,,,
2.15804,2.58651,2.14861,,,
2.08691,2.3191,1.9041,,,
2.19819,2.23788,1.90244,,,
2.10048,2.17353,2.03871,,,
2.17399,2.22036,1.91799,,,
2.37458,2.34009,2.00181,,,
2.52685,2.20677,1.91165,,,
2.09065,2.17647,2.11758,,,
2.14535,2.24887,1.93729,,,
3.87686,2.21848,1.99122,,,
2.58966,2.19319,5.58636,,,
2.15821,2.54867,3.01151,,,
2.28192,2.65051,2.03206,,,
2.14279,2.29634,1.88993,,,
2.10749,2.35765,2.05157,,,
2.10231,2.24038,1.89731,,,
2.11231,2.188,1.86785,,,
2.06527,2.16177,1.85321,,,
2.09219,2.12008,2.20311,,,
2.26179,2.272,2.04834,,,
2.26207,2.21399,2.21964,,,
2.30113,2.32471,2.40249,,,
2.29671,2.17914,2.02266,,,
2.20466,2.1253,2.14398,,,
2.15954,2.12112,2.00877,,,
2.09383,2.08392,1.94809,,,
2.00691,2.23252,1.89777,,,
2.04604,2.08036,1.90003,,,
2.0068,2.0933,2.02643,,,
2.00216,2.20074,2.11362,,,
2.05052,2.11162,1.99508,,,
2.08248,2.17844,1.95749,,,
2.1972,2.27594,1.90723,,,
2.08586,2.12392,2.04377,,,
2.07884,2.08388,1.9977,,,
1.97954,2.26401,1.8825,,,
2.25164,2.32032,1.97108,,,
2.10659,2.23856,1.85856,,,
2.04101,3.37293,1.89304,,,
1.98711,2.68702,1.9537,,,
2.0093,2.63812,1.86211,,,
2.09629,2.40389,1.90006,,,
2.28422,2.38786,1.82013,,,
2.0993,2.25354,1.95018,,,
2.14972,2.37502,1.9434,,,
1.98834,2.33551,2.14566,,,
2.1426,2.20324,2.20906,,,
2.15241,2.13838,1.92676,,,
2.25643,2.2137,2.07724,,,
2.08286,2.03184,1.8399,,,
2.174,2.58244,1.93269,,,
2.0416,2.32563,1.86978,,,
3.27602,2.16583,1.87756,,,
2.44992,2.26416,2.07899,,,
2.46397,2.25203,1.94323,,,
2.17203,2.17668,1.90674,,,
2.11712,2.21076,1.89286,,,
2.05748,2.19349,1.8823,,,
2.01481,2.23703,2.14209,,,
2.11623,2.17408,1.98909,,,
2.03431,2.21198,1.91018,,,
2.06176,2.28613,1.89068,,,
2.33567,,1.88281,,,
