"ll-115200-dma-debug","ll-115200-dma-minsize","ll-115200-dma-release","ll-115200-irq-debug","ll-115200-irq-minsize","ll-115200-irq-release","ll-115200-poll-debug","ll-115200-poll-minsize","ll-115200-poll-release"
1164680,NA,NA,NA,1048640,1048460,1063490,1053210,NA
1155360,NA,NA,NA,1047320,1047220,1061910,1052010,NA
1092160,NA,NA,NA,1054700,1045880,1060620,1050620,NA
1177060,NA,NA,NA,1053380,1053300,1059540,1049280,NA
1167890,NA,NA,NA,1052060,1051980,1066390,1047990,NA
1158690,NA,NA,NA,1050740,1050580,1065050,1046750,NA
1087110,NA,NA,NA,1049540,1049260,1063900,1054240,NA
1171570,NA,NA,NA,1048200,1047920,1062940,1052690,NA
1171150,NA,NA,NA,1046840,1046720,1061580,1051610,NA
1162400,NA,NA,NA,1054240,1045360,1060340,1050140,NA
1090440,NA,NA,NA,1052920,1052640,1067660,1048710,NA
1174920,NA,NA,NA,1051620,1051420,1066110,1047440,NA
1166050,NA,NA,NA,1050240,1050060,1064820,1046100,NA
1156860,NA,NA,NA,1048880,1048720,1063740,1053710,NA
1085260,NA,NA,NA,1047540,1047500,1062190,1052130,NA
1178460,NA,NA,NA,1054960,1046100,1060810,1050840,NA
1169290,NA,NA,NA,1053640,1044760,1059710,1049600,NA
1160410,NA,NA,NA,1052320,1052180,1067110,1048190,NA
1088420,NA,NA,NA,1051000,1050800,1065670,1047160,NA
1173330,NA,NA,NA,1049640,1049480,1064550,1054320,NA
1164170,NA,NA,NA,1048340,1048140,1062810,1052950,NA
1163690,NA,NA,NA,1047000,1046940,1061370,1051640,NA
1091820,NA,NA,NA,1054380,1045560,1060170,1050370,NA
1176670,NA,NA,NA,1053040,1052980,1067530,1048930,NA
1167470,NA,NA,NA,1051840,1051600,1065970,1047870,NA
1158660,NA,NA,NA,1050520,1050260,1064700,1046410,NA
1086670,NA,NA,NA,1049200,1048920,1063650,1053690,NA
1171190,NA,NA,NA,1047780,1047660,1062070,1052380,NA
1170810,NA,NA,NA,1055180,1046340,1060730,1051090,NA
1162110,NA,NA,NA,1053860,1044980,1059740,1049960,NA
1090140,NA,NA,NA,1052540,1052420,1067120,1048460,NA
1174620,NA,NA,NA,1051240,1051100,1065660,1047190,NA
1165790,NA,NA,NA,1049860,1049740,1064460,1054540,NA
1156850,NA,NA,NA,1048560,1048420,1063380,1053410,NA
1093620,NA,NA,NA,1047220,1047080,1061880,1052100,NA
1178110,NA,NA,NA,1054640,1045760,1060610,1050590,NA
1169320,NA,NA,NA,1053320,1053140,1058890,1049250,NA
1160060,NA,NA,NA,1052000,1051820,1066430,1048110,NA
1088080,NA,NA,NA,1050640,1050500,1065120,1046540,NA
1172930,NA,NA,NA,1049320,1049160,1063940,1053940,NA
1163690,NA,NA,NA,1048000,1047840,1062460,1052810,NA
1163660,NA,NA,NA,1046680,1046520,1061150,1051310,NA
1091610,NA,NA,NA,1054080,1045300,1059970,1049940,NA
1176140,NA,NA,NA,1052760,1052580,1067310,1048630,NA
1167260,NA,NA,NA,1051460,1051320,1065810,1047360,NA
1158080,NA,NA,NA,1050100,1049960,1064540,1054710,NA
1086480,NA,NA,NA,1048780,NA,1063480,1053440,NA
1179710,NA,NA,NA,1047460,NA,1061930,1052100,NA
1170510,NA,NA,NA,1054860,NA,1060620,1050950,NA
1161740,NA,NA,NA,1053540,NA,1059540,1049640,NA
1089750,NA,NA,NA,1052240,NA,1066990,1048370,NA
1174280,NA,NA,NA,1050880,NA,1065670,1046810,NA
1165530,NA,NA,NA,1049540,NA,1063810,1054400,NA
1156300,NA,NA,NA,1048220,NA,1062850,1052820,NA
1093200,NA,NA,NA,1046900,NA,1061360,1051530,NA
1177970,NA,NA,NA,1054320,NA,1060140,1050260,NA
1168770,NA,NA,NA,1052980,NA,1067510,1048820,NA
1159920,NA,NA,NA,1051680,NA,1066030,1047790,NA
1087970,NA,NA,NA,1050320,NA,1064740,1046310,NA
1172410,NA,NA,NA,1049020,NA,1063660,1053590,NA
1163660,NA,NA,NA,1047680,NA,1062100,1052250,NA
1163210,NA,NA,NA,1055080,NA,1060880,1050960,NA
1091190,NA,NA,NA,1053760,NA,1059760,1049710,NA
1176060,NA,NA,NA,1052440,NA,1067160,1048300,NA
1166830,NA,NA,NA,1051100,NA,1065700,1047270,NA
1157870,NA,NA,NA,1049760,NA,1064480,1054410,NA
1085910,NA,NA,NA,1048460,NA,1062760,1053280,NA
1179210,NA,NA,NA,1047120,NA,1061970,1051940,NA
1170460,NA,NA,NA,1054540,NA,1060630,1050360,NA
1161240,NA,NA,NA,1053220,NA,1058900,1049140,NA
1089290,NA,NA,NA,1051900,NA,1066410,1048010,NA
1174150,NA,NA,NA,1050640,NA,1065070,1046530,NA
1164920,NA,NA,NA,1049280,NA,1064020,1054020,NA
1156050,NA,NA,NA,1047980,NA,1062420,1052710,NA
1092820,NA,NA,NA,1046640,NA,1061030,1051440,NA
1177700,NA,NA,NA,1054000,NA,1059880,1050080,NA
1168410,NA,NA,NA,1052660,NA,1067260,1048790,NA
1159610,NA,NA,NA,1051320,NA,1065750,1047490,NA
1087590,NA,NA,NA,1049980,NA,1064460,1054540,NA
1172440,NA,NA,NA,1048680,NA,1063410,1053270,NA
1171950,NA,NA,NA,NA,NA,1061900,1052160,NA
1162690,NA,NA,NA,NA,NA,1060610,1050670,NA
1091110,NA,NA,NA,NA,NA,1059510,1049380,NA
1175640,NA,NA,NA,NA,NA,1066410,1048210,NA
1166800,NA,NA,NA,NA,NA,1065060,1046630,NA
1157550,NA,NA,NA,NA,NA,1063880,1054010,NA
1085670,NA,NA,NA,NA,NA,1062930,1052760,NA
1179250,NA,NA,NA,NA,NA,1061470,1051470,NA
1169980,NA,NA,NA,NA,NA,1060250,1050320,NA
1160800,NA,NA,NA,NA,NA,1067600,1048980,NA
1089200,NA,NA,NA,NA,NA,1066040,1047400,NA
1173700,NA,NA,NA,NA,NA,1064750,NA,NA
1164910,NA,NA,NA,NA,NA,1063700,NA,NA
1155660,NA,NA,NA,NA,NA,1062220,NA,NA
1092410,NA,NA,NA,NA,NA,1060830,NA,NA
1177300,NA,NA,NA,NA,NA,1059700,NA,NA
1168080,NA,NA,NA,NA,NA,1067100,NA,NA
1159160,NA,NA,NA,NA,NA,1065640,NA,NA
1087190,NA,NA,NA,NA,NA,1064410,NA,NA
1172040,NA,NA,NA,NA,NA,1062740,NA,NA
1171570,NA,NA,NA,NA,NA,1061310,NA,NA
1162360,NA,NA,NA,NA,NA,1060110,NA,NA
1090780,NA,NA,NA,NA,NA,1067440,NA,NA
1175210,NA,NA,NA,NA,NA,1066550,NA,NA
1166380,NA,NA,NA,NA,NA,1065260,NA,NA
1157110,NA,NA,NA,NA,NA,1063440,NA,NA
1085150,NA,NA,NA,NA,NA,1062530,NA,NA
1178870,NA,NA,NA,NA,NA,1061170,NA,NA
1169520,NA,NA,NA,NA,NA,1059970,NA,NA
1160710,NA,NA,NA,NA,NA,1067320,NA,NA
1088700,NA,NA,NA,NA,NA,1065770,NA,NA
1173500,NA,NA,NA,NA,NA,1064480,NA,NA
1164320,NA,NA,NA,NA,NA,1063390,NA,NA
1163890,NA,NA,NA,NA,NA,1061880,NA,NA
1091960,NA,NA,NA,NA,NA,1060620,NA,NA
1176950,NA,NA,NA,NA,NA,1058990,NA,NA
1167780,NA,NA,NA,NA,NA,1066510,NA,NA
1158960,NA,NA,NA,NA,NA,1065150,NA,NA
1087100,NA,NA,NA,NA,NA,1064000,NA,NA
1171510,NA,NA,NA,NA,NA,1062440,NA,NA
1171120,NA,NA,NA,NA,NA,1061080,NA,NA
1162350,NA,NA,NA,NA,NA,1059930,NA,NA
1090370,NA,NA,NA,NA,NA,1067280,NA,NA
1174850,NA,NA,NA,NA,NA,1065750,NA,NA
1166090,NA,NA,NA,NA,NA,NA,NA,NA
1156840,NA,NA,NA,NA,NA,NA,NA,NA
1093650,NA,NA,NA,NA,NA,NA,NA,NA
1178490,NA,NA,NA,NA,NA,NA,NA,NA
1169310,NA,NA,NA,NA,NA,NA,NA,NA
1160340,NA,NA,NA,NA,NA,NA,NA,NA
1088350,NA,NA,NA,NA,NA,NA,NA,NA
1173250,NA,NA,NA,NA,NA,NA,NA,NA
1164090,NA,NA,NA,NA,NA,NA,NA,NA
1163650,NA,NA,NA,NA,NA,NA,NA,NA
1091730,NA,NA,NA,NA,NA,NA,NA,NA
1176580,NA,NA,NA,NA,NA,NA,NA,NA
1167400,NA,NA,NA,NA,NA,NA,NA,NA
1158590,NA,NA,NA,NA,NA,NA,NA,NA
1086590,NA,NA,NA,NA,NA,NA,NA,NA
1179850,NA,NA,NA,NA,NA,NA,NA,NA
1170970,NA,NA,NA,NA,NA,NA,NA,NA
1161720,NA,NA,NA,NA,NA,NA,NA,NA
1089750,NA,NA,NA,NA,NA,NA,NA,NA
1174690,NA,NA,NA,NA,NA,NA,NA,NA
1165490,NA,NA,NA,NA,NA,NA,NA,NA
1156650,NA,NA,NA,NA,NA,NA,NA,NA
1093470,NA,NA,NA,NA,NA,NA,NA,NA
1177920,NA,NA,NA,NA,NA,NA,NA,NA
1169200,NA,NA,NA,NA,NA,NA,NA,NA
1159940,NA,NA,NA,NA,NA,NA,NA,NA
1088020,NA,NA,NA,NA,NA,NA,NA,NA
1172860,NA,NA,NA,NA,NA,NA,NA,NA
1163620,NA,NA,NA,NA,NA,NA,NA,NA
1163560,NA,NA,NA,NA,NA,NA,NA,NA
1091580,NA,NA,NA,NA,NA,NA,NA,NA
1176170,NA,NA,NA,NA,NA,NA,NA,NA
1167370,NA,NA,NA,NA,NA,NA,NA,NA
1158200,NA,NA,NA,NA,NA,NA,NA,NA
1086220,NA,NA,NA,NA,NA,NA,NA,NA
1179470,NA,NA,NA,NA,NA,NA,NA,NA
1170680,NA,NA,NA,NA,NA,NA,NA,NA
1161720,NA,NA,NA,NA,NA,NA,NA,NA
1089750,NA,NA,NA,NA,NA,NA,NA,NA
1174240,NA,NA,NA,NA,NA,NA,NA,NA
1165470,NA,NA,NA,NA,NA,NA,NA,NA
1156230,NA,NA,NA,NA,NA,NA,NA,NA
1093010,NA,NA,NA,NA,NA,NA,NA,NA
1177850,NA,NA,NA,NA,NA,NA,NA,NA
1168650,NA,NA,NA,NA,NA,NA,NA,NA
1159520,NA,NA,NA,NA,NA,NA,NA,NA
1087580,NA,NA,NA,NA,NA,NA,NA,NA
1172530,NA,NA,NA,NA,NA,NA,NA,NA
1163570,NA,NA,NA,NA,NA,NA,NA,NA
1163140,NA,NA,NA,NA,NA,NA,NA,NA
1091160,NA,NA,NA,NA,NA,NA,NA,NA
1176010,NA,NA,NA,NA,NA,NA,NA,NA
1166790,NA,NA,NA,NA,NA,NA,NA,NA
1157980,NA,NA,NA,NA,NA,NA,NA,NA
1086000,NA,NA,NA,NA,NA,NA,NA,NA
1179250,NA,NA,NA,NA,NA,NA,NA,NA
1170090,NA,NA,NA,NA,NA,NA,NA,NA
1161270,NA,NA,NA,NA,NA,NA,NA,NA
1089390,NA,NA,NA,NA,NA,NA,NA,NA
1174170,NA,NA,NA,NA,NA,NA,NA,NA
1164950,NA,NA,NA,NA,NA,NA,NA,NA
1156120,NA,NA,NA,NA,NA,NA,NA,NA
1092880,NA,NA,NA,NA,NA,NA,NA,NA
1177350,NA,NA,NA,NA,NA,NA,NA,NA
1168590,NA,NA,NA,NA,NA,NA,NA,NA
1159330,NA,NA,NA,NA,NA,NA,NA,NA
1087360,NA,NA,NA,NA,NA,NA,NA,NA
1172210,NA,NA,NA,NA,NA,NA,NA,NA
