115200-DMA,115200-IRQ,115200-POLL,230400-DMA,230400-IRQ,230400-POLL,460800-DMA,460800-IRQ,460800-POLL,921600-DMA,921600-IRQ,921600-POLL,1843200-DMA,1843200-IRQ,1843200-POLL
94468,4238,7568,9404,7814,7054,8412,5382,4142,16121,3431,3061,10925.5,5335.5,4975.5
10948,4948,8118,53524,4094,3444,30802,3912,4972,15231,2731,2291,14345.5,5045.5,4695.5
98448,5658,8928,52974,4854,4204,30172,4692,5482,7421,3051,2841,13695.5,4885.5,5005.5
97808,6348,9478,52334,5514,4784,27392,5342,3952,17531,3491,3131,12165.5,5235.5,4785.5
97168,6928,10278,7794,6164,5614,8982,3872,4782,16541,2811,2371,11225.5,4945.5,5025.5
13788,7648,10828,52034,6934,6144,31472,4502,5542,15631,3121,2911,14525.5,5285.5,4815.5
101178,8338,2998,51404,7594,6974,28682,5292,4022,6831,3571,3201,13395.5,5025.5,4625.5
91888,9048,3548,50754,3984,3284,28032,5942,4602,17921,2881,2461,12365.5,5385.5,4905.5
91278,9738,4358,10604,4644,4124,9612,4462,5362,16021,3201,3041,10875.5,5215.5,4665.5
7868,10468,4908,54724,5294,4694,29872,5112,3862,15001,3651,3301,14785.5,4935.5,5215.5
95268,11178,5718,49824,6054,5464,29232,5892,4622,7211,2951,2571,13635.5,5265.5,4985.5
94658,3138,6298,49184,6714,6034,28592,4422,5202,17331,3271,3091,12115.5,5105.5,4745.5
94118,3838,7128,9024,7364,6864,8052,5072,3682,16321,3721,3401,11065.5,4825.5,5035.5
10628,4568,7708,53144,3764,7364,30432,5702,4442,15421,3031,2621,14515.5,5175.5,4795.5
98108,5278,8468,52494,4414,3744,29902,4232,5272,6531,3341,3191,13345.5,5005.5,5085.5
97488,5978,9048,51994,5184,4584,27022,5012,3752,17751,2661,2411,12335.5,5365.5,4845.5
96868,6598,9358,7474,5844,5084,8602,5662,4522,16841,2971,2711,10815.5,5105.5,4615.5
13348,7298,10118,51574,6494,5914,31072,4192,5092,14821,3421,3241,14735.5,4945.5,4895.5
100848,7978,10688,50954,7254,6494,28312,4832,5662,7031,2731,3571,13465.5,5285.5,4925.5
100218,8708,2608,50314,3534,7254,27662,5612,4322,18151,3041,2811,11935.5,4995.5,5215.5
90928,9418,3378,10274,4304,3634,9262,4152,4922,16261,3491,3101,11035.5,5335.5,4975.5
7518,10128,3978,54404,4964,4214,29492,4832,5682,15241,2811,2601,14455.5,5155.5,4735.5
94898,10818,4738,53764,5614,4974,28932,5492,4162,7481,3121,2891,13805.5,4875.5,5025.5
94378,2768,5578,48844,6384,5814,28292,4022,5002,17581,3571,3171,12255.5,5235.5,4785.5
93738,3468,6148,8694,7044,6384,9852,4692,5502,16651,2881,2411,10725.5,4965.5,4545.5
10208,4168,6908,52824,7694,7144,30092,5392,4242,15761,3201,2961,14665.5,5325.5,4835.5
97708,4888,7488,52164,4084,3544,29442,6032,4812,6831,3651,3251,13385.5,5165.5,4595.5
97058,5598,8318,51524,4734,4044,28912,4562,5582,18051,2961,2491,12485.5,4885.5,4905.5
96518,6298,8818,11464,5534,4884,8282,5342,4052,17161,3261,3041,10945.5,5215.5,4695.5
13028,6988,9658,51224,6124,5454,30522,5992,4632,15011,2581,3331,14265.5,5045.5,4485.5
100508,7588,10228,50574,6924,6214,29992,4502,5402,7231,2991,2571,13625.5,4765.5,4985.5
99878,8278,2338,50044,7584,6794,27122,5182,3872,17341,3311,3121,12105.5,5125.5,4775.5
99258,8998,2938,9884,3874,7624,8692,5872,4702,16421,2621,3391,11105.5,4955.5,5085.5
7108,9688,3708,54024,4634,3944,31162,4392,5212,15521,3071,2631,14515.5,5325.5,4795.5
94598,10388,4538,53124,5284,4774,28402,5042,3942,6601,3401,3181,13365.5,5025.5,4585.5
93978,11108,5118,48234,5934,5344,27752,5822,4512,17841,2701,2421,12345.5,5375.5,4895.5
93318,3168,5878,8084,6704,6114,9342,4352,5272,16841,3011,2711,10815.5,5095.5,4615.5
9918,3758,6448,52204,7364,6714,29582,4992,3752,14911,3421,3261,14725.5,4935.5,4405.5
97298,4448,7288,51594,3764,7474,29022,5672,4322,7121,2731,2501,13605.5,5275.5,4735.5
96768,5168,7788,50934,4414,3854,28382,4232,5092,18231,3171,2811,12065.5,5095.5,4495.5
96118,5868,8628,10814,5064,4164,9972,4892,5662,16311,3491,3381,11055.5,4815.5,5045.5
12608,6558,9198,54944,5834,4924,30192,5572,4162,15301,2811,2651,14475.5,5175.5,4805.5
100098,7288,9958,50044,6484,5494,29532,4102,4982,7511,3241,2891,13825.5,4915.5,5095.5
99438,7998,10558,49404,7134,6334,29002,4742,5532,17641,3571,3201,12285.5,5265.5,4855.5
98918,8698,2668,9254,7904,7094,8372,5412,4242,16741,2891,2721,10755.5,5105.5,4615.5
6798,9398,3248,53374,4194,3214,30762,3962,4792,14721,3321,2961,14695.5,4815.5,4905.5
94158,9988,4078,52724,4954,4054,30202,4742,5602,6821,3641,2231,13445.5,5155.5,4665.5
93628,10678,4848,52204,5614,4824,27442,5392,4062,18051,2951,2801,11905.5,4985.5,4955.5
93018,2798,5418,7724,6264,5384,8892,6052,4612,16011,3391,3031,11025.5,5345.5,4985.5
9488,3488,6248,51834,7034,6224,31382,4602,5412,15121,2711,2291,14345.5,5065.5,4745.5
96998,4078,6758,51184,7684,6724,28602,5272,3862,7331,3031,2631,13715.5,4935.5,5035.5
96378,4778,7588,50564,4074,3104,27952,5962,4672,17451,3471,3181,12205.5,5135.5,4795.5
95708,5488,8168,10534,4734,3944,9572,4512,5242,16571,2791,2421,11165.5,4915.5,4565.5
12318,6198,8948,54654,5394,4444,29812,5202,3722,15531,3111,2701,14575.5,5265.5,4845.5
99698,6888,9528,49644,6154,5274,29162,5872,4562,6661,3551,3251,13445.5,5115.5,4615.5
99158,7618,10288,49004,6814,5844,28642,4442,5322,17891,2871,2491,12425.5,5075.5,4895.5
98518,8318,10868,8994,7464,6604,7982,5102,3802,17001,3181,2781,10905.5,5165.5,4665.5
14998,9028,3058,52974,3634,7184,30462,5752,4372,14991,3491,3331,14845.5,5025.5,5215.5
93858,9718,3808,52454,4284,3584,29802,4272,5142,7171,2801,2571,13565.5,5365.5,4965.5
93208,10308,4388,51814,4974,4404,27052,4952,3612,18401,3221,2861,12045.5,5125.5,4755.5
92558,10998,4958,11654,5634,4954,8622,5642,4452,16391,3531,3411,11145.5,5005.5,5065.5
9168,3078,5718,51504,6394,5764,30992,4212,4952,15391,2841,2651,14455.5,5185.5,4805.5
96558,3788,6558,50884,7054,6314,30312,4882,3702,7601,3291,2931,13805.5,5165.5,4595.5
96028,4498,7128,50234,3454,7124,27442,5552,4262,17711,3611,3481,12275.5,5355.5,4855.5
95408,5198,7918,10124,4104,3484,9012,4102,5022,16821,2911,2711,10765.5,5145.5,4645.5
11888,5888,8488,54224,4764,4294,31482,4742,5592,14811,3361,3001,14705.5,4985.5,4905.5
99398,6488,9258,53594,5524,4844,28732,5382,4072,6991,2681,2501,13545.5,5245.5,4695.5
98148,7178,9828,48724,6174,5654,28072,3912,4842,18111,2991,2791,12025.5,5125.5,5225.5
97608,7888,10668,8554,6834,6204,9672,4692,5672,16121,3441,3081,10985.5,5375.5,5005.5
14098,8598,2518,52704,7594,7034,29902,5342,4152,15191,2761,2321,14425.5,5225.5,4745.5
101598,9288,3358,52084,3894,7604,29252,5992,4652,7421,3071,2871,13785.5,5085.5,5085.5
92338,10008,3928,51434,4584,3984,28642,4512,5492,17521,3521,3181,12245.5,5385.5,4845.5
91738,10718,4688,11314,5374,4744,8092,5292,3962,16501,2831,2441,10725.5,5215.5,4605.5
8228,11428,5518,51044,6034,5324,30482,5962,4752,15601,3141,3011,14655.5,4945.5,4895.5
95718,3388,6098,50524,6684,6154,29942,4482,5322,6701,3581,3251,13395.5,5275.5,4665.5
95088,4118,6888,49884,7374,6664,27072,5132,3992,17921,2901,2521,12485.5,5015.5,4935.5
94428,4828,7458,9714,3774,7494,8672,5782,4572,15921,3211,2831,10935.5,5385.5,4705.5
11038,5528,8218,53844,4424,3874,31152,4302,5402,15021,3641,3331,14365.5,5225.5,4725.5
98438,6228,8798,53224,5084,4384,28352,5082,3812,7251,2951,2591,13705.5,4945.5,5015.5
97798,6808,9628,52424,5854,5224,27712,5732,4372,18351,3271,2901,12165.5,5295.5,4775.5
97158,7538,10128,7904,6504,5784,9302,4282,4952,16431,3701,2351,11135.5,5165.5,5075.5
13738,8268,10968,52014,7164,6554,29552,4952,5712,15431,3011,2661,14575.5,5375.5,4835.5
101228,8978,2898,51494,3554,7384,28912,5612,4192,6641,3341,2991,13285.5,5225.5,4595.5
100618,9678,3658,50864,4204,3514,28272,4142,5022,17751,2651,2231,12405.5,5575.5,4885.5
91338,10368,4228,10704,4974,4264,9872,4792,5552,16851,3071,2781,10795.5,5295.5,4645.5
7818,10968,5088,54824,5624,5094,30112,5572,4292,14821,3501,3071,14825.5,5115.5,4935.5
95298,3018,5638,49924,6284,5674,29582,3982,4792,7031,2811,2311,13555.5,5475.5,4955.5
94648,3708,6448,49294,7054,6434,28942,4762,5632,18251,3131,2861,12005.5,5205.5,4725.5
94108,4438,6998,9154,7704,7014,8262,5452,4102,16201,3561,3151,11125.5,5555.5,5005.5
10568,5148,7808,53264,4104,3394,30752,6122,4872,15311,2891,2391,14425.5,5295.5,4775.5
98068,5858,8618,52614,4744,4184,30112,4662,5442,7531,3201,2941,13775.5,5085.5,5065.5
97428,6468,9168,51974,5404,4754,27332,5312,3922,17641,3511,3231,12255.5,5425.5,4845.5
96878,7178,9978,7564,6174,5514,8932,5962,4682,16611,2821,2471,10715.5,5285.5,4625.5
13358,7868,10528,51674,6824,6094,31312,4512,5262,15691,3261,3011,14645.5,4995.5,4935.5
100828,8588,11338,51024,7484,6924,28542,5182,3992,6781,3701,3301,13485.5,5345.5,4655.5
100198,9298,3248,50494,3884,3234,27762,5852,4492,18001,3001,2541,11955.5,5065.5,4965.5
90958,9998,4088,10354,4534,4074,9342,4402,5322,15971,3321,3081,10945.5,5415.5,4755.5
7428,10698,4658,54474,5304,4634,29692,5072,3802,15071,3741,2321,14385.5,5275.5,4725.5
94928,11288,5448,53814,5944,5404,29052,5872,4562,7271,3061,2611,13735.5,4995.5,5045.5
94308,3348,6008,48934,6604,5974,28402,4382,5142,17381,3391,3161,12205.5,5265.5,4825.5
93648,4038,6798,8774,7374,6814,7762,5062,3622,16391,2691,2401,11175.5,5115.5,5065.5
10238,4758,7368,52864,3654,7334,30242,5612,4382,15501,3131,2681,14595.5,5435.5,4855.5
97728,5468,8158,52224,4424,3714,29582,4042,5222,6601,3451,2971,13445.5,5255.5,4665.5
97068,6178,8738,51704,5084,4484,26822,4842,5792,17831,2761,2501,12415.5,4975.5,4955.5
96418,6868,9518,11554,5734,5054,8392,5522,4192,16901,3201,2811,10905.5,5325.5,4715.5
13018,7458,10098,51304,6504,5894,30892,4042,5052,14881,3551,3071,14325.5,5165.5,4485.5
100508,8158,10878,50754,7144,6654,30252,4692,5822,7101,2881,2601,13585.5,5525.5,4775.5
99868,8868,2838,50134,7804,7224,27482,5332,4302,18241,3221,2861,12065.5,5245.5,4795.5
99218,9578,3648,9964,4204,3614,8962,3862,4872,16231,3651,3171,11155.5,5095.5,4545.5
7068,10258,4198,54064,4854,4374,31442,4642,5622,15311,2851,2651,14465.5,5335.5,4835.5
94588,10988,5008,53424,5624,4944,28632,5292,4102,7561,3291,2961,13345.5,5195.5,4605.5
93968,3048,5808,48534,6284,5794,28002,5932,4942,17671,3721,3221,12325.5,5515.5,4885.5
93338,3658,6358,8364,6934,6274,9592,4462,5442,16761,3031,2741,10825.5,5235.5,4655.5
9828,4368,7178,52474,7704,7114,29842,5242,3912,15761,3231,3001,14755.5,4925.5,4935.5
97318,5088,7728,51954,3984,7684,29212,5892,4752,6961,2651,3341,13585.5,5395.5,4705.5
96728,5808,8538,51334,4744,3994,28682,4422,5512,18081,2991,2581,11945.5,5005.5,4465.5
96068,6498,9088,11164,5404,4574,8052,5062,4022,16091,3311,3131,11045.5,4855.5,5015.5
12688,7188,9918,50914,6054,5144,30532,5842,4522,15161,2731,2371,14365.5,5335.5,4785.5
100048,7788,10468,50294,6824,5904,29882,4362,5352,7381,3071,2661,13715.5,4915.5,5065.5
99518,8478,11278,49774,7474,6744,27122,5012,3832,17481,3381,3201,12195.5,5415.5,4835.5
98898,9198,3188,9624,3874,7314,8572,5662,4332,16561,2691,3491,10675.5,5005.5,4595.5
15348,9898,3998,53764,4534,3624,31072,4182,5172,15541,3141,2731,14605.5,5485.5,4885.5
94218,10588,4548,53134,5184,4484,28312,4972,3652,6621,3461,3281,13455.5,5315.5,4645.5
93598,11328,5358,52474,5944,4984,27652,5622,4412,17871,2881,2521,12435.5,4915.5,4435.5
92928,3288,5898,7944,6594,5824,9262,4152,4972,16981,3221,2811,10905.5,5395.5,4745.5
9548,3998,6708,51914,7254,6384,31732,4782,5812,14931,3531,3361,14345.5,5105.5,5045.5
96918,4688,7528,51314,3654,7154,28932,5562,4222,7141,2951,2601,13725.5,4915.5,5025.5
96358,5418,8078,50664,4304,3534,28312,4092,4792,17251,3291,2891,12175.5,5135.5,4815.5
95738,6128,8668,10534,5074,4104,9762,4742,3532,16331,3601,3421,11195.5,4975.5,5125.5
12218,6828,9488,54644,5734,4874,30122,5382,4032,15431,3021,2661,14495.5,5305.5,4835.5
99708,7528,10298,49744,6384,5444,29452,3912,4872,7621,3361,2951,13345.5,5035.5,4625.5
99088,8108,10848,49094,7144,6284,28802,4692,5442,17731,2681,3501,12335.5,4875.5,4935.5
98438,8798,3018,9054,7574,7044,8272,5342,4112,16741,3101,2741,10805.5,5205.5,4655.5
15038,9518,3568,53184,3864,3184,30502,5982,4682,14721,3441,3031,14735.5,4945.5,4445.5
93768,10218,4378,52454,4634,3954,29972,4502,5522,6941,2641,2271,13615.5,5285.5,4775.5
93248,10918,4928,51924,5284,4784,27092,5292,3922,18171,3071,2841,12075.5,5115.5,4535.5
92638,11648,5738,7534,5934,5364,8692,5942,4762,16141,3381,3151,11065.5,4835.5,4825.5
9108,3698,6288,51514,6704,6124,31192,4462,5362,15241,2711,2421,14475.5,5165.5,4855.5
96608,4278,7088,50974,7364,6694,28312,5112,3812,7441,3141,2921,13825.5,5005.5,5145.5
95368,4978,7618,50364,3744,7534,27782,5892,4622,17551,3451,3231,12335.5,5335.5,4905.5
94848,5688,8428,10194,4404,3834,9262,4422,5162,16641,2781,2491,10785.5,5045.5,5195.5
11318,6398,9238,54304,5064,4404,29612,5072,3882,15621,3221,2991,14705.5,4855.5,4955.5
98798,7088,9788,53654,5824,5244,28932,5702,4432,6851,3531,3301,13435.5,5195.5,4705.5
98138,7818,10598,48774,6484,6014,28292,4132,5242,17951,2861,2571,12535.5,5025.5,4995.5
97518,8438,11148,8684,7134,6584,7782,4782,3692,16921,3291,3061,11025.5,5375.5,4765.5
14118,9128,3318,52804,3574,7154,30142,5562,4242,15031,2611,3371,14335.5,5075.5,4525.5
101588,9838,3868,52124,4224,3724,29512,4092,5052,7111,2931,2661,13675.5,4915.5,5075.5
92328,10548,4678,51514,4874,4304,28982,4742,5872,18361,3361,2951,12155.5,5245.5,4835.5
91698,11238,5228,11464,5634,5134,8352,5392,4342,16341,2671,3231,11225.5,4985.5,4605.5
8178,3328,6068,51224,6294,5634,30822,3912,4922,15441,3011,2741,14655.5,5405.5,4885.5
95658,4018,6618,50594,6954,6474,30182,4692,5702,6541,3441,3021,13385.5,5105.5,4655.5
95028,4098,7418,49934,7714,7044,27422,5332,4182,17771,2761,3311,12445.5,4935.5,4935.5
94378,4808,7968,9814,4004,3354,8872,3862,4972,16851,3091,2811,10945.5,5265.5,4705.5
10978,5508,8778,53904,4764,4194,31372,4502,5542,14841,3521,3101,14245.5,4985.5,4985.5
98478,6238,9328,53384,5424,4794,28622,5282,3972,7061,2831,2341,13575.5,4825.5,5015.5
97828,6848,10138,48384,6074,5594,27952,5942,4802,18181,3151,2891,12075.5,5165.5,4545.5
97188,7558,10948,8344,6834,6144,9562,4462,5592,16161,3441,3181,11135.5,4875.5,5115.5
13798,8248,2858,52444,7494,6954,29792,5112,4062,15271,2781,2421,14565.5,5225.5,4855.5
101148,8958,3668,51794,3924,7504,29232,5892,4592,7491,3231,2971,13305.5,5045.5,5165.5
100618,9668,4218,51134,4584,3864,28592,4412,5422,17601,3521,3251,12405.5,5375.5,4895.5
91248,10388,5008,10994,5244,4674,7922,5062,3862,16691,2861,2491,10765.5,5115.5,4685.5
7838,11078,5558,55114,5894,5224,30432,5702,4432,15691,3301,3031,14705.5,4965.5,4945.5
95318,3028,6368,50204,6694,6034,29782,4232,5222,6771,3611,3321,13555.5,5315.5,4735.5
94708,3728,6918,49614,7354,6844,27002,5012,3692,18011,2931,2561,12535.5,5025.5,4475.5
94028,4428,7728,9464,3634,7394,8602,5662,4482,15991,3371,3111,11005.5,4855.5,4785.5
10628,5148,8268,53574,4394,3784,30972,4192,5052,15091,2671,2351,14445.5,5185.5,4785.5
98018,5858,9078,52924,5054,4354,30292,4832,5842,7321,3001,2631,13795.5,4935.5,5125.5
97478,6568,9888,52404,5714,5144,27422,5602,4322,17421,3451,3211,12255.5,5275.5,4885.5
96838,7258,10438,7994,6474,5974,8992,4132,4852,16401,2751,3521,10755.5,5105.5,4655.5
13318,7838,11258,52004,7134,6494,31502,4782,5702,15501,3081,2781,14695.5,5445.5,4935.5
100808,8558,3158,51204,7794,7324,28722,5432,4152,6591,3531,3291,13395.5,5155.5,4705.5
100198,9248,3758,50564,4224,3664,28082,3952,4962,17821,2821,2551,12515.5,4985.5,4465.5
90918,9958,4568,10404,4864,4234,9692,4742,5512,16921,3161,2861,10975.5,5325.5,4755.5
7508,10648,5378,54534,5524,5024,29922,5392,3962,14891,3611,3101,14275.5,5045.5,4515.5
94878,2748,5928,49534,6284,5594,29272,6032,4782,7001,2891,2361,13625.5,4885.5,5065.5
94348,3438,6738,49004,6944,6394,28642,4562,5592,18241,3231,2941,12095.5,5225.5,4825.5
93728,4038,7298,8964,7604,6954,8102,5332,4042,16211,3561,3171,11215.5,4945.5,5115.5
10178,4748,8108,52954,3984,3294,30462,5982,4592,15311,2981,2441,14515.5,5275.5,4875.5
97678,5458,8658,52404,4654,4134,29832,4512,5402,7541,3291,3031,13385.5,5105.5,4635.5
97058,6158,9458,51764,5424,4914,27052,5152,3862,17651,2601,3311,12375.5,4815.5,4925.5
96408,6888,10008,11614,6064,5494,8652,5942,4692,16651,3021,2551,10845.5,5155.5,4685.5
13028,7588,10838,51374,6724,6274,31132,4482,5272,15751,3341,3101,14275.5,4995.5,4445.5
100408,8178,2768,50724,7484,6854,28362,5172,3742,6831,2641,3391,13625.5,5325.5,4735.5
99878,8888,3348,50204,3774,7634,27722,5842,4512,18081,3051,2631,12085.5,5045.5,5285.5
99238,9578,4108,10064,4574,4014,9302,4392,5082,16041,3381,3181,11115.5,5405.5,5045.5
7098,10278,4948,54174,5234,4534,31662,5052,3822,15141,2691,2421,14515.5,5235.5,4815.5
94578,10968,5518,53514,5894,5134,28892,5722,4312,7351,3121,2711,13755.5,4975.5,5095.5
93958,3068,6278,48634,6544,5684,28342,4162,5152,17441,3461,3261,12235.5,5315.5,4885.5
93298,3758,6858,8584,7234,6494,9822,4962,3632,16561,2771,2501,10715.5,5125.5,4675.5
9908,4348,7688,52574,3624,7044,30182,5632,4392,15651,3201,2781,14645.5,4865.5,4985.5
97278,5068,8188,51934,4284,3404,29532,4162,4972,6731,3521,3331,13515.5,5215.5,4705.5
96738,5758,9028,51404,5044,4214,28912,4812,5802,17861,2811,2571,12005.5,5045.5,4495.5
96118,6458,9618,11254,5704,4764,8242,5482,4202,16961,3271,2861,10985.5,5375.5,4805.5
12578,7148,10428,51004,6364,5574,30762,4012,5042,14941,3601,3141,14415.5,5095.5,4775.5
100068,7858,10978,50454,7124,6394,30102,4692,5612,7121,2911,2641,13665.5,5445.5,5085.5
99458,8568,3148,49854,7784,6944,27322,5362,4022,18341,3351,2931,12145.5,5285.5,4865.5
98798,9288,3698,9804,4214,3294,8912,6032,4852,16341,3681,3211,11245.5,4995.5,4585.5
15408,9888,4508,53774,4894,4134,31382,4602,5432,15411,2991,2721,14565.5,4815.5,4895.5
94168,10598,5058,53134,5554,4694,28582,5272,4102,6491,3301,3001,13465.5,5145.5,4705.5
93518,11298,5868,48234,6214,5274,27952,6052,4672,17721,2631,2271,12415.5,4865.5,4995.5
92888,3388,6418,8204,6864,6034,9422,4322,5492,16811,3051,2581,10885.5,5225.5,4755.5
9488,4078,7228,52184,7664,6874,29792,5102,3932,14791,3371,3101,14305.5,5055.5,4525.5
96978,4668,7778,51654,3954,7444,29152,5792,4502,6881,2701,2371,13655.5,5395.5,4805.5
96338,5388,8618,51034,4614,3754,28492,4332,5262,18121,3111,2891,12145.5,5105.5,4575.5
95698,6088,9188,10864,5374,4594,7732,5002,3742,16101,3451,3201,11095.5,4945.5,5125.5
12298,6788,9968,54974,6024,5164,30222,5662,4582,15181,2771,2421,14545.5,5275.5,4885.5
99668,7478,10538,50074,6444,5924,29572,4182,5342,7391,3191,2731,13265.5,4995.5,5175.5
99128,8178,11328,49434,7244,6504,28942,4832,3822,17491,3531,3261,12355.5,4825.5,4935.5
98518,8908,3258,9404,3534,7334,8402,5612,4392,16581,2851,2521,10845.5,5165.5,4705.5
14978,9618,4048,53384,4184,3644,30762,4142,4892,15591,3271,3051,14785.5,4985.5,4985.5
93848,10308,4618,52854,4884,4224,30132,4792,5732,6691,3601,3371,13505.5,5305.5,4755.5
92598,10898,5408,52244,5644,5054,27352,5422,4212,17911,2921,2611,11985.5,5025.5,4515.5
92068,2958,5978,7804,6304,5814,8952,3952,4992,17041,3341,2901,11055.5,5365.5,4805.5
8548,3658,6798,51814,6964,6384,31432,4732,5572,15011,3671,3451,14465.5,5205.5,4815.5
96048,4358,7578,51204,7714,7224,28652,5382,4242,7231,3001,2691,13725.5,4925.5,5105.5
95388,5058,8158,50664,4004,3534,28022,3912,4812,17331,3421,2971,12195.5,5265.5,4875.5
94768,5788,8948,10524,4804,4104,9602,4552,5372,16431,2751,2481,11315.5,5095.5,4635.5
11368,6478,9518,54634,5454,4934,29862,5342,4042,15421,3081,2761,14615.5,4805.5,4925.5
98748,7078,10308,53964,6114,5464,29202,5992,4612,6611,3491,3051,13435.5,5155.5,4685.5
98128,7798,10868,48834,6774,6304,28552,4502,5452,17731,2691,2291,12415.5,5005.5,4995.5
97598,8508,3008,8814,7464,6804,8022,5152,3862,16721,3141,2851,10895.5,5325.5,4785.5
14078,9218,3588,52804,3894,7634,30392,5932,4692,14811,3461,3131,14355.5,5055.5,5095.5
101548,9938,4378,52164,4514,4024,29852,4462,5272,7011,2771,2371,13735.5,5385.5,4815.5
92288,10628,4948,51634,5204,4784,26982,5102,3932,18141,3221,2921,12185.5,5225.5,4595.5
91678,11218,5238,11484,5964,5354,8562,5752,4512,16111,3531,3201,11165.5,4935.5,5175.5
8248,3288,5758,51234,6624,5934,31052,4282,5342,15231,2841,2441,14595.5,5385.5,4885.5
95608,3978,6598,50604,7274,6694,28292,5062,3752,7431,3301,2991,13315.5,5085.5,5195.5
94998,4688,7128,49974,3674,7524,27622,5712,4322,17551,3611,2221,12415.5,4925.5,4985.5
94458,5388,7958,10054,4334,3904,9212,4232,5162,16651,2911,2511,10875.5,5235.5,4705.5
10948,6108,8748,54054,5134,4434,31682,4872,3562,15651,3371,3061,14815.5,4975.5,5015.5
98448,6808,9318,53414,5784,5264,28892,5652,4402,6881,2671,3351,13565.5,5325.5,4825.5
97778,7398,10108,48514,6434,5764,28252,4182,4972,17981,2991,2611,12165.5,5165.5,4575.5
97158,8108,10678,8504,7094,6604,9732,4832,5732,17051,3441,2921,11125.5,4885.5,4865.5
13758,8808,2818,52484,7894,7174,30092,5482,4232,15061,2751,2451,14415.5,5235.5,4625.5
101138,9508,3388,51814,4184,3484,29442,4002,4992,7261,3071,2691,13775.5,4945.5,4395.5
100518,10208,4198,51174,4834,4324,28782,4782,5562,17381,3521,3001,12255.5,5305.5,4945.5
91238,10918,4728,11124,5534,4894,8242,5442,4042,16471,2831,2521,10735.5,5135.5,5235.5
7838,2978,5568,50844,6294,5664,30482,3952,4812,15421,3141,2761,14655.5,4845.5,4995.5
95238,3568,6088,50224,6954,6494,29942,4602,5642,6631,3591,3081,13535.5,5205.5,4755.5
94708,4288,6928,49704,7604,7074,27162,5382,4122,17751,2901,2601,12485.5,5045.5,4525.5
94088,4978,7448,9654,3994,7834,8622,6032,4882,16841,3221,2841,10965.5,5375.5,4815.5
10538,5688,8288,53634,4654,4204,31112,4552,5462,14831,3561,3151,14375.5,5125.5,4575.5
98038,6378,9078,53004,5454,4784,28332,5102,3932,7031,2871,2441,13725.5,4855.5,4855.5
97448,7088,9648,52374,6104,5544,27672,5752,4702,18251,3291,2991,12185.5,5215.5,4885.5
96788,7798,10438,8074,6764,6114,9292,4282,5302,16241,3631,3271,10655.5,5055.5,5175.5
13378,8508,2388,52094,7424,6954,29542,5062,3962,15341,2951,2501,14585.5,4765.5,4935.5
100768,9208,2928,51464,3844,7454,28992,5702,4542,7451,3361,3051,13445.5,5095.5,4705.5
100238,9798,3738,50924,4504,3834,28342,4232,5372,17571,2571,3341,12395.5,4935.5,4985.5
90868,10518,4548,10924,5154,4674,9822,4872,3772,16681,3011,2581,10885.5,5255.5,4745.5
7458,11208,5098,54814,5854,5434,30182,5652,4602,15781,3441,3131,14825.5,5085.5,5025.5
94958,3308,5918,49914,6614,6034,29522,4182,4912,6851,2641,2371,13675.5,5425.5,4795.5
94318,3928,6468,49284,7274,6794,28872,4832,3582,18081,3061,2661,12145.5,5145.5,4575.5
93658,4618,7278,9244,3664,7374,8352,5482,4162,16061,3521,3211,11095.5,4965.5,4895.5
10268,5328,7828,53244,4324,3754,30712,4002,4992,15171,2721,3491,14535.5,5315.5,4895.5
97638,6038,8638,52624,4974,4514,30192,4772,5762,7281,3141,2731,13275.5,5035.5,4685.5
97098,6768,9188,52104,5774,5094,27302,5422,4232,17401,3581,3281,12365.5,5375.5,4945.5
96478,7458,10028,7694,6424,5654,8882,3952,4812,16491,2791,2521,10835.5,5195.5,4735.5
12938,8048,10568,51704,7084,6154,31352,4592,5572,15601,3211,2811,14775.5,4915.5,4995.5
100428,8768,2738,51154,7744,6994,28602,5382,4052,6671,3661,3361,13495.5,5245.5,4785.5
99838,9458,3288,50504,4164,3374,27932,6032,4892,17901,2871,2601,11975.5,5085.5,4525.5
99188,10158,4088,10474,4834,4134,9522,4552,5392,16901,3291,2891,11065.5,5415.5,4835.5
7158,10848,4638,54494,5484,4734,29752,5202,3862,14881,2611,3431,14485.5,5155.5,4575.5
94528,11558,5458,53854,6184,5494,29222,5972,4702,7091,3031,2671,13825.5,4995.5,4905.5
93898,3638,6268,48964,6864,6074,28592,4502,5452,18311,3341,2981,12285.5,5305.5,4935.5
93258,4228,6818,8944,7664,6904,7912,5152,3932,16261,2641,3291,10765.5,5025.5,4695.5
9848,4938,7628,52684,3954,3224,30382,5792,4532,15371,3091,2551,14685.5,5385.5,4985.5
97348,5638,8178,52034,4644,3794,29752,4322,5342,7561,3411,3051,13405.5,5205.5,4735.5
96708,6328,9038,51374,5304,4624,26972,5102,3792,17681,2721,2321,12505.5,5025.5,5025.5
96058,7018,9588,11474,6104,5134,8582,5752,4612,16771,3151,2631,10975.5,5365.5,4795.5
12658,7738,10398,51074,6754,5964,30942,4282,5162,14741,3461,3131,14305.5,5085.5,5075.5
100018,8438,10948,50454,7404,6524,30182,4922,3612,6981,2771,2391,13765.5,4905.5,4845.5
99488,9168,3118,49924,3814,7294,27422,5712,4422,18081,3211,2711,12105.5,5145.5,4605.5
