115200-DMA,115200-IRQ,115200-POLL,230400-DMA,230400-IRQ,230400-POLL,460800-DMA,460800-IRQ,460800-POLL,921600-DMA,921600-IRQ,921600-POLL,1843200-DMA,1843200-IRQ,1843200-POLL
7228,7448,9808,52584,6484,5824,31502,4072,5062,14961,3131,3161,14885.5,4915.5,4695.5
94728,8028,10618,51954,7134,6324,28742,4852,5822,7151,3571,3441,13615.5,5305.5,5005.5
94098,8818,2518,51314,3524,7164,28062,5502,4302,18371,2771,2681,12095.5,4985.5,4785.5
93538,9418,3338,11184,4174,3544,9652,4012,4872,16361,3201,3231,11095.5,4805.5,5025.5
10018,10138,4148,50934,4944,4074,29892,4662,5632,15481,3511,2471,14515.5,5145.5,4815.5
97488,10858,4698,50314,5604,4904,29342,5442,4112,6561,2841,2761,13865.5,5005.5,4625.5
96858,2928,5508,49784,6254,5414,28692,6092,4942,17671,3281,3071,12315.5,5325.5,4915.5
96218,3618,6058,9654,7024,6244,8012,4622,5442,16761,3591,2341,10805.5,5035.5,4675.5
12798,4318,6868,53794,7674,6814,30502,5262,3952,14751,2921,2861,14735.5,5385.5,5225.5
100288,4998,7418,53144,4074,7584,29852,5922,4712,6941,3361,3161,13575.5,5105.5,4995.5
99668,5688,8208,52514,4734,3964,27062,4452,5552,18191,2671,2641,12045.5,4925.5,4755.5
99008,6378,8748,8114,5374,4544,8672,5092,4022,16181,2991,2951,11025.5,5315.5,5045.5
6878,7078,9558,52234,6144,5304,31062,5762,4792,15251,3431,3221,14465.5,5045.5,4805.5
94358,7768,10368,51594,6804,6124,28282,4312,5362,7461,2741,2481,13815.5,4915.5,5095.5
93708,8358,10918,50944,7454,6704,27752,4982,3842,17571,3071,3001,12305.5,5225.5,4855.5
93168,9158,3088,10804,3854,7464,9202,5652,4342,16651,3501,3321,10765.5,4925.5,4625.5
9628,9738,3638,54924,4514,3844,29562,4202,5182,15741,2821,2791,14685.5,5285.5,4905.5
97128,10468,4448,50034,5274,4424,28922,4852,3652,6811,3151,3131,13425.5,5105.5,4935.5
96498,11178,4998,49394,5924,5184,28262,5632,4422,18051,3581,2371,12545.5,5405.5,5215.5
95888,3248,5808,9234,6574,5754,9882,4162,5012,16051,2891,2661,10995.5,5135.5,4975.5
12488,3938,6388,53354,7344,6594,30122,4812,5772,15041,3211,3201,14405.5,4985.5,4735.5
99888,4638,7198,52714,3634,7354,29482,5492,4252,7261,3651,3491,13645.5,5315.5,5025.5
99258,5328,7748,52184,4394,3484,28952,4032,4822,17381,2971,2731,12125.5,5055.5,4785.5
98618,6008,8558,7714,5054,4314,8292,4712,5582,16471,3281,3281,11235.5,4905.5,4555.5
15188,6708,9098,51804,5714,5084,30772,5382,4062,15471,2581,2511,14535.5,5255.5,4845.5
93948,7398,9908,51174,6474,5414,30122,3932,4902,6661,3031,2801,13375.5,4985.5,4605.5
93338,8018,10458,50554,7134,6184,27362,4572,5662,17881,3381,3351,12385.5,5355.5,4915.5
92798,8718,11268,10514,7774,6744,8932,5352,4142,16891,2691,2591,10845.5,5105.5,4705.5
9278,9378,3178,54634,4174,3124,31302,5992,4712,14851,3111,2871,14275.5,4945.5,4485.5
96788,10088,3988,49364,4834,3894,28522,4522,5482,7061,3441,3421,13645.5,5145.5,4995.5
96128,10788,4798,48724,5594,4464,27992,5172,3952,18161,2741,2661,12145.5,4975.5,4775.5
95478,11498,5328,8594,6254,5294,9452,5952,4792,16261,3051,2951,11125.5,5305.5,4565.5
12078,3578,6138,52704,6904,6064,29712,4472,5292,15241,3471,3241,14545.5,5165.5,4805.5
99568,4268,6688,52174,7674,6634,29082,5122,3772,7451,2781,2741,13875.5,4885.5,4595.5
98928,4958,7498,51544,3954,7204,28542,5772,4592,17551,3221,3031,12345.5,5205.5,4905.5
98278,5648,8048,11364,4714,3784,7892,4302,5362,16661,3551,3321,10735.5,5065.5,4615.5
14878,6348,8858,51224,5374,4374,30382,5072,3842,15761,2861,2821,14675.5,4805.5,5185.5
93648,7038,9408,50584,6034,5144,29712,5722,4412,6861,3271,3101,13515.5,5165.5,4735.5
93028,7718,10228,49914,6834,5714,28922,4242,5172,18091,3601,2371,12005.5,4885.5,5285.5
92408,8418,11028,9794,7484,6554,8372,4892,5752,16041,2931,2681,11015.5,5215.5,5045.5
8878,9008,2928,53904,3774,7054,30762,5672,4512,15151,3361,3241,14435.5,5045.5,4815.5
96388,9798,3748,53374,4534,3424,30232,4202,5062,7341,3681,2431,13785.5,5375.5,5095.5
95758,10388,4338,48374,5184,4264,27432,4852,5872,17451,3011,2751,12265.5,5205.5,4865.5
95108,11118,4888,8234,5844,4764,9032,5492,4332,16531,3441,3321,10715.5,4935.5,4625.5
11698,3218,5698,52364,6604,5604,31392,4012,4882,15611,2651,2511,14645.5,5295.5,4915.5
99178,3898,6518,51744,7264,6174,28602,4792,5692,6701,2961,2821,13405.5,5025.5,4675.5
98528,4588,7068,51204,7924,6944,27962,5442,4142,17931,3401,3401,12485.5,5395.5,4445.5
97878,5208,7878,11044,4314,3324,9562,3972,4952,16911,2701,2591,10875.5,5125.5,4995.5
14468,5908,8428,55174,4974,3894,29802,4612,5492,14901,3031,2901,14285.5,4985.5,4755.5
101958,6598,9238,50254,5734,4654,29172,5402,4212,7091,3471,3491,13615.5,5325.5,5045.5
92588,7328,9788,49624,6384,5494,28632,6052,4762,18321,2781,2731,12115.5,5045.5,4805.5
92038,8028,10598,9464,6804,6064,7972,4602,5592,16301,3111,3021,11185.5,5375.5,5085.5
8528,8738,2518,53574,7474,6834,30462,5282,4072,15301,3551,2261,14505.5,5215.5,4845.5
96048,9328,3358,52934,3904,7404,29802,5952,4602,7521,2861,2811,13365.5,4915.5,4615.5
95418,10118,3928,52404,4564,3784,27032,4472,5172,17631,3191,3101,12315.5,5255.5,4895.5
94798,10718,4698,7894,5254,4544,8612,5142,3862,16701,3611,3391,10805.5,5115.5,4665.5
11278,11448,5268,52014,5934,5114,31092,5842,4442,14681,2931,2881,14745.5,5445.5,5215.5
98768,3538,6098,51454,6604,5974,28212,4362,5222,6911,3261,3171,13585.5,5165.5,4975.5
98158,4128,6608,50824,7284,6524,27662,5012,3702,18151,3691,2401,12065.5,4995.5,4765.5
97508,4848,7438,10664,3714,7334,9262,5662,4492,16121,3001,2961,11025.5,5305.5,5075.5
14088,5538,8018,54764,4404,3694,31622,4192,5062,15191,3341,3241,14485.5,5055.5,4815.5
101568,6258,8778,49894,5064,4244,28832,4842,5862,7411,2631,2481,13835.5,4895.5,5125.5
100918,6978,9608,49244,5724,5054,28212,5512,4332,17521,3081,3031,12285.5,5235.5,4865.5
91658,7688,10208,9094,6414,5604,9792,4052,5102,16611,3411,3321,10765.5,4965.5,4655.5
7648,8378,10748,53204,7214,6414,30032,4732,5682,15611,2701,2561,14695.5,5335.5,4915.5
95148,9068,2918,52664,3504,7224,29412,5402,4112,6701,3151,3111,13445.5,5075.5,4705.5
94498,9658,3468,52024,4174,3584,28862,3952,4942,17941,3491,3391,12445.5,4935.5,5225.5
93848,10448,4278,7484,4844,4134,8222,4592,5472,17071,2801,2631,10915.5,5175.5,5005.5
10458,11038,5088,51704,5544,4974,30702,5372,4212,15031,3101,3181,14325.5,5015.5,4745.5
97818,3148,5638,51094,6344,5534,30032,3902,4742,7261,3571,3471,13685.5,5255.5,5085.5
97288,3858,6458,50444,7034,6324,27152,4552,5572,17351,2881,2741,12135.5,5105.5,4845.5
96688,4548,6998,10284,7684,6894,8732,5182,4002,16341,3181,3051,11245.5,4945.5,4605.5
13178,5248,7818,54404,3974,7684,31092,5972,4602,15431,3641,2301,14545.5,5265.5,4895.5
100658,5938,8368,53864,4674,4064,28322,4492,5412,6631,2951,2801,13405.5,4985.5,4665.5
100028,6628,9198,48844,5464,4594,27682,5142,3862,17741,3251,3111,12385.5,5315.5,4945.5
90748,7308,9768,8674,6114,5434,9272,5792,4682,16731,3711,2381,10845.5,5045.5,4715.5
7238,8008,10558,52914,6804,5954,29522,4312,5232,14821,3021,2881,14765.5,4885.5,4475.5
94718,8698,11138,52184,7464,6794,28992,5102,3932,6931,3331,3191,13595.5,5225.5,5025.5
94088,9388,3268,51324,3864,7324,28352,5752,4482,18171,2661,2451,12055.5,5045.5,4785.5
93448,10008,3848,11284,4524,3694,7672,4262,5292,16131,3101,2961,11145.5,5405.5,5085.5
10048,10678,4628,51024,5174,4484,30162,4912,3752,15241,3411,3271,14445.5,5125.5,4835.5
97528,11388,5208,50394,5874,5064,29522,5692,4562,7441,2741,2551,13795.5,4855.5,4605.5
96898,3478,5988,49794,6664,5834,28882,4222,5112,17521,3171,3101,12295.5,5305.5,4895.5
96248,4178,6568,9614,7314,6674,8352,4872,3592,16651,3471,3391,10765.5,5045.5,4655.5
12848,4878,7378,53744,3624,7194,30722,5562,4422,15641,2811,2631,14715.5,4785.5,4405.5
100208,5568,8168,53134,4294,3584,30192,4102,4992,6871,3251,3181,13565.5,5155.5,4955.5
99688,6258,8738,48204,4994,4374,27312,4782,5762,17971,3561,2421,12535.5,4865.5,4725.5
99058,6948,9528,8074,5794,4944,8892,5442,4242,15951,2881,2701,11035.5,5245.5,5005.5
6898,7648,10098,52214,6444,5734,31392,3992,5072,15061,3191,3251,14445.5,5105.5,4775.5
94388,8328,10888,51604,7134,6324,28532,4632,5572,7271,3641,2491,13775.5,5325.5,5065.5
93758,8918,2818,50994,7784,7144,28002,5422,4052,18401,2961,2771,12245.5,5175.5,4845.5
93098,9638,3598,10814,4184,3504,9482,6072,4892,16391,3261,3331,11235.5,4905.5,4635.5
9698,10338,4168,54944,4844,4044,29832,4592,5642,15491,3701,2561,14645.5,5255.5,4945.5
97068,10998,4958,50074,5494,4864,29152,5242,4122,6581,3031,2851,13385.5,5095.5,4665.5
96548,11718,5528,49404,6194,5144,28512,6022,4692,17821,3331,3401,12485.5,5435.5,4975.5
95908,3808,6348,9274,6994,5964,7962,4552,5192,16891,2661,2641,10975.5,5155.5,4765.5
12378,4508,7128,53404,7644,6764,30452,5192,3932,14871,3111,2931,14275.5,4995.5,4735.5
99878,4578,7708,52844,3954,7314,29802,5832,4512,7061,3411,3211,13625.5,5345.5,5055.5
99258,5308,8498,52234,4624,3674,27022,4362,5272,18171,2741,2721,12105.5,5055.5,4835.5
98598,6018,9068,7684,5314,4484,8622,5142,3752,16191,3181,3001,11175.5,4895.5,4555.5
15208,6728,9858,51804,6114,5054,30982,5792,4322,15281,3481,3291,14485.5,5225.5,4855.5
93978,7418,10428,51294,6774,5894,28192,4342,5092,7501,2801,2791,13335.5,4955.5,4665.5
93348,8008,11218,50664,7454,6464,27432,4992,5922,17621,3251,3101,12325.5,5325.5,4955.5
92728,8708,3148,10514,3744,7224,9002,5632,4402,16701,3561,2361,10815.5,5065.5,4715.5
9328,9408,3928,54624,4444,3614,31492,4152,4932,15691,2881,2621,14735.5,4905.5,5005.5
96698,10118,4498,49714,5234,4184,28622,4932,3672,6881,3331,3191,13575.5,5155.5,4765.5
96088,10808,5308,49094,5884,4944,28102,5582,4162,18091,3641,2411,12055.5,5005.5,4795.5
95558,2898,5838,8924,6574,5524,9572,4112,4992,16081,2961,2721,11025.5,5355.5,5085.5
12028,3598,6668,53034,7244,6354,29922,4782,5572,15181,3291,3251,14475.5,5085.5,4845.5
99508,4188,7458,52424,3634,6854,29242,5472,4242,7301,2591,2511,13845.5,4815.5,4605.5
98878,4878,8038,51884,4294,3234,28612,3992,4812,17411,3031,2771,12305.5,5185.5,4895.5
98228,5588,8818,11714,4944,4064,8092,4642,5642,16501,3351,3351,10695.5,5045.5,4665.5
14828,6288,9398,51444,5644,4834,30452,5422,4052,15631,2771,2561,14625.5,5275.5,4945.5
93568,6988,10178,50914,6434,5404,29822,6062,4882,6711,3111,2901,13475.5,5125.5,4715.5
92948,7708,10758,50304,7084,5974,27042,4592,5462,17811,3431,3451,12455.5,4855.5,5265.5
92398,8428,2898,10124,7774,6744,8662,5242,3892,16901,2751,2691,10935.5,5215.5,5025.5
8898,9128,2978,54234,4074,7574,31142,5892,4722,14891,3171,2971,14385.5,5055.5,4775.5
96398,9818,3788,53634,4764,3964,28342,4422,5492,7111,3591,2211,13745.5,5385.5,5065.5
95748,10518,4328,48734,5564,4464,27702,5072,3972,18221,2901,2751,12195.5,5105.5,4835.5
95118,11098,5138,8584,6224,5294,9292,5742,4542,16311,3201,3041,10665.5,4935.5,4595.5
11708,3178,5688,52684,6904,5874,29542,4312,5302,15311,3651,2281,14605.5,5255.5,4885.5
99098,3888,6498,52054,7574,6654,28892,4952,3772,7511,2971,2831,13345.5,4985.5,4645.5
98478,4598,7048,51424,3954,7234,28242,5602,4612,17611,3281,3121,12465.5,5345.5,4955.5
97948,5298,7858,11364,4614,3544,9862,4122,5112,16731,3591,2361,10915.5,5155.5,4745.5
14428,5998,8408,51114,5274,4364,30092,4902,3592,14721,2911,2911,14215.5,4875.5,4535.5
101938,6588,9228,50494,5834,4944,29542,5562,4432,6941,3331,3191,13565.5,5225.5,5035.5
92648,7268,9768,49864,6484,5704,28912,4082,5192,18171,2621,2431,12045.5,5065.5,4825.5
92028,7988,10608,9474,7144,6544,8232,4732,3662,16121,2941,2981,11165.5,4795.5,5135.5
8508,8688,2518,53584,3544,7114,30752,5512,4242,15211,3361,3271,14455.5,5155.5,4845.5
95998,9388,3328,53044,4194,3424,30092,4032,5002,7401,2671,2511,13325.5,4895.5,4635.5
95368,10118,3878,52414,4844,4264,27312,4682,3482,17521,3111,3061,12335.5,5265.5,4945.5
94818,10838,4678,7994,5614,4834,8912,5322,4312,16511,3441,3351,10805.5,4975.5,4665.5
11278,2798,5488,52104,6264,5624,31272,3852,4812,15611,2751,2591,14735.5,5345.5,4965.5
98788,3488,6038,51464,6934,6194,28492,4632,5652,6701,3181,3131,13475.5,5205.5,4785.5
98148,4208,6848,50824,7724,6964,27852,5282,4132,17951,3511,2401,12065.5,4925.5,4535.5
97008,4918,7398,10674,4014,3344,9422,5932,4892,17041,2811,2701,11055.5,5265.5,4825.5
13498,5628,8218,54784,4674,3914,29752,4452,5492,15021,3251,3011,14355.5,4985.5,4855.5
100978,6318,8758,49874,5424,4684,29142,5232,3892,7091,3581,2471,13695.5,5355.5,5135.5
100318,6908,9618,49264,6084,5244,28482,5892,4722,17221,2891,2781,12205.5,5205.5,4905.5
91038,7608,10168,9094,6734,6084,7952,4402,5292,16321,3331,3091,10665.5,4925.5,4665.5
7658,8318,10978,53304,7504,6844,30172,5052,3962,15431,2651,2541,14615.5,5275.5,4955.5
95038,9018,2888,52664,3794,7414,29552,5832,4542,6531,2971,2851,13485.5,5105.5,4715.5
94508,9708,3698,52034,4554,3804,28912,4352,5372,17661,3411,3161,12445.5,4825.5,5005.5
93878,10458,4248,7624,5214,4564,8392,5012,3782,16761,2731,2621,10935.5,5145.5,4775.5
10348,11158,5048,51734,5864,5134,30742,5652,4612,14751,3041,2931,14355.5,4975.5,4535.5
97868,3118,5598,51114,6624,5974,30122,4182,5192,6981,3351,3261,13685.5,5345.5,5085.5
97228,3818,6418,50484,7284,6474,27342,4962,3592,18221,2661,2501,12165.5,5055.5,4845.5
96568,4538,6968,10344,3674,7314,8962,5612,4452,16211,3081,3051,11125.5,4885.5,4615.5
13178,5248,7798,54464,4334,3694,31432,4172,5222,15191,3391,3341,14575.5,5205.5,4895.5
100668,5948,8348,49464,4984,4194,28642,4842,5532,7411,2711,2581,13305.5,4925.5,4655.5
100018,6638,9158,48934,5754,5034,28002,5512,4262,17521,3161,2861,12385.5,5295.5,4945.5
99398,7228,9968,8774,6414,5594,9592,4082,4762,16611,3471,2361,10875.5,5025.5,4705.5
7258,7928,10518,52884,7064,6364,29832,4732,5602,15711,2781,2651,14815.5,4885.5,4995.5
94758,8638,2688,52254,3454,6954,29192,5382,4072,6801,3221,2931,13535.5,5235.5,4755.5
94138,9378,3238,51614,4114,3524,28542,6162,4842,17931,3541,3481,12035.5,4975.5,4545.5
93468,10098,4048,11594,4914,4104,8012,4672,5412,17041,2851,2731,11105.5,5325.5,4325.5
10078,10788,4588,51334,5564,4934,30372,5322,3892,15011,3301,3011,14395.5,5155.5,4855.5
97438,11478,5408,50714,6254,5444,29832,5972,4662,7231,3621,2511,13755.5,4865.5,4645.5
96908,3438,5958,50074,6914,6274,27072,4522,5492,18461,2931,2801,12225.5,5195.5,4905.5
96258,4138,6788,10044,7574,6854,8532,5212,3972,16431,3381,3091,10705.5,5035.5,4695.5
12738,4868,7368,54154,3974,7614,31042,5862,4472,15501,2701,2591,14635.5,5375.5,4955.5
100268,5578,8198,53524,4614,3994,28282,4382,5302,6581,3021,2881,13505.5,5095.5,4745.5
99618,6278,8698,48514,5384,4564,27612,5172,3782,17811,3451,3161,12485.5,4915.5,4485.5
98958,6968,9538,8354,6044,5334,9212,5822,4552,16821,2761,2671,10935.5,5285.5,4795.5
6938,7558,10108,52484,6694,5674,31572,4332,5122,14901,3081,2951,14385.5,5005.5,4795.5
94298,8248,10878,51954,7464,6424,28792,4982,3602,7021,3511,3231,13755.5,5355.5,5135.5
93768,8968,2808,51294,3744,7254,28262,5752,4352,18131,2811,2761,12215.5,5075.5,4885.5
93168,9668,3638,11154,4514,3384,9732,4282,5182,16231,3131,3071,11235.5,4935.5,4655.5
9598,10368,4408,51004,5164,4144,30092,4952,5782,15221,3561,2331,14555.5,5265.5,4935.5
97098,11088,4978,50354,5814,4974,29462,5652,4242,7411,2871,2571,13405.5,4985.5,4705.5
96508,3148,5578,49714,6584,5554,28812,4192,5052,17521,3211,3141,12385.5,5335.5,4465.5
95848,3728,6378,9554,7234,6314,8172,4872,5602,16631,3631,3461,10885.5,5175.5,4755.5
12438,4428,6928,53684,3634,6894,30532,5502,4322,14611,2931,2651,14805.5,4915.5,5305.5
99828,5138,7738,53164,4294,3274,29882,4052,4862,6821,3361,3221,13675.5,5265.5,4805.5
99298,5848,8548,52534,4944,4044,27132,4722,5672,18061,3671,3531,12125.5,5005.5,4825.5
98658,6538,9098,7774,5714,4614,8722,5392,4132,16011,2981,2721,11125.5,5345.5,5125.5
15138,7268,9908,51904,6374,5444,31062,6072,4942,15121,3421,3301,14535.5,5175.5,4885.5
94008,7978,10458,51344,7014,6204,28302,4612,5492,7301,2751,2591,13255.5,4915.5,4645.5
93378,8668,2628,50734,7784,6784,27752,5312,3942,17411,3061,2871,12375.5,5265.5,4935.5
92728,9368,3178,10564,4064,7344,9242,5982,4782,16501,3491,3161,10815.5,5105.5,4695.5
9328,9958,4018,54674,4834,3924,29582,4412,5342,15511,2791,2661,14755.5,4845.5,4985.5
96688,10648,4588,49794,5494,4494,28942,5082,3822,6711,3111,2941,13475.5,5125.5,4745.5
96168,11368,5378,49164,6144,5324,28302,5762,4582,17821,3531,2181,11955.5,4915.5,4515.5
95538,3438,5938,9024,6914,5834,7642,4282,5422,16911,2841,2731,11065.5,5255.5,5055.5
11998,4148,6728,53124,7574,6664,30122,4932,3902,14901,3251,3011,14365.5,5095.5,4815.5
99498,4848,7298,52494,3954,7264,29482,5712,4662,7091,3571,2251,13715.5,5445.5,5105.5
98898,5458,8088,51894,4614,3624,28952,4242,5232,18301,2881,2801,12195.5,5165.5,4885.5
98248,6168,8668,7464,5264,4434,8332,4892,3712,16311,3191,3101,10665.5,4935.5,5205.5
14838,6858,9448,51594,6034,4984,30782,5522,4482,15391,3611,3381,14585.5,5285.5,4985.5
102218,7588,10028,50984,6694,5794,30142,4052,5062,7491,2911,2621,13425.5,5005.5,4705.5
92958,8298,10818,50314,7344,6344,27372,4832,5622,17591,3221,3171,12415.5,4885.5,5015.5
92318,9008,2768,10174,3744,7154,8842,5482,4292,16671,3671,2411,10895.5,5165.5,4805.5
8908,9698,3578,54304,4404,3514,31322,4012,4872,15801,2991,2701,14835.5,5005.5,4515.5
96408,10278,4128,53754,4924,4064,28552,4652,5702,6881,3311,3241,13665.5,5325.5,5095.5
95778,10968,4938,48754,5584,4864,27902,5442,4112,18111,2611,2481,12145.5,5105.5,4875.5
95118,3048,5748,8584,6274,5414,9492,3962,4932,16101,3031,2771,11125.5,4825.5,4595.5
11718,3768,6288,52714,6934,6254,29732,4612,5512,15211,3481,3321,14535.5,5195.5,4905.5
99088,4478,7108,52194,7604,6824,29182,5262,3912,7331,2791,2551,13395.5,4945.5,4715.5
98548,5178,7658,51574,4024,7664,28532,6032,4752,17431,3101,2861,12345.5,5295.5,5005.5
97948,5868,8468,11414,4684,3974,7982,4562,5322,16541,3551,2391,10845.5,5135.5,4755.5
14398,6458,9018,51144,5374,4544,30352,5212,4012,15661,2861,2651,14785.5,4885.5,5045.5
101878,7148,9828,50624,6044,5384,29742,5852,4592,6741,3181,2961,13525.5,5235.5,4815.5
92638,7868,10398,49994,6714,6144,29102,4382,5352,17861,3631,3491,12005.5,5065.5,4575.5
91978,8568,11208,9834,7404,6714,8562,5162,3832,16971,2941,2751,11085.5,5315.5,5125.5
8568,9258,3118,53934,3834,7554,30782,5812,4662,14951,3251,3011,14415.5,5155.5,4885.5
95438,9988,3928,53334,4524,3864,30262,4342,5172,7201,3701,2541,13245.5,4865.5,5175.5
94788,10698,4478,48424,5184,4444,27482,4972,3642,18301,3021,2801,12335.5,5215.5,4935.5
94158,11308,5288,8284,5844,5264,8932,5762,4482,16291,3321,3121,10695.5,5065.5,4705.5
10768,3378,5828,52384,6534,5764,31422,4282,5242,15391,3641,2331,14635.5,5315.5,4985.5
98168,4088,6648,51744,7324,6604,28642,4932,3712,7591,2951,2931,13465.5,5165.5,4755.5
97548,4798,7458,51134,3614,7174,27992,5582,4282,17691,3401,3221,12565.5,4905.5,4515.5
97018,5498,8008,11074,4294,3484,9612,4112,5072,16801,2711,2451,11015.5,5265.5,4805.5
13488,6198,8838,55204,4964,4324,29842,4892,3552,14781,3021,2991,14325.5,4995.5,4565.5
100998,6788,9388,50194,5654,4894,29292,5542,4312,7001,3471,3281,13685.5,4745.5,5115.5
100338,7478,10198,49564,6454,5654,28652,4052,4892,18121,2801,2521,12145.5,5105.5,4885.5
91098,8188,10748,9444,7114,6494,7992,4702,3372,16181,3101,3071,10615.5,4935.5,4645.5
7678,8888,2918,53554,7804,7064,30452,5482,4132,15181,3541,3361,14555.5,5285.5,4925.5
95028,9588,3468,53014,4084,3404,29842,4012,4962,7401,2861,2601,13415.5,5025.5,4685.5
94418,10328,4278,52404,4784,4234,27062,4662,5542,17521,3171,3151,12405.5,5415.5,4475.5
93878,10938,4828,7864,5474,4744,8662,5302,4212,16611,3621,2391,10885.5,5165.5,4785.5
10368,2998,5648,51734,6274,5574,31022,6082,4782,15691,2941,2681,14835.5,4985.5,4575.5
97888,3688,6188,51094,6934,6154,28242,4612,5362,6781,3251,3231,13565.5,5235.5,4815.5
97238,4418,7008,50574,7584,6904,27622,5282,4022,18011,3701,2461,12155.5,5085.5,4605.5
96628,5118,7588,10434,3984,7474,9202,5942,4592,17091,3021,2751,11165.5,5425.5,5175.5
13108,5828,8408,54554,4624,3854,31652,4462,5422,15061,3331,3301,14465.5,5145.5,4885.5
100588,6518,8958,49624,5284,4624,28912,5142,3832,7251,2631,2541,13825.5,4985.5,4675.5
99978,7108,9768,48984,5974,5194,28252,5812,4662,17341,3051,2831,12295.5,5325.5,4985.5
90698,7798,10318,8834,6784,6034,9832,4362,5242,16441,3361,3111,10795.5,5035.5,4705.5
7288,8518,11128,52964,7434,6824,30052,5052,3902,15511,2671,2611,14705.5,4895.5,4495.5
94678,9218,3038,52344,3754,7394,29532,5722,4482,6611,2981,2901,13585.5,5195.5,4825.5
94128,9908,3848,51704,4414,3704,28912,4252,5312,17721,3401,3211,12535.5,4935.5,5115.5
93518,10638,4658,11574,5114,4544,8232,4882,5812,16831,2711,2731,11025.5,5275.5,4875.5
9968,11348,5208,51444,5904,5114,30692,5662,4322,14811,3151,3041,14445.5,5105.5,4635.5
97488,3318,6018,50824,6554,5874,30062,4192,5082,7011,3471,2231,13705.5,4835.5,5185.5
96838,4008,6588,50194,7244,6454,27292,4842,5652,18231,2781,2551,12185.5,5165.5,4945.5
96188,4738,7418,10044,3534,7274,8882,5492,4132,16211,3221,3121,10655.5,4995.5,4705.5
12798,5448,7988,54164,4234,3584,31252,4012,4902,15281,3551,2311,14595.5,5335.5,4995.5
100208,6158,8758,53554,5034,4164,28482,4792,5472,7501,2861,2621,13495.5,5055.5,4765.5
99568,6838,9328,48644,5684,5004,27852,5462,4212,17601,3301,3191,12445.5,4885.5,4525.5
98958,7458,10168,8474,6374,5764,9422,4012,4702,16601,3631,3431,10915.5,5225.5,4815.5
6928,8158,10668,52584,7024,6074,29662,4652,5532,14681,2941,2701,14335.5,4935.5,4575.5
94308,8888,2858,51964,7684,6644,29052,5322,4012,6891,3371,3031,13685.5,5265.5,4865.5
93668,9598,3438,51314,4114,7414,28382,6022,4782,18001,2701,2531,12175.5,5115.5,4885.5
93138,10308,4198,11294,4774,3794,7712,4582,5372,17111,3011,2821,11145.5,4815.5,4655.5
9608,10998,4798,51034,5464,4624,30192,5252,3782,15091,3441,3101,14575.5,5175.5,4945.5
97088,11578,5558,50424,6144,5134,29532,5902,4622,7311,2771,2601,13295.5,5015.5,4705.5
96458,3638,6128,49774,6814,5964,28892,4432,5192,17411,3091,2891,12385.5,5385.5,4985.5
95838,4338,6968,9754,7504,6544,8332,5072,3862,16511,3521,3181,10885.5,5095.5,4755.5
12428,5068,7718,53774,3944,7304,30812,5852,4432,15501,2841,2681,14825.5,4945.5,5045.5
99908,5778,8298,53214,4614,3714,30192,4372,5272,6681,3161,2971,13545.5,5255.5,4795.5
99268,6378,9128,52584,5284,4204,27412,5022,3672,17901,3591,3251,12015.5,4975.5,4585.5
98618,7098,9628,8064,5934,5034,8872,5572,4512,16911,2801,2761,11085.5,5325.5,4895.5
15248,7788,10468,52184,6634,5614,31352,4142,5082,14871,3241,3041,14505.5,5155.5,4895.5
94008,8488,11038,51654,7434,6374,28602,4812,5842,7081,3661,3331,13765.5,4875.5,5205.5
93368,9208,3168,50994,3724,7214,27992,5482,4312,18191,2871,2831,12235.5,5225.5,4945.5
92748,9808,3758,10854,4404,3334,9532,4032,4892,16281,3311,3121,10715.5,5065.5,4735.5
9328,10498,4528,54984,5064,4094,29752,4692,5652,15261,2631,3411,14645.5,4785.5,4995.5
96708,11218,5098,50064,5754,4934,29142,5392,4132,7471,2931,2911,13495.5,5165.5,4785.5
96058,3308,5938,49444,6554,5504,28612,3932,4962,17581,3371,3201,12485.5,4885.5,4525.5
95528,3908,6698,9294,7204,6264,7942,4612,5732,16701,2681,2431,10945.5,5205.5,4835.5
12008,4118,7268,53404,7894,6864,30422,5302,4212,15811,3091,2711,14385.5,5045.5,4575.5
99478,4818,7848,52764,4194,7624,29802,5992,4782,6911,3411,3261,13765.5,4765.5,4915.5
98848,5538,8598,52244,4884,4014,27022,4532,5542,18031,2751,2531,12225.5,5115.5,4935.5
98238,6228,9438,7714,5684,4574,8602,5212,4022,16121,3171,2841,11215.5,4975.5,4705.5
14818,6928,10008,51814,6334,5344,30952,5902,4622,15121,3471,3151,14625.5,5305.5,4985.5
102298,7618,10768,51304,7014,5914,28212,4462,5432,7311,2771,2601,13345.5,5045.5,4745.5
92928,8308,11368,50674,7684,6744,27552,5132,3882,17411,3221,2911,12465.5,5395.5,5045.5
92398,8988,3488,10514,3814,7514,9142,5802,4702,16521,3541,2181,10915.5,5135.5,4795.5
8868,9688,4068,54634,4474,3894,31622,4352,5242,15631,2851,2681,14845.5,4985.5,4555.5
96378,10378,4898,49374,5124,4464,28862,5022,3952,6721,3301,2991,13595.5,5305.5,4845.5
95718,11068,5408,48844,5894,5234,28222,5722,4502,17851,3611,3301,12055.5,5035.5,4605.5
95098,3028,6238,8714,6544,5804,9802,4262,5312,16961,2911,2761,11155.5,4865.5,5165.5
